genetic_id	label	role	sample_age_bp	sample_age_sd	n_ascertained_sites	n_target_sites	target_missing_fraction	generations	generations_se	generations_ci_low	generations_ci_high	event_date_bp	event_date_ci_low	event_date_ci_high	amplitude	offset	r_squared	n_fit_bins	n_jackknife_replicates	fit_min_cm	fit_max_cm	bin_cm	fit_weighted	status	interpretation
RNI013.SG	Ranis13	primary_shared_event	45875.0	2122.0	3424	2034	0.40595794392523366	129.40837833494402	266.6877617666694	0.0	652.116391397616	49627.84297171338	44587.34984178637	66709.10931859147	0.20211085928452568	0.045679531740563405	0.21119243830801093	93	22	0.02	10.0	0.01	False	inconclusive_data_limited	Too few informative target sites or successful chromosome replicates.
ZKU002.SG	Zlaty kun	primary_shared_event	45875.0	2122.0	3424	3365	0.017231308411215007	103.38670189313021	22.816769280696562	58.66583410296495	148.10756968329548	48873.214354900774	44509.98578860489	53229.368814006826	0.12252007497758377	0.003238071069083768	0.14391964098164545	983	22	0.02	10.0	0.01	False	supported_exploratory_estimate	The curve, site count, and chromosome jackknife support an exploratory date.
