genetic_id	distance_cm	covariance	n_pairs	fitted_covariance
RNI013.SG	0.025	0.16295257108940805	431	0.14491314430643207
RNI013.SG	0.035	0.17445992892225373	317	0.14405621098488994
RNI013.SG	0.045	0.09358991373589914	275	0.14320421271823772
RNI013.SG	0.05500000000000001	0.09219330855018587	270	0.14235712108563314
RNI013.SG	0.065	0.13330472716870487	237	0.1415149078299088
RNI013.SG	0.075	0.13240389710977946	222	0.14067754485662948
RNI013.SG	0.085	0.09979433068049717	212	0.13984500423315502
RNI013.SG	0.095	0.0921619293712317	216	0.13901725818770855
RNI013.SG	0.10500000000000001	0.22650584578955157	233	0.13819427910845014
RNI013.SG	0.115	0.12544802867383512	217	0.13737603954255562
RNI013.SG	0.125	0.20011293054771315	231	0.13656251219530083
RNI013.SG	0.135	0.2884160756501182	189	0.13575366992915125
RNI013.SG	0.145	0.09281945810605384	212	0.13494948576285656
RNI013.SG	0.155	0.20709262307347	164	0.13414993287055074
RNI013.SG	0.16499999999999998	0.14709501025290497	210	0.13335498458085723
RNI013.SG	0.175	0.14123581336696092	183	0.13256461437599912
RNI013.SG	0.185	0.15080839353285175	171	0.1317787958909146
RNI013.SG	0.195	0.20118255728011825	165	0.1309975029123776
RNI013.SG	0.205	0.0791529755385177	166	0.1302207093781232
RNI013.SG	0.215	0.0630192502532928	141	0.12944838937597838
RNI013.SG	0.225	0.10565936281758301	173	0.12868051714299755
RNI013.SG	0.235	0.11936704506363949	153	0.1279170670646033
RNI013.SG	0.245	0.06598586017282011	134	0.1271580136737317
RNI013.SG	0.255	0.17818063040992976	157	0.12640333164998302
RNI013.SG	0.265	0.2637795275590551	128	0.12565299581877704
RNI013.SG	0.275	0.19826425258117614	164	0.12490698115051312
RNI013.SG	0.28500000000000003	0.23424317617866006	156	0.12416526275973543
RNI013.SG	0.29500000000000004	0.043160901301174226	138	0.12342781590430286
RNI013.SG	0.30500000000000005	0.023467760309865575	133	0.12269461598456351
