genetic_id	label	role	sample_age_bp	sample_age_sd	n_ascertained_sites	n_target_sites	target_missing_fraction	generations	generations_se	generations_ci_low	generations_ci_high	event_date_bp	event_date_ci_low	event_date_ci_high	amplitude	offset	r_squared	n_fit_bins	n_jackknife_replicates	fit_min_cm	fit_max_cm	bin_cm	fit_weighted	status	interpretation
RNI013.SG	Ranis13	primary_shared_event	45875.0	2122.0	7185	4111	0.4278357689631176	57.75618687776161	14.372219337670852	29.586636975926737	85.92573677959648	47549.92941945509	43314.28974197974	51804.434194434194	0.1509638183419877	-0.003886561866732546	0.3330411484607818	998	22	0.02	10.0	0.01	False	supported_exploratory_estimate	The curve, site count, and chromosome jackknife support an exploratory date.
ZKU002.SG	Zlaty kun	primary_shared_event	45875.0	2122.0	7185	7060	0.01739735560194855	111.73207218567626	35.83215449124296	41.50104938284005	181.96309498851247	49115.23009338461	44458.190194754774	53751.25497779192	0.1307414006992792	0.0005513988734236812	0.42380681561684663	998	22	0.02	10.0	0.01	False	supported_exploratory_estimate	The curve, site count, and chromosome jackknife support an exploratory date.
