genetic_id	label	role	sample_age_bp	sample_age_sd	n_ascertained_sites	n_target_sites	target_missing_fraction	generations	generations_se	generations_ci_low	generations_ci_high	event_date_bp	event_date_ci_low	event_date_ci_high	amplitude	offset	r_squared	n_fit_bins	n_jackknife_replicates	fit_min_cm	fit_max_cm	bin_cm	fit_weighted	status	interpretation
RNI013.SG	Ranis13	primary_shared_event	45875.0	2122.0	8419	4830	0.4262976600546383	56.24685614513912	12.933023564157214	30.89812995939098	81.59558233088725	47506.15882820904	43289.030294812444	51722.913730060514	0.15885343692948106	-0.002245548350138713	0.49570363663245787	499	22	0.02	10.0	0.02	False	supported_exploratory_estimate	The curve, site count, and chromosome jackknife support an exploratory date.
ZKU002.SG	Zlaty kun	primary_shared_event	45875.0	2122.0	8419	8271	0.01757928495070671	122.87752879599124	25.977422416286185	71.96178086007032	173.79327673191216	49438.44833508375	44996.70056657278	53856.985520626855	0.13570462405686345	0.0009524201858110269	0.5876917131498902	499	22	0.02	10.0	0.02	False	supported_exploratory_estimate	The curve, site count, and chromosome jackknife support an exploratory date.
