label,kind,n_ind,date_bp,date_min,date_max,region,median_coverage,median_snps,median_damage,mean_alpha,note,D_VA,D_VA_se,D_VA_z,D_NEA,D_NEA_se,D_NEA_z,R,R_se,testable,n_snp
InnerAsia_Medieval_Recent,grid,61,1008.0,124.0,1494.0,InnerAsia,0.87481999,249772.0,0.037,0.020294950819672128,,0.07364600344905935,0.0065627108054965595,11.221887666812558,0.03250271922695885,0.0035686693251291654,9.107797967743183,2.265841295763798,0.3203244385851597,True,507216
NearEast_Bronze,grid,106,3513.0,3095.0,4550.0,NearEast,1.1680321949999999,250454.5,0.15,0.01902679245283019,,0.0675090313620291,0.006487166727836562,10.406550994341874,0.028701265227307864,0.003561258059984715,8.059305094961596,2.3521273653747334,0.3539814818683342,True,507214
NearEast_Iron_Classical,grid,29,2375.0,1525.0,2951.0,NearEast,0.93970307,252784.0,0.161,0.02066686206896551,,0.07084801367528111,0.007041717877186241,10.061183209968483,0.030315996587089188,0.003630322545180874,8.350772199933752,2.3369844851299884,0.33384191647983336,True,507208
NearEast_Medieval_Recent,grid,24,800.0,60.0,1465.0,NearEast,0.7582121799999999,234313.0,0.0775,0.019277208333333334,,0.06721860334235924,0.0064116626839995795,10.483802198469437,0.028420517133215417,0.0034332128723665927,8.278110967708361,2.365143569600991,0.319555173087045,True,507214
Siberia_Bronze,grid,145,4065.0,3003.0,4952.0,Siberia,2.27932566,341257.0,0.079,0.02222168275862069,,0.07490525707975076,0.006648157333304468,11.267070456426621,0.03464907106954589,0.0037578534973247714,9.220442226982154,2.1618258373912727,0.30768109672662736,True,507219
Siberia_Iron_Classical,grid,103,2270.0,1596.0,2977.0,Siberia,2.33700231,353481.0,0.06873171,0.022223786407766982,,0.07435887703218291,0.006935074633894366,10.722145176169064,0.033928651378434566,0.0037093034855967054,9.146906288520244,2.1916248955137148,0.3236433340787909,True,507219
Siberia_Neolithic,grid,66,5971.5,5000.0,7651.0,Siberia,2.30745371,311268.0,0.092,0.02030883333333333,,0.07454179061633062,0.007576469376426588,9.838591949999797,0.034329251316310545,0.003916381559776407,8.765553302796794,2.171378278235688,0.3420356116344714,True,507214
SouthAsia_Iron_Classical,grid,67,2243.0,1500.0,2962.0,SouthAsia,1.6317,307432.0,0.096,0.020193059701492537,,0.07067936888113358,0.008232345606304125,8.58556871409882,0.03150519526297738,0.003942248655368307,7.991681402459376,2.2434194833951984,0.40790161443217005,True,507219
SouthAsia_Medieval_Recent,grid,30,900.0,90.0,1450.0,SouthAsia,4.81958661,374471.0,0.143,0.021296899999999997,,0.07101367134645936,0.007240052673980158,9.80844678128843,0.03314798761277007,0.004007755669780925,8.270960194183202,2.142322248217016,0.34700132482609203,True,507194
WestSiberia_Bronze,grid,209,3841.0,3000.0,4984.0,WestSiberia,1.888494085,347191.0,0.0735,0.022013736842105263,,0.07334390045842067,0.006438606615147604,11.391269080777544,0.0334801918397645,0.003887925908160135,8.611324554692498,2.190665477947171,0.31610937638196307,True,507219
WestSiberia_Iron_Classical,grid,102,2227.0,1508.0,2990.0,WestSiberia,0.9000755199999999,272737.5,0.085,0.02191336274509804,,0.07368772531967363,0.0065098701498127074,11.319384814733004,0.032510835670557674,0.003610154429782983,9.00538641847296,2.266558942574534,0.3190220959292047,True,507219
