statistic,kappa,base,f50,f80,n_region_pairs,genome_wide_f50_allpairs,genome_wide_f80_allpairs,genome_wide_f50_eu_vs_ea,gain_vs_allpairs,gain_vs_eu_ea
D_tract,1.0043168580934885,0.06260184085181032,0.14016659162539397,0.20680364675466043,10,0.377,0.641,0.504,2.689656612379943,3.595721306736051
