replacement,label,fraction,alpha,D_VA_base,D_VA_mixed,realised,predicted,kappa,implied_source_D_VA
equidistant,WestSiberia_Neolithic,0.15,0.0228018481675392,0.07420993734854381,0.07026233583079704,-0.003947601517746771,-0.011131490602281571,0.35463368373483145,3.25455799912699
equidistant,WestSiberia_Neolithic,0.2,0.0228018481675392,0.07420993734854381,0.06894631066440077,-0.005263626684143041,-0.014841987469708762,0.35464432879259983,3.25455799912699
equidistant,WestSiberia_Neolithic,0.3,0.0228018481675392,0.07420993734854381,0.06631402329820231,-0.007895914050341499,-0.022262981204563142,0.35466562082544045,3.25455799912699
equidistant,WestSiberia_Neolithic,0.4,0.0228018481675392,0.07420993734854381,0.06368141984002305,-0.010528517508520754,-0.029683974939417525,0.3546869154150873,3.25455799912699
equidistant,WestSiberia_Neolithic,0.5,0.0228018481675392,0.07420993734854381,0.061048500232923436,-0.013161437115620372,-0.037104968674271904,0.3547082125620103,3.25455799912699
equidistant,WestSiberia_Neolithic,0.7,0.0228018481675392,0.07420993734854381,0.055822057688783296,-0.018387879659760513,-0.05194695614398066,0.3539741502619534,3.25455799912699
equidistant,WestSiberia_Neolithic,1.0,0.0228018481675392,0.07420993734854381,0.04803444862634403,-0.026175488722199776,-0.07420993734854381,0.3527221509332457,3.25455799912699
altai,Caucasus_Bronze,0.0,0.0183268110749185,0.07113024251146137,0.07113024251146137,0.0,-0.0,,3.88121218801715
altai,Caucasus_Bronze,0.02,0.0183268110749185,0.07113024251146137,0.07027347732839538,-0.0008567651830659884,-0.0014226048502292274,0.6022509925563209,3.88121218801715
altai,Caucasus_Bronze,0.05,0.0183268110749185,0.07113024251146137,0.06898825468760429,-0.0021419878238570778,-0.003556512125573069,0.6022720430095355,3.88121218801715
altai,Caucasus_Bronze,0.1,0.0183268110749185,0.07113024251146137,0.06684601728650945,-0.004284225224951921,-0.007113024251146138,0.6023071303688574,3.88121218801715
altai,Caucasus_Bronze,0.133,0.0183268110749185,0.07113024251146137,0.06543200386218793,-0.005698238649273435,-0.009460322254024362,0.6023302902656873,3.88121218801715
altai,Caucasus_Bronze,0.15,0.0183268110749185,0.07113024251146137,0.06470353026455372,-0.006426712246907648,-0.010669536376719205,0.6023422218167468,3.88121218801715
altai,Caucasus_Bronze,0.2,0.0183268110749185,0.07113024251146137,0.06256082861232369,-0.008569413899137679,-0.014226048502292275,0.6023748546728819,3.88121218801715
altai,Caucasus_Bronze,0.3,0.0183268110749185,0.07113024251146137,0.058293034664602755,-0.012837207846858614,-0.02133907275343841,0.6015822709442765,3.88121218801715
altai,Caucasus_Bronze,0.4,0.0183268110749185,0.07113024251146137,0.05403606562121835,-0.01709417689024302,-0.02845209700458455,0.6008055183942539,3.88121218801715
altai,Caucasus_Bronze,0.5,0.0183268110749185,0.07113024251146137,0.04979134697879971,-0.02133889553266166,-0.035565121255730685,0.5999950170062552,3.88121218801715
altai,Caucasus_Bronze,0.7,0.0183268110749185,0.07113024251146137,0.04133010399565509,-0.029800138515806276,-0.04979116975802295,0.598502478664995,3.88121218801715
altai,Caucasus_Bronze,1.0,0.0183268110749185,0.07113024251146137,0.028720019940329848,-0.04241022257113152,-0.07113024251146137,0.596233347078746,3.88121218801715
altai,Caucasus_Iron_Classical,0.0,0.0193248661417322,0.06868836838819892,0.06868836838819892,0.0,-0.0,,3.5544033208005437
altai,Caucasus_Iron_Classical,0.02,0.0193248661417322,0.06868836838819892,0.06779118792380259,-0.0008971804643963244,-0.0013737673677639785,0.6530803434766587,3.5544033208005437
altai,Caucasus_Iron_Classical,0.05,0.0193248661417322,0.06868836838819892,0.06644535534166812,-0.002243013046530795,-0.003434418419409946,0.6530983626963422,3.5544033208005437
altai,Caucasus_Iron_Classical,0.1,0.0193248661417322,0.06868836838819892,0.06420213599482642,-0.004486232393372494,-0.006868836838819892,0.6531283969387831,3.5544033208005437
altai,Caucasus_Iron_Classical,0.133,0.0193248661417322,0.06868836838819892,0.06272149820077548,-0.005966870187423437,-0.009135552995630456,0.6531482210521242,3.5544033208005437
altai,Caucasus_Iron_Classical,0.15,0.0193248661417322,0.06868836838819892,0.06195871031921044,-0.006729658068988474,-0.010303255258229838,0.6531584339437855,3.5544033208005437
altai,Caucasus_Iron_Classical,0.2,0.0193248661417322,0.06868836838819892,0.059715078286352856,-0.008973290101846061,-0.013737673677639783,0.653188473711637,3.5544033208005437
altai,Caucasus_Iron_Classical,0.3,0.0193248661417322,0.06868836838819892,0.05522719503501186,-0.013461173353187056,-0.020606510516459675,0.6532485615376168,3.5544033208005437
altai,Caucasus_Iron_Classical,0.4,0.0193248661417322,0.06868836838819892,0.050738486012954734,-0.017949882375244183,-0.027475347355279567,0.6533086604197197,3.5544033208005437
altai,Caucasus_Iron_Classical,0.5,0.0193248661417322,0.06868836838819892,0.046251106096866196,-0.02243726229133272,-0.03434418419409946,0.6533060201554469,3.5544033208005437
altai,Caucasus_Iron_Classical,0.7,0.0193248661417322,0.06868836838819892,0.0373370599859332,-0.031351308402265715,-0.04808185787173924,0.6520402869185483,3.5544033208005437
altai,Caucasus_Iron_Classical,1.0,0.0193248661417322,0.06868836838819892,0.024046280105780006,-0.04464208828241891,-0.06868836838819892,0.6499220949625686,3.5544033208005437
altai,Caucasus_Medieval_Recent,0.0,0.0198728333333333,0.07196202841290465,0.07196202841290465,0.0,-0.0,,3.621125745174976
altai,Caucasus_Medieval_Recent,0.02,0.0198728333333333,0.07196202841290465,0.07106988162246836,-0.0008921467904362962,-0.001439240568258093,0.6198732929798233,3.621125745174976
altai,Caucasus_Medieval_Recent,0.05,0.0198728333333333,0.07196202841290465,0.06973167640129711,-0.0022303520116075393,-0.003598101420645233,0.6198691339855504,3.621125745174976
altai,Caucasus_Medieval_Recent,0.1,0.0198728333333333,0.07196202841290465,0.0675013742704072,-0.004460654142497453,-0.007196202841290466,0.6198622024525287,3.621125745174976
altai,Caucasus_Medieval_Recent,0.133,0.0198728333333333,0.07196202841290465,0.06602940218786402,-0.005932626225040635,-0.009570949778916319,0.6198576277256742,3.621125745174976
altai,Caucasus_Medieval_Recent,0.15,0.0198728333333333,0.07196202841290465,0.0652711220185614,-0.006690906394343249,-0.010794304261935698,0.6198552710745432,3.621125745174976
altai,Caucasus_Medieval_Recent,0.2,0.0198728333333333,0.07196202841290465,0.06304091964408588,-0.00892110876881877,-0.014392405682580931,0.619848339851617,3.621125745174976
altai,Caucasus_Medieval_Recent,0.3,0.0198728333333333,0.07196202841290465,0.058580664520554764,-0.013381363892349889,-0.021588608523871396,0.6198344778707519,3.621125745174976
altai,Caucasus_Medieval_Recent,0.4,0.0198728333333333,0.07196202841290465,0.05412060888642876,-0.017841419526475895,-0.028784811365161863,0.6198206165099032,3.621125745174976
altai,Caucasus_Medieval_Recent,0.5,0.0198728333333333,0.07196202841290465,0.04966075272832557,-0.022301275684579083,-0.035981014206452326,0.6198067557689879,3.621125745174976
altai,Caucasus_Medieval_Recent,0.7,0.0198728333333333,0.07196202841290465,0.04074163878665968,-0.031220389626244974,-0.05037341988903325,0.6197790361468377,3.621125745174976
altai,Caucasus_Medieval_Recent,1.0,0.0198728333333333,0.07196202841290465,0.027364463609815804,-0.04459756480308885,-0.07196202841290465,0.6197374613622113,3.621125745174976
altai,Caucasus_Neolithic,0.0,0.0182660306122448,0.0696914335354593,0.0696914335354593,0.0,-0.0,,3.8153573162601084
altai,Caucasus_Neolithic,0.02,0.0182660306122448,0.0696914335354593,0.06885724003530744,-0.0008341935001518613,-0.001393828670709186,0.5984907023955965,3.8153573162601084
altai,Caucasus_Neolithic,0.05,0.0182660306122448,0.0696914335354593,0.06760591839545003,-0.002085515140009264,-0.003484571676772965,0.5984997105700646,3.8153573162601084
altai,Caucasus_Neolithic,0.1,0.0182660306122448,0.0696914335354593,0.06552029861914299,-0.0041711349163163075,-0.00696914335354593,0.5985147247967021,3.8153573162601084
altai,Caucasus_Neolithic,0.133,0.0182660306122448,0.0696914335354593,0.06414373224319164,-0.005547701292267657,-0.009268960660216088,0.5985246345989262,3.8153573162601084
altai,Caucasus_Neolithic,0.15,0.0182660306122448,0.0696914335354593,0.06343457419866311,-0.006256859336796192,-0.010453715030318894,0.5985297397766662,3.8153573162601084
altai,Caucasus_Neolithic,0.2,0.0182660306122448,0.0696914335354593,0.061348745126134044,-0.008342688409325255,-0.01393828670709186,0.5985447555100484,3.8153573162601084
altai,Caucasus_Neolithic,0.3,0.0182660306122448,0.0696914335354593,0.05717677299342231,-0.012514660542036989,-0.020907430060637788,0.5985747892371629,3.8153573162601084
altai,Caucasus_Neolithic,0.4,0.0182660306122448,0.0696914335354593,0.053004382157984954,-0.016687051377474345,-0.02787657341418372,0.5986048259785007,3.8153573162601084
altai,Caucasus_Neolithic,0.5,0.0182660306122448,0.0696914335354593,0.04883157255678675,-0.020859860978672547,-0.03484571676772965,0.5986348657345084,3.8153573162601084
altai,Caucasus_Neolithic,0.7,0.0182660306122448,0.0696914335354593,0.04049100664619623,-0.029200426889263068,-0.04878400347482151,0.5985656118677108,3.8153573162601084
altai,Caucasus_Neolithic,1.0,0.0182660306122448,0.0696914335354593,0.02805806255483801,-0.04163337098062129,-0.0696914335354593,0.5973958185181835,3.8153573162601084
altai,CentralAsia_Bronze,0.0,0.0189954729729729,0.0677848126380172,0.0677848126380172,0.0,-0.0,,3.5684719582640896
altai,CentralAsia_Bronze,0.02,0.0189954729729729,0.0677848126380172,0.06692563013114251,-0.0008591825068746811,-0.0013556962527603439,0.6337573812166942,3.5684719582640896
altai,CentralAsia_Bronze,0.05,0.0189954729729729,0.0677848126380172,0.06563685139721682,-0.0021479612408003695,-0.0033892406319008597,0.6337588486880859,3.5684719582640896
altai,CentralAsia_Bronze,0.1,0.0189954729729729,0.0677848126380172,0.06348887357760184,-0.004295939060415352,-0.0067784812638017194,0.6337612944888439,3.5684719582640896
altai,CentralAsia_Bronze,0.133,0.0189954729729729,0.0677848126380172,0.06207119913468744,-0.005713613503329752,-0.009015380080856287,0.633762908727756,3.5684719582640896
altai,CentralAsia_Bronze,0.15,0.0189954729729729,0.0677848126380172,0.06134087917897958,-0.006443933459037612,-0.01016772189570258,0.6337637403085505,3.5684719582640896
altai,CentralAsia_Bronze,0.2,0.0189954729729729,0.0677848126380172,0.059192868201158266,-0.008591944436858928,-0.013556962527603439,0.6337661861471404,3.5684719582640896
altai,CentralAsia_Bronze,0.3,0.0189954729729729,0.0677848126380172,0.05489679650715105,-0.012888016130866146,-0.02033544379140516,0.6337710778809414,3.5684719582640896
altai,CentralAsia_Bronze,0.4,0.0189954729729729,0.0677848126380172,0.05060065849404399,-0.0171841541439732,-0.027113925055206878,0.6337759696902757,3.5684719582640896
altai,CentralAsia_Bronze,0.5,0.0189954729729729,0.0677848126380172,0.04630445416030194,-0.021480358477715254,-0.0338924063190086,0.6337808615751184,3.5684719582640896
altai,CentralAsia_Bronze,0.7,0.0189954729729729,0.0677848126380172,0.037711846524770186,-0.03007296611324701,-0.047449368846612036,0.6337906455713429,3.5684719582640896
