pair,arm,fraction,rep,se,n_ind,n_tracts
EastAsia|WestEurasia,tracts,0.25,4,0.004309675559714702,116,14864
EastAsia|WestEurasia,tracts,0.25,5,0.004878594163811109,116,14742
EastAsia|WestEurasia,tracts,0.125,0,0.005386812260908434,116,7518
EastAsia|WestEurasia,tracts,0.125,1,0.005475843813611282,116,7527
EastAsia|WestEurasia,tracts,0.125,2,0.0048780509585747535,116,7418
EastAsia|WestEurasia,tracts,0.125,3,0.004951890662774551,116,7535
EastAsia|WestEurasia,tracts,0.125,4,0.005212727484763675,116,7366
EastAsia|WestEurasia,tracts,0.125,5,0.004507578652609485,116,7503
EastAsia|WestEurasia,individuals,1.0,0,0.003582377948302539,116,59279
EastAsia|WestEurasia,individuals,0.5,0,0.003899305011202045,58,29575
EastAsia|WestEurasia,individuals,0.5,1,0.0036621569544409015,58,29434
EastAsia|WestEurasia,individuals,0.5,2,0.0036191625513315837,58,29737
EastAsia|WestEurasia,individuals,0.5,3,0.0035757098342584248,58,29356
EastAsia|WestEurasia,individuals,0.5,4,0.003984190343575993,58,29559
EastAsia|WestEurasia,individuals,0.5,5,0.0036199042148449267,58,29650
EastAsia|WestEurasia,individuals,0.25,0,0.004538898454142781,29,14433
EastAsia|WestEurasia,individuals,0.25,1,0.003588357703173022,29,14707
EastAsia|WestEurasia,individuals,0.25,2,0.004237130501212303,29,14837
EastAsia|WestEurasia,individuals,0.25,3,0.004495825457861656,29,14738
EastAsia|WestEurasia,individuals,0.25,4,0.004460073235240291,29,14873
EastAsia|WestEurasia,individuals,0.25,5,0.004392040213925046,29,15192
EastAsia|WestEurasia,individuals,0.125,0,0.0035119624754617884,15,7630
EastAsia|WestEurasia,individuals,0.125,1,0.004910482388990451,15,7754
EastAsia|WestEurasia,individuals,0.125,2,0.00493441589364709,15,7935
EastAsia|WestEurasia,individuals,0.125,3,0.005881052270288812,15,7592
EastAsia|WestEurasia,individuals,0.125,4,0.005725806178175383,15,7792
EastAsia|WestEurasia,individuals,0.125,5,0.004340698429851928,15,7816
Melanesia|SouthAsia,variants,1.0,0,0.004144839794749159,128,112387
Melanesia|SouthAsia,variants,0.5,0,0.004492123025754036,128,112387
Melanesia|SouthAsia,variants,0.5,1,0.004051573762826971,128,112387
Melanesia|SouthAsia,variants,0.5,2,0.0044570925856547185,128,112387
Melanesia|SouthAsia,variants,0.5,3,0.004535675279562644,128,112387
Melanesia|SouthAsia,variants,0.5,4,0.004263967567738917,128,112387
Melanesia|SouthAsia,variants,0.5,5,0.004719055034012764,128,112387
Melanesia|SouthAsia,variants,0.25,0,0.004957685784782381,128,112387
Melanesia|SouthAsia,variants,0.25,1,0.004936051573475898,128,112387
Melanesia|SouthAsia,variants,0.25,2,0.006026304778875832,128,112387
Melanesia|SouthAsia,variants,0.25,3,0.00538945491669118,128,112387
Melanesia|SouthAsia,variants,0.25,4,0.004422535820764507,128,112387
Melanesia|SouthAsia,variants,0.25,5,0.005832275180895759,128,112387
Melanesia|SouthAsia,variants,0.125,0,0.007078025290921402,128,112387
Melanesia|SouthAsia,variants,0.125,1,0.00719844706268864,128,112387
Melanesia|SouthAsia,variants,0.125,2,0.005821781037541603,128,112387
Melanesia|SouthAsia,variants,0.125,3,0.005688696665341319,128,112387
Melanesia|SouthAsia,variants,0.125,4,0.006927796440201498,128,112387
Melanesia|SouthAsia,variants,0.125,5,0.0052851508233444314,128,112387
Melanesia|SouthAsia,tracts,1.0,0,0.004144839794749159,128,112387
Melanesia|SouthAsia,tracts,0.5,0,0.004190314197002847,128,55805
Melanesia|SouthAsia,tracts,0.5,1,0.004010694052882828,128,56259
Melanesia|SouthAsia,tracts,0.5,2,0.004144972219825094,128,56084
Melanesia|SouthAsia,tracts,0.5,3,0.0042525338793131355,128,55993
Melanesia|SouthAsia,tracts,0.5,4,0.00426488473161431,128,56224
Melanesia|SouthAsia,tracts,0.5,5,0.004504404359432349,128,56568
Melanesia|SouthAsia,tracts,0.25,0,0.004037990228380292,128,27738
Melanesia|SouthAsia,tracts,0.25,1,0.004461214799106485,128,27937
Melanesia|SouthAsia,tracts,0.25,2,0.005257776825908942,128,28168
Melanesia|SouthAsia,tracts,0.25,3,0.00414481800443936,128,28071
Melanesia|SouthAsia,tracts,0.25,4,0.005366220179094495,128,28110
Melanesia|SouthAsia,tracts,0.25,5,0.0041523528392765005,128,28175
Melanesia|SouthAsia,tracts,0.125,0,0.005617449822756695,128,13993
Melanesia|SouthAsia,tracts,0.125,1,0.005316393660935351,128,14014
Melanesia|SouthAsia,tracts,0.125,2,0.005439775507418101,128,14013
Melanesia|SouthAsia,tracts,0.125,3,0.006178453770590144,128,14132
Melanesia|SouthAsia,tracts,0.125,4,0.005499555441089384,128,13910
Melanesia|SouthAsia,tracts,0.125,5,0.004557936901107023,128,14054
Melanesia|SouthAsia,individuals,1.0,0,0.004144839794749159,128,112387
Melanesia|SouthAsia,individuals,0.5,0,0.004274139828100294,64,56340
Melanesia|SouthAsia,individuals,0.5,1,0.004462393536343181,64,55320
Melanesia|SouthAsia,individuals,0.5,2,0.004232446060336739,64,55745
Melanesia|SouthAsia,individuals,0.5,3,0.004378166979459051,64,55970
Melanesia|SouthAsia,individuals,0.5,4,0.0045032871401633435,64,55423
Melanesia|SouthAsia,individuals,0.5,5,0.004320548970250466,64,55721
Melanesia|SouthAsia,individuals,0.25,0,0.004787929462619701,32,27983
Melanesia|SouthAsia,individuals,0.25,1,0.004599314411004546,32,28258
Melanesia|SouthAsia,individuals,0.25,2,0.005042938056034924,32,28203
Melanesia|SouthAsia,individuals,0.25,3,0.004008339265403268,32,27983
Melanesia|SouthAsia,individuals,0.25,4,0.004894573090273191,32,28208
Melanesia|SouthAsia,individuals,0.25,5,0.004352592014302165,32,28283
Melanesia|SouthAsia,individuals,0.125,0,0.0046720355548244465,16,13872
Melanesia|SouthAsia,individuals,0.125,1,0.00627922556904426,16,13941
Melanesia|SouthAsia,individuals,0.125,2,0.005026539411025096,16,14076
Melanesia|SouthAsia,individuals,0.125,3,0.004613816566919401,16,13847
Melanesia|SouthAsia,individuals,0.125,4,0.005641853521243531,16,13838
Melanesia|SouthAsia,individuals,0.125,5,0.0064117674045802205,16,13882
Melanesia|WestEurasia,variants,1.0,0,0.004011480043815962,160,123881
Melanesia|WestEurasia,variants,0.5,0,0.004120586885729999,160,123881
Melanesia|WestEurasia,variants,0.5,1,0.004508374119105448,160,123881
Melanesia|WestEurasia,variants,0.5,2,0.004278281923173234,160,123881
Melanesia|WestEurasia,variants,0.5,3,0.004508391683749285,160,123881
Melanesia|WestEurasia,variants,0.5,4,0.0038787155516512733,160,123881
Melanesia|WestEurasia,variants,0.5,5,0.004780060552769784,160,123881
Melanesia|WestEurasia,variants,0.25,0,0.00495001567384033,160,123881
Melanesia|WestEurasia,variants,0.25,1,0.004413573167237928,160,123881
Melanesia|WestEurasia,variants,0.25,2,0.0045296021948916425,160,123881
Melanesia|WestEurasia,variants,0.25,3,0.004867335797762857,160,123881
Melanesia|WestEurasia,variants,0.25,4,0.004825444068980764,160,123881
Melanesia|WestEurasia,variants,0.25,5,0.004509901083977075,160,123881
Melanesia|WestEurasia,variants,0.125,0,0.0059324856554970945,160,123881
Melanesia|WestEurasia,variants,0.125,1,0.005635616473251239,160,123881
Melanesia|WestEurasia,variants,0.125,2,0.005133989082244096,160,123881
Melanesia|WestEurasia,variants,0.125,3,0.005371205644343749,160,123881
Melanesia|WestEurasia,variants,0.125,4,0.006745196862615482,160,123881
Melanesia|WestEurasia,variants,0.125,5,0.005758574319459972,160,123881
Melanesia|WestEurasia,tracts,1.0,0,0.004011480043815962,160,123881
Melanesia|WestEurasia,tracts,0.5,0,0.004065905237644432,160,62010
Melanesia|WestEurasia,tracts,0.5,1,0.004188021288834079,160,61793
Melanesia|WestEurasia,tracts,0.5,2,0.0040946753839594,160,61676
Melanesia|WestEurasia,tracts,0.5,3,0.00431730696266329,160,61848
Melanesia|WestEurasia,tracts,0.5,4,0.004515016000369305,160,62054
Melanesia|WestEurasia,tracts,0.5,5,0.004252340009895485,160,62332
Melanesia|WestEurasia,tracts,0.25,0,0.005200181112655908,160,30908
Melanesia|WestEurasia,tracts,0.25,1,0.005072084205171833,160,31237
Melanesia|WestEurasia,tracts,0.25,2,0.004133712086495033,160,31081
Melanesia|WestEurasia,tracts,0.25,3,0.004732519894565432,160,30891
Melanesia|WestEurasia,tracts,0.25,4,0.004919518693494404,160,31137
Melanesia|WestEurasia,tracts,0.25,5,0.004196493989313643,160,30834
Melanesia|WestEurasia,tracts,0.125,0,0.005332018686140505,160,15442
Melanesia|WestEurasia,tracts,0.125,1,0.005492624292685502,160,15550
Melanesia|WestEurasia,tracts,0.125,2,0.004631798286304434,160,15380
Melanesia|WestEurasia,tracts,0.125,3,0.005731931781043098,160,15267
Melanesia|WestEurasia,tracts,0.125,4,0.00416366550829754,160,15377
Melanesia|WestEurasia,tracts,0.125,5,0.005727831353082966,160,15487
Melanesia|WestEurasia,individuals,1.0,0,0.004011480043815962,160,123881
Melanesia|WestEurasia,individuals,0.5,0,0.004212990148722729,80,61712
Melanesia|WestEurasia,individuals,0.5,1,0.0041908018099804725,80,61149
Melanesia|WestEurasia,individuals,0.5,2,0.00442356879469794,80,62179
Melanesia|WestEurasia,individuals,0.5,3,0.0044308234615190465,80,61211
Melanesia|WestEurasia,individuals,0.5,4,0.004263811003066124,80,61705
Melanesia|WestEurasia,individuals,0.5,5,0.004341653040427171,80,62124
Melanesia|WestEurasia,individuals,0.25,0,0.004358342535981297,40,30258
Melanesia|WestEurasia,individuals,0.25,1,0.003821337093055972,40,30805
Melanesia|WestEurasia,individuals,0.25,2,0.004784314430537675,40,30940
Melanesia|WestEurasia,individuals,0.25,3,0.004085300846435402,40,30678
Melanesia|WestEurasia,individuals,0.25,4,0.0038233117515585275,40,30043
Melanesia|WestEurasia,individuals,0.25,5,0.004597022300517609,40,30698
Melanesia|WestEurasia,individuals,0.125,0,0.004480545201637415,20,15307
Melanesia|WestEurasia,individuals,0.125,1,0.004993706327018193,20,15727
Melanesia|WestEurasia,individuals,0.125,2,0.004554465080375099,20,14933
Melanesia|WestEurasia,individuals,0.125,3,0.004738019621642769,20,15643
Melanesia|WestEurasia,individuals,0.125,4,0.00459757132170419,20,15400
Melanesia|WestEurasia,individuals,0.125,5,0.003946372993728628,20,15347
SouthAsia|WestEurasia,variants,1.0,0,0.0030078092692169428,110,53376
SouthAsia|WestEurasia,variants,0.5,0,0.003736002904661029,110,53376
SouthAsia|WestEurasia,variants,0.5,1,0.0035987100664135944,110,53376
SouthAsia|WestEurasia,variants,0.5,2,0.003333509831386475,110,53376
SouthAsia|WestEurasia,variants,0.5,3,0.003670901104301616,110,53376
SouthAsia|WestEurasia,variants,0.5,4,0.0032345060524141453,110,53376
SouthAsia|WestEurasia,variants,0.5,5,0.003238322716748512,110,53376
SouthAsia|WestEurasia,variants,0.25,0,0.0038081700835008695,110,53376
SouthAsia|WestEurasia,variants,0.25,1,0.004086034295166502,110,53376
SouthAsia|WestEurasia,variants,0.25,2,0.004115227382460841,110,53376
SouthAsia|WestEurasia,variants,0.25,3,0.0046947841672301,110,53376
SouthAsia|WestEurasia,variants,0.25,4,0.004804591683401219,110,53376
SouthAsia|WestEurasia,variants,0.25,5,0.00486465130313709,110,53376
SouthAsia|WestEurasia,variants,0.125,0,0.005743554775252508,110,53376
SouthAsia|WestEurasia,variants,0.125,1,0.006447606853915789,110,53376
SouthAsia|WestEurasia,variants,0.125,2,0.006327096796856001,110,53376
SouthAsia|WestEurasia,variants,0.125,3,0.005423435197076263,110,53376
SouthAsia|WestEurasia,variants,0.125,4,0.004778109039216057,110,53376
SouthAsia|WestEurasia,variants,0.125,5,0.0063923441406336145,110,53376
SouthAsia|WestEurasia,tracts,1.0,0,0.0030078092692169428,110,53376
SouthAsia|WestEurasia,tracts,0.5,0,0.0037805011909687125,110,26508
SouthAsia|WestEurasia,tracts,0.5,1,0.0033578095960974308,110,26612
SouthAsia|WestEurasia,tracts,0.5,2,0.002879717972438827,110,26675
SouthAsia|WestEurasia,tracts,0.5,3,0.0034231057301814397,110,26561
SouthAsia|WestEurasia,tracts,0.5,4,0.003267882653322727,110,26829
SouthAsia|WestEurasia,tracts,0.5,5,0.0033384778809871702,110,26526
SouthAsia|WestEurasia,tracts,0.25,0,0.004208562630516326,110,13262
SouthAsia|WestEurasia,tracts,0.25,1,0.00387722487769196,110,13279
SouthAsia|WestEurasia,tracts,0.25,2,0.0043183996645896104,110,13223
SouthAsia|WestEurasia,tracts,0.25,3,0.004051649693663721,110,13185
SouthAsia|WestEurasia,tracts,0.25,4,0.0044899064722179844,110,13400
SouthAsia|WestEurasia,tracts,0.25,5,0.004138566809908753,110,13211
SouthAsia|WestEurasia,tracts,0.125,0,0.0053077732188347715,110,6687
SouthAsia|WestEurasia,tracts,0.125,1,0.004929318000231042,110,6641
SouthAsia|WestEurasia,tracts,0.125,2,0.005577553706240472,110,6623
SouthAsia|WestEurasia,tracts,0.125,3,0.005919652461502701,110,6713
SouthAsia|WestEurasia,tracts,0.125,4,0.00473475992050232,110,6620
SouthAsia|WestEurasia,tracts,0.125,5,0.004695066667263395,110,6816
SouthAsia|WestEurasia,individuals,1.0,0,0.0030078092692169428,110,53376
SouthAsia|WestEurasia,individuals,0.5,0,0.0033927224095153382,56,27397
SouthAsia|WestEurasia,individuals,0.5,1,0.003698419790518297,56,27095
SouthAsia|WestEurasia,individuals,0.5,2,0.003813355899243639,56,27316
SouthAsia|WestEurasia,individuals,0.5,3,0.003503849929762266,56,27679
SouthAsia|WestEurasia,individuals,0.5,4,0.00300088925043404,56,27288
SouthAsia|WestEurasia,individuals,0.5,5,0.004265376622144688,56,27424
SouthAsia|WestEurasia,individuals,0.25,0,0.0036627789016208607,28,13726
SouthAsia|WestEurasia,individuals,0.25,1,0.003951391224597195,28,13600
SouthAsia|WestEurasia,individuals,0.25,2,0.003425179723306925,28,13674
SouthAsia|WestEurasia,individuals,0.25,3,0.0038292038405717023,28,13901
SouthAsia|WestEurasia,individuals,0.25,4,0.003151333647198153,28,13385
SouthAsia|WestEurasia,individuals,0.25,5,0.00348978999449339,28,13666
SouthAsia|WestEurasia,individuals,0.125,0,0.0044408887690983055,14,6744
SouthAsia|WestEurasia,individuals,0.125,1,0.003995591393096076,14,6615
SouthAsia|WestEurasia,individuals,0.125,2,0.005170913809422892,14,6606
SouthAsia|WestEurasia,individuals,0.125,3,0.004458927338440732,14,6818
SouthAsia|WestEurasia,individuals,0.125,4,0.004989051394329221,14,6695
SouthAsia|WestEurasia,individuals,0.125,5,0.005027654257795223,14,6663
