cohort_a,cohort_b,statistic,diff,se,z,se_independent,n_blocks_used
UP_Europe_pre_LGM,EastAsia_Medieval_Recent,D_VA,-0.001665832892529806,0.00560181306497858,-0.29737388113578117,0.010299603478171682,50
UP_Europe_pre_LGM,EastAsia_Medieval_Recent,R,-0.32910569611051077,0.22290041879924632,-1.476469617613942,0.4417144529993095,50
UP_Europe_pre_LGM,EastAsia_Neolithic,D_VA,-0.00336213368521808,0.005964419374397416,-0.5636984045169955,0.010379630108809025,50
UP_Europe_pre_LGM,EastAsia_Neolithic,R,-0.576113731312605,0.27798441346275504,-2.072467747871749,0.5038148486950433,50
UP_Europe_pre_LGM,Europe_Bronze,D_VA,-0.0024830666573337073,0.0056726757693914285,-0.4377240579713396,0.009402030741851477,50
UP_Europe_pre_LGM,Europe_Bronze,R,-0.46790005458947626,0.20515944330746658,-2.2806654524220358,0.4465465194502153,50
UP_Europe_pre_LGM,Europe_Iron_Classical,D_VA,-0.002265551939979904,0.005582399103764846,-0.4058384035014596,0.009358238226837297,50
UP_Europe_pre_LGM,Europe_Iron_Classical,R,-0.5188887898165713,0.20665782225955975,-2.5108596623303865,0.45001186777557195,50
UP_Europe_pre_LGM,Europe_LateGlacial_Meso,D_VA,-0.00393892565610085,0.005663840160743643,-0.6954514153492076,0.009422381215988087,50
UP_Europe_pre_LGM,Europe_LateGlacial_Meso,R,-0.47520062134575847,0.2251106706550776,-2.110964442347015,0.45831272638439446,50
UP_Europe_pre_LGM,Europe_Medieval_Recent,D_VA,-0.0036971259921541183,0.005381761141984868,-0.6869732592388088,0.009355094359694928,50
UP_Europe_pre_LGM,Europe_Medieval_Recent,R,-0.45920500792957997,0.19567832703730492,-2.3467341267795856,0.4325092153570788,50
UP_Europe_pre_LGM,Europe_Neolithic,D_VA,-0.0018731827437195037,0.005815524829391569,-0.32210037763960153,0.009622674576015667,50
UP_Europe_pre_LGM,Europe_Neolithic,R,-0.4773682872933782,0.20661961304238025,-2.3103725743376744,0.4488615986867554,50
