pair,se_full,floor,pct_not_count_limited
CentralAsiaSiberia|EastAsia,0.00195338632422371,0.0020279868160630403,-7.783918628490238
CentralAsiaSiberia|Melanesia,0.003730448276064106,0.0017881609089887575,77.02311515790784
CentralAsiaSiberia|SouthAsia,0.0031725333200643105,0.0021621174454629385,53.55422885917215
CentralAsiaSiberia|WestEurasia,0.003317917334255601,0.0019890886159163556,64.06007712235973
EastAsia|Melanesia,0.003295888996702346,0.0014554735686565189,80.49870315534689
EastAsia|SouthAsia,0.0026169386472013655,0.0018962161587217387,47.49645781428357
EastAsia|WestEurasia,0.003582377948302539,0.0016962775110783864,77.5792052555016
Melanesia|SouthAsia,0.004144839794749159,0.0016372002415426822,84.39771875636751
Melanesia|WestEurasia,0.004011480043815962,0.0014007663277293173,87.80667597735169
SouthAsia|WestEurasia,0.0030078092692169428,0.0018545562047131276,61.982862576131566
