series,statistic,slope_per_kyr,se_per_kyr,z,contrast,contrast_se,contrast_z,first,last
Vanuatu,alpha,-0.004203755644511881,0.0022431371629988966,-1.8740519812403238,0.010630499131121896,0.006764472605807287,1.5715192817834214,Vanuatu 2950-2820 BP,Vanuatu 480-135 BP
Vanuatu,D_Den,-0.00749865658617648,0.0029082355958212837,-2.5784212932923904,0.03376860811582541,0.009183798353346767,3.676976215785425,Vanuatu 2950-2820 BP,Vanuatu 480-135 BP
Guam,alpha,,,,0.005665604105518696,0.006105751147683569,0.9279127118811813,Guam 2700-2600 BP,Guam 600-500 BP
Guam,D_Den,,,,0.0035846013024310322,0.007234993764781918,0.4954532676835115,Guam 2700-2600 BP,Guam 600-500 BP
Vanuatu (coverage-matched),alpha,-0.0020412231255544228,0.002446709922985509,-0.8342726313316678,0.004774688719432776,0.007223802081742734,0.6609661595657793,Vanuatu 2950-2820 BP,Vanuatu 480-135 BP
Vanuatu (coverage-matched),D_Den,-0.007858055003367226,0.0032004144999599068,-2.455324147377056,0.029728277594191548,0.009743424512228533,3.051111809495822,Vanuatu 2950-2820 BP,Vanuatu 480-135 BP
Vanuatu minus Guam (diff-in-diff),alpha,,,,0.0049648950256032005,0.00911253459319395,0.544842378904265,,
Vanuatu minus Guam (diff-in-diff),D_Den,,,,0.03018400681339438,0.011691333840557629,2.581741931676354,,
