genetic_id,group_id,locality,country,lat,lon,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags
I1896.AG,Hungary_MN_Vinca,"Szederkény/Kukorica-dűlő (Baranya County, Bóly District)",Hungary,46.0526762,18.2659314,7190.0,59.0,"5317-5074 calBCE (6264±34 BP, OxA-29050)",0.26474072,249796.0,M,Pass,n/a (<200 SNPs),"[0,0.005]",0.079,G-PF3346,K2a,
I1899.AG,Hungary_LN_Lengyel,Veszprém-Jutasi-út (Veszprém County),Hungary,47.102645,17.912987,6550.0,173.0,4900-4300 BCE,0.37225055,326793.0,M,Pass,"[0,0.018]","[0,0.008]",0.106,C-Y83490,T2b,
I1900.AG,Hungary_LN_Lengyel,Veszprém-Jutasi-út (Veszprém County),Hungary,47.102645,17.912987,6686.0,38.0,"4797-4619 calBCE (5861±26 BP, MAMS-14827)",0.05894638,62214.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.081,E-M78,W1+119,low_power
I1901.AG,Hungary_LN_Lengyel,Veszprém-Jutasi-út (Veszprém County),Hungary,47.102645,17.912987,6550.0,173.0,4900-4300 BCE,0.69068144,494679.0,M,Pass,"[0,0.019]","[0,0.006]",0.164,G-FGC55322,J1c2,
I1903.AG,Hungary_LN_Lengyel,"Bátaszék-Lajvér (Tolna County, Szekszárd)",Hungary,46.20487,18.7004,6550.0,173.0,4900-4300 BCE,1.00216315,592275.0,M,Pass,"[0,0.01]","[0.002,0.008]",0.157,H-Z41291,T2,
I1906.AG,Hungary_LN_Lengyel,"Csabdi-Télizöldes (Fejér County, Bicske)",Hungary,47.51062,18.61693,6550.0,173.0,4900-4300 BCE,0.57340834,453909.0,M,Pass,"[0,0]","[0.001,0.007]",0.102,H-P96,H,
I1908.AG,Hungary_C_Balaton_Lasinja,"Pusztaszentegyházi-dűlő (Zala County, Keszthely)",Hungary,46.70991,17.23935,6050.0,115.0,4300-3900 BCE,0.80589916,554972.0,F,Pass,n/a (female),n/a (female),0.104,n/a (female),J2b1a,
I1909.AG,Hungary_C_Balaton_Lasinja,"Lánycsók-Gata-Csatola (Baranya County, Bóly)",Hungary,45.993,18.58127,6086.0,59.0,"4239-4046 calBCE (5300±23 BP, MAMS-14132)",0.70400186,500936.0,F,Pass,n/a (female),n/a (female),0.129,n/a (female),T2,
I1934.AG,Israel_MLBA,"Tel Shadud (Northern Disctrict, Yizre'el)",Israel,32.6606,35.2341,3200.0,87.0,1400-1100 BCE,0.03189445,33006.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.048,J1,I5a1,low_power
I1955.AG,Iran_GanjDareh_Historic,"Ganj Dareh (Hamadan Province, Tuyserkan)",Iran,34.45,48.116,389.0,47.0,"1480-1640 calCE (330±30 BP, Beta-432801)",4.64458271,795647.0,F,Pass,n/a (female),n/a (female),0.068,n/a (female),U1a1a3,
I1958.AG,Russia_Tyumen_EN_Mesolithic,"Mergen-7 (Tyumen Oblast, Ishimsky District)",Russia,56.036222,69.338861,6606.0,44.0,"4723-4550 calBCE (5805±25 BP, PSUAMS-2359)",0.03126524,33101.0,F,Pass,n/a (female),n/a (female),0.04,n/a (female),U,low_power
I1959.AG,Russia_Omsk_N,"Omskay (Omsk, Omskaya Stoyanka)",Russia,54.97,73.34,7440.0,54.0,"5612-5381 calBCE (6530±40 BP, Poz-82200)",7.52274693,836193.0,M,Pass,"[0.002,0.005]","[0.003,0.004]",0.063,Q-YP1669,T2d,
I1960.AG,Russia_Tyumen_EN_Mesolithic,"Mergen-6 (Tyumen Oblast, Ishimsky District)",Russia,56.0362222,69.3388611,8110.0,52.0,"6239-6084 calBCE (7388±26 BP) [R_combine: (7330±40 BP, Poz-82198), (7355±40 BP, OxA-33489), (7317±62 BP, UBA-39946)]",5.83257998,817292.0,F,Pass,n/a (female),n/a (female),0.053,n/a (female),U2e3,
I1965.AG,Russia_AltaiKrai_N,"Ust'-Isha (Altai Krai, Krasnogorsky District, Ust'-Isha Village)",Russia,52.163893,85.960425,5846.0,64.0,"4037-3797 calBCE (5120±40 BP, Poz-82206)",6.58653583,831576.0,M,Pass,"[0.004,0.008]","[0.007,0.009]",0.114,C-Y11990,Z1,
I1972.AG,Spain_EN,"El Prado de Pancorbo (Castilla y León, Burgos, Pancorbo)",Spain,42.6282,-3.11649,6703.0,36.0,"4836-4687 calBCE (5880±30 BP, Beta-366569)",0.53494971,376549.0,F,Pass,n/a (female),n/a (female),0.128,n/a (female),K1a4a1,
I1975.AG,Spain_C,"La Chabola de la Hechicera (Basque Country, Álava, Elvillar)",Spain,42.567556,-2.55352,4927.0,59.0,"3092-2893 calBCE (4350±40 BP, Beta-288937)",0.1080504,108584.0,M,Pass,..,n/a (<2000 X SNPs),0.066,I-Y6098,J1c,low_power
I0166.AG,Germany_HalberstadtSonntagsfeld_N,"Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)",Germany,51.895833,11.046667,6400.0,87.0,4600-4300 BCE,0.1204635,120415.0,F,Pass,n/a (female),n/a (female),,n/a (female),V1a,low_power
I2020.AG,Germany_HalberstadtSonntagsfeld_EN_LBK,"Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)",Germany,51.895833,11.046667,7125.0,188.0,5500-4850 BCE,0.06330222,66478.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.117,G-PF3147,K1a2,low_power
I2177.AG,Bulgaria_Smyadovo_EBA,"Smyadovo (Shumen Province, Smyadovo Municipality)",Bulgaria,43.057778,26.983611,5150.0,115.0,3400-3000 BCE,0.03292779,35906.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.066,I,..,low_power
I2403.AG,Poland_GlobularAmphora,"Kierzkowo (Kuyavian-Pomeranian Province, Żnin County, Żnin)",Poland,52.849791,17.879081,4667.0,87.0,"2868-2577 calBCE (4120±30 BP, Beta-430712)",0.35393551,295619.0,M,Pass,"[0,0.002]","[0,0.007]",0.074,I-CTS4348,U5b2b1a1,
I2417.AG,England_BellBeaker-olowEEF,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,4225.0,101.0,2450-2100 BCE,2.12966795,824508.0,M,Pass,"[0.003,0.009]","[0.004,0.007]",0.105,R-L21,J1c,
I2428.AG,Bulgaria_Smyadovo_C,"Smyadovo (Shumen Province, Smyadovo Municipality)",Bulgaria,43.057778,26.983611,6400.0,87.0,4600-4300 BCE,0.07227115,76847.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.112,G-L91,K1a+195,low_power
I2458.AG,England_MBA-ohighEEF,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,3331.0,51.0,"1495-1286 calBCE (3122±34 BP, SUERC-49182)",3.54302001,824362.0,F,Pass,n/a (female),n/a (female),0.095,n/a (female),U5b3,
I2461.AG,England_EBA_C,"Porton (England, Wiltshire)",United Kingdom,51.129993,-1.689957,3975.0,72.0,2150-1900 BCE,2.79135246,784259.0,F,Pass,n/a (female),n/a (female),0.082,n/a (female),H5c,
I2462.AG,England_Thanet_EBA_C-ohighEEF,"Thanet (England, Kent)",United Kingdom,51.3603,1.3405,3942.0,59.0,"2131-1890 calBCE (3625±35 BP, SUERC-40718)",3.02863105,829830.0,F,Pass,n/a (female),n/a (female),0.115,n/a (female),U5a1d2a,
I2464.AG,England_EBA_C,"Boscombe Airfield (England, Wiltshire)",United Kingdom,51.15,-1.75,3615.0,49.0,"1746-1544 calBCE (3379±30 BP, NZA-28700)",0.05113767,54007.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.072,R-L51,I2,low_power
I2477.AG,Italy_EmiliaRomagna_BellBeaker2-2,"Via Guidorossi (Emilia-Romagna, Parma)",Italy,44.782419,10.29762,4000.0,87.0,2200-1900 BCE,2.55067923,796921.0,F,Pass,n/a (female),n/a (female),0.133,n/a (female),T2b3+151,
I2509.AG,Bulgaria_Dzhulyunitsa_C,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,6350.0,30.0,"4449-4352 calBCE (5565±25 BP, PSUAMS-1812)",10.3740469,870665.0,F,Questionable,n/a (female),n/a (female),0.128,n/a (female),K1a2,questionable
I2510.AG,Bulgaria_Dzhulyunitsa_EBA-1,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,4794.0,57.0,"2907-2704 calBCE (4235±25 BP, PSUAMS-1815)",7.3435604,816094.0,M,Pass,"[0.003,0.006]","[0.004,0.006]",0.103,G-Z42565,H4a1,
I2513.AG,Iran_TepeHissar_C,"Tepe Hissar (Semnan Province, Damghan)",Iran,36.1544444,54.3836111,4564.0,85.0,"2847-2492 calBCE (4070±25 BP, PSUAMS-2229)",2.0222094,647150.0,F,Questionable,n/a (female),n/a (female),0.103,n/a (female),W3b,questionable
I2514.AG,Iran_TepeHissar_C,"Tepe Hissar (Semnan Province, Damghan)",Iran,36.1544444,54.3836111,4347.0,48.0,"2471-2299 calBCE (3915±25 BP, PSUAMS-1918)",6.14813421,743523.0,M,Pass,"[0.003,0.007]","[0.003,0.005]",0.067,T-Y13280,W3b,
I2519.AG,Bulgaria_Dzhulyunitsa_C,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,6237.0,33.0,"4341-4245 calBCE (5425±25 BP, PSUAMS-1813)",5.31655889,775954.0,F,Questionable,n/a (female),n/a (female),0.132,n/a (female),U5b2a1a+16311,questionable
I2520.AG,Bulgaria_Dzhulyunitsa_EBA,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,5153.0,89.0,"3331-3025 calBCE (4458±18 BP) [R_combine: (4470±25 BP, PSUAMS-1814), (4445±25 BP, PSUAMS-8955)]",6.73720342,790968.0,M,Pass,"[0.003,0.006]","[0.005,0.007]",0.097,H,H,
I2525.AG,Bulgaria_Samovodene_EarlyMedieval-oEastAsia,"Samovodene (Veliko Tarnovo Province, Gorna Oryahovitsa Municipality)",Bulgaria,43.139507,25.610236,1014.0,33.0,"889-989 calCE (1120±20 BP, PSUAMS-2222)",9.84925767,848640.0,M,Pass,"[0.003,0.006]","[0.004,0.006]",0.099,Q-YP844,U5a1b1c,
I2530.AG,NorthMacedonia_Medieval,"Tumba S Opticari (Bitola, Opticari)",North Macedonia,41.03,21.33,915.0,31.0,"992-1121 calCE (1000±15 BP, UCIAMS-186345)",2.73199327,690646.0,F,Pass,n/a (female),n/a (female),0.143,n/a (female),H1,
I2532.AG,Romania_Eneolithic-oEEF,"Coțatcu (Buzău County, Podgoria)",Romania,45.466,27.01,7614.0,30.0,"5721-5623 calBCE (6755±30 BP, PSUAMS-1747)",2.41051277,706515.0,M,Pass,"[0.003,0.008]","[0.004,0.008]",0.105,G-PF3359,K1a2,
I2533.AG,Romania_Eneolithic-oEEF,Cârcea (Dolj County),Romania,44.27,23.9,7371.0,32.0,"5480-5372 calBCE (6470±30 BP, PSUAMS-1748)",4.61188175,778625.0,F,Pass,n/a (female),n/a (female),0.162,n/a (female),J1c5,
I2534.AG,Romania_Mesolithic,"Teleor-3 (Teleorman County, Măgura)",Romania,44.027196,25.392494,7670.0,52.0,"5810-5630 calBCE (6829±47 BP, PSUAMS-2334)",0.59837708,432819.0,F,Pass,n/a (female),n/a (female),0.148,n/a (female),K1,
I2566.AG,England_EBA_C,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,4078.0,57.0,"2267-2036 calBCE (3734±25 BP, NZA-32490)",2.52007015,488703.0,M,Pass,"[0.002,0.008]","[0.004,0.009]",0.073,R-YFS444730,K1b1a1,
I2567.AG,Scotland_EBA_C,"Dryburn Bridge (Scotland, East Lothian)",United Kingdom,55.971,-2.444,4018.0,52.0,"2190-1961 calBCE (3678±27 BP) [R_combine: (3615±40 BP, SUERC-4072), (3725±35 BP, SUERC-4083)]",2.05928966,592246.0,M,Pass,"[0.001,0.007]","[0.006,0.012]",0.124,R-L2,U4a1,
I2568.AG,Scotland_EBA_C_mediumhighEEF-omediumhighEEF,"Dryburn Bridge (Scotland, East Lothian)",United Kingdom,55.971,-2.444,4113.0,68.0,"2288-2037 calBCE (3755±35 BP, SUERC-4078)",1.7216564,573521.0,M,Pass,"[0.001,0.007]","[0.002,0.006]",0.078,R-DF13,U5a1b1g,
I2573.AG,Scotland_MBA,"Evergreen (Scotland, Longniddry)",United Kingdom,55.98,-2.896,3361.0,53.0,"1502-1302 calBCE (3144±37 BP, OxA-16486)",1.0043541,624937.0,F,Pass,n/a (female),n/a (female),0.113,n/a (female),H3+16311,
I2596.AG,England_EBA_C-olowEEF,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,4086.0,61.0,"2276-2035 calBCE (3739±30 BP, NZA-32484)",0.93677166,531077.0,M,Pass,"[0,0.006]","[0.003,0.009]",0.105,R-L21,J1c1,
I2600.AG,England_EBA_C,"Porton (England, Wiltshire)",United Kingdom,51.129993,-1.689957,3970.0,56.0,"2135-1934 calBCE (3646±27 BP, SUERC-43374)",1.47198644,539127.0,F,Pass,n/a (female),n/a (female),0.056,n/a (female),U5b1+16189,
I2601.AG,England_Thanet_EBA_C,"Thanet (England, Kent)",United Kingdom,51.3603,1.3405,3808.0,60.0,"1960-1747 calBCE (3535±35 BP, SUERC-40713)",0.98031789,512085.0,F,Pass,n/a (female),n/a (female),0.078,n/a (female),U5a1b1a,
I2602.AG,England_Thanet_EBA_C,"Thanet (England, Kent)",United Kingdom,51.3603,1.3405,3762.0,48.0,"1892-1699 calBCE (3490±30 BP, SUERC-40290)",1.82034678,645377.0,M,Pass,"[0.002,0.009]","[0.006,0.012]",0.165,R-L151,U5b2b,
I2605.AG,England_N,"Eton Rowing Course (England, Buckinghamshire)",United Kingdom,51.49275,-0.665402,5397.0,45.0,"3516-3368 calBCE (4658±31 BP) [R_combine: (4710±35 BP, Poz-83483), (4500±60 BP, BM-3173)]",1.25165234,623688.0,F,Pass,n/a (female),n/a (female),0.131,n/a (female),J1c6,
I2609.AG,England_EBA_C,"Hexham Golf Course (England, Northumberland)",United Kingdom,54.979,-2.123,3848.0,68.0,"2026-1769 calBCE (3560±40 BP, Poz-83423)",0.37300926,285246.0,F,Pass,n/a (female),n/a (female),0.074,n/a (female),K2a,
I2610.AG,England_EBA_C,"Bewes Hill (England, Blaydon, Tyne and Wear)",United Kingdom,54.96268,-1.741556,3783.0,54.0,"1939-1743 calBCE (3515±35 BP, Poz-83498)",0.07995818,82774.0,F,Pass,n/a (female),n/a (female),0.072,n/a (female),U2e1b,low_power
I2612.AG,England_EBA_C,"Hasting Hill (England, Tyne and Wear, Sunderland)",United Kingdom,54.883,-1.452,4293.0,71.0,"2462-2206 calBCE (3865±35 BP, Poz-83492)",0.05616184,57985.0,F,Pass,n/a (female),n/a (female),0.072,n/a (female),U5b2b2,low_power
I2618.AG,England_EBA_C,"Reaverhill (England, Northumberland, Barrasford)",United Kingdom,55.058,-2.147,3993.0,57.0,"2137-1950 calBCE (3660±28 BP, OxA-26254)",1.15148018,648469.0,M,Pass,"[0.004,0.016]","[0.006,0.014]",0.102,R-L21,H1bs,
I2630.AG,Scotland_N,"Isbister (Scotland, Orkney Islands, South Ronaldsay, Liddle)",United Kingdom,58.744956,-2.916882,4471.0,41.0,"2618-2461 calBCE (3999±32 BP, SUERC-68632)",6.43828777,920476.0,M,Pass,"[0.002,0.005]","[0.004,0.006]",0.093,I-Y3104,K1a4,
I2631.AG,Scotland_N,"Quoyness (Scotland, Orkney)",United Kingdom,59.225586,-2.56819,4957.0,76.0,"3263-2905 calBCE (4384±36 BP, SUERC-68633)",4.25961488,865882.0,M,Pass,"[0.004,0.009]","[0.006,0.009]",0.065,I-Y3749,H5,
I2633.AG,Scotland_N,"Tulloch of Assery B (Scotland, Caithness, Lieurary)",United Kingdom,58.535386,-3.602456,5639.0,35.0,"3768-3638 calBCE (4911±32 BP, SUERC-68634)",3.13069086,736391.0,F,Questionable,n/a (female),n/a (female),0.095,n/a (female),T2e1,questionable
I2635.AG,Scotland_N,"Tulloch of Assery A (Scotland, Caithness, Lieurary)",United Kingdom,58.535385,-3.602456,5523.0,47.0,"3647-3517 calBCE (4796±37 BP, SUERC-68639)",3.52818391,758096.0,M,Pass,"[0.002,0.006]","[0.005,0.008]",0.076,I-Y3104,U5b1+16189+@16192,
I2637.AG,Scotland_N,"Holm of Papa Westray North (Scotland, Orkney)",United Kingdom,59.353914,-2.8733368,5375.0,72.0,3550-3300 BCE,3.0627069,839138.0,M,Pass,"[0.004,0.009]","[0.005,0.008]",0.1,I-L161,K1b1a1,
I2639.AG,England_MBA,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,3430.0,26.0,"1532-1435 calBCE (3225±25 BP, NZA-32497)",2.14777702,591838.0,F,Pass,n/a (female),n/a (female),0.063,n/a (female),T2e1a,
I2650.AG,Scotland_N,"Holm of Papa Westray North (Scotland, Orkney)",United Kingdom,59.353914,-2.8733368,5375.0,72.0,3550-3300 BCE,2.13780082,767579.0,M,Pass,"[0.001,0.007]","[0.001,0.004]",0.085,I-CTS10057,T2c1d1,
I2651.AG,Scotland_N,"Holm of Papa Westray North (Scotland, Orkney)",United Kingdom,59.353914,-2.8733368,5160.0,69.0,"3330-3090 calBCE (4525±36 BP, SUERC-68643)",1.75440429,781958.0,F,Pass,n/a (female),n/a (female),0.074,n/a (female),K1a1b1,
I2653.AG,Scotland_MBA,"Evergreen (Scotland, Longniddry)",United Kingdom,55.98,-2.896,3224.0,57.0,"1389-1131 calBCE (3019±26 BP, SUERC-75916)",0.92016784,577510.0,M,Pass,"[0.001,0.016]","[0.001,0.007]",0.103,R-Z2185,H2a1a,
I2654.AG,Scotland_MBA,"Evergreen (Scotland, Longniddry)",United Kingdom,55.98,-2.896,3287.0,45.0,"1419-1261 calBCE (3074±29 BP, SUERC-75917)",0.7804055,530067.0,F,Pass,n/a (female),n/a (female),0.106,n/a (female),U5b3,
I2655.AG,Scotland_MBA,"Pabaigh Mor - Pabay Mòr (Scotland, Outer Hebrides)",United Kingdom,58.23,-6.935,3311.0,49.0,"1445-1268 calBCE (3105±35 BP, SUERC-9172)",3.97222848,827409.0,M,Pass,"[0.001,0.005]","[0.002,0.004]",0.051,I-L1195,H6a1b2,
I2659.AG,Scotland_N,"Distillery Cave (Scotland, Argyll)",United Kingdom,56.41,-5.471,5637.0,31.0,"3766-3640 calBCE (4914±27 BP, SUERC-68702)",3.27772134,803285.0,F,Pass,n/a (female),n/a (female),0.082,n/a (female),H1c,
I2660.AG,Scotland_N_mediumlowEEF-omediumlowEEF,"Distillery Cave (Scotland, Argyll)",United Kingdom,56.41,-5.471,5394.0,47.0,"3515-3357 calBCE (4631±29 BP, SUERC-68703)",4.27873208,815765.0,M,Pass,"[0.008,0.014]","[0.009,0.012]",0.06,I-BY168618,U5a2+16294,
I2691.AG,Scotland_N_mediumlowEEF-omediumlowEEF,"Distillery Cave (Scotland, Argyll)",United Kingdom,56.41,-5.471,5613.0,29.0,"3710-3632 calBCE (4881±25 BP, SUERC-68704)",3.8013947,782979.0,M,Pass,"[0.002,0.005]","[0.003,0.005]",0.049,I-Y10626,J1c1,
I2692.AG,Scotland_EIA,"Broxmouth (Scotland, East Lothian)",United Kingdom,55.988523,-2.480662,2436.0,80.0,"727-396 calBCE (2395±30 BP, SUERC-21988)",1.3958218,654987.0,F,Pass,n/a (female),n/a (female),0.073,n/a (female),H2a1,
I2693.AG,Scotland_LIA,"Broxmouth (Scotland, East Lothian)",United Kingdom,55.988523,-2.480662,2060.0,52.0,"197 calBCE - 1 calCE (2095±30 BP, SUERC-24248)",0.42058717,333904.0,M,Pass,"[0,0]","[0,0.008]",0.067,R-L20,H3+152,
I2694.AG,Scotland_LIA_MIA,"Broxmouth (Scotland, East Lothian)",United Kingdom,55.988523,-2.480662,2202.0,73.0,"361-110 calBCE (2175±30 BP, SUERC-24247)",5.2036425,787990.0,F,Pass,n/a (female),n/a (female),0.112,n/a (female),H1ak1,
I2695.AG,Scotland_LIA_MIA,"Broxmouth (Scotland, East Lothian)",United Kingdom,55.988523,-2.480662,2208.0,69.0,"364-121 calBCE (2180±30 BP, SUERC-21990)",0.65883739,461672.0,M,Pass,"[0,0.009]","[0,0.006]",0.103,R-L21,H2a1,
I2696.AG,Scotland_LIA_MIA,"Broxmouth (Scotland, East Lothian)",United Kingdom,55.988523,-2.480662,2165.0,84.0,"355-55 calBCE (2155±30 BP, SUERC-24250)",1.43219898,648218.0,F,Pass,n/a (female),n/a (female),0.094,n/a (female),U5a2b4a,
I2741.AG,Hungary_EBA_BellBeaker,"Szigetszentmiklós-Felső-Ürge-hegyi-dűlő (Pest County, Szigetszentmiklós)",Hungary,47.383224,19.020252,4245.0,74.0,"2456-2150 calBCE (3835±35 BP, Poz-83641)",3.32479257,864733.0,M,Pass,"[0.004,0.009]","[0.005,0.009]",0.13,I-Y11222,H1+16189,
I2743.AG,Hungary_MN_AVK_Szakalhat,"Cegléd, site 4/1 (Pest County, Cegléd)",Hungary,47.178841,19.860515,7050.0,115.0,5300-4900 BCE,0.29308758,259308.0,M,Pass,"[0,0.001]","[0,0.009]",0.15,G-Y110003,H,
I2744.AG,Hungary_MN_AVK_Szakalhat,"Cegléd, site 4/1 (Pest County, Cegléd)",Hungary,47.178841,19.860515,7050.0,115.0,5300-4900 BCE,0.33721437,303955.0,M,Pass,"[0,0.017]","[0,0.004]",0.098,G-Y110003,J2b1,
I2745.AG,Hungary_MN_AVK_Szakalhat,"Cegléd, site 4/1 (Pest County, Cegléd)",Hungary,47.178841,19.860515,7050.0,115.0,5300-4900 BCE,0.20890132,203701.0,F,Pass,n/a (female),n/a (female),0.08,n/a (female),J1c1,
I2746.AG,Hungary_LN_Tisza,"Vésztő-Mágor (Békés County, Szeghalom)",Hungary,46.939581,21.20907,6700.0,144.0,5000-4500 BCE,0.10477569,107309.0,M,Pass,n/a (<200 SNPs),"[0,0.008]",0.074,G-Y110003,H26,low_power
I2752.AG,Hungary_LateC_Baden,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",Hungary,46.78469,17.731714,5175.0,217.0,3600-2850 BCE,0.74149407,526789.0,M,Pass,"[0,0.014]","[0,0.006]",0.188,I-L158,K1a,
I2753.AG,Hungary_LateC_Baden,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",Hungary,46.78469,17.731714,5085.0,115.0,"3333-2928 calBCE (4440±35 BP, Poz-88231)",2.50112503,862414.0,M,Pass,"[0.006,0.013]","[0.005,0.009]",0.127,I-Y11222,U5a1,
I2754.AG,Hungary_LateC_Baden,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",Hungary,46.78469,17.731714,5140.0,96.0,"3338-3024 calBCE (4465±30 BP, Poz-83637)",0.3765725,329354.0,M,Pass,"[0,0.002]","[0.001,0.014]",0.139,I-P37,J1c+16261+189,
I2755.AG,Hungary_LateC_Baden,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",Hungary,46.78469,17.731714,5175.0,217.0,3600-2850 BCE,0.04186891,44332.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.226,CT,U8b1a1,low_power
I2761.AG,Hungary_LateC_EBA_Yamnaya,"Kétegyháza-Törökhalom-Kishalom (Békés County, Gyula)",Hungary,46.550083,21.183539,4675.0,87.0,"2874-2578 calBCE (4130±40 BP, Poz-39105)",0.54336243,443529.0,M,Pass,"[0,0.019]","[0,0.005]",0.086,R-M12149,T2g,
I2762.AG,Hungary_LateC_EBA_Yamnaya,"Barcehalom (Békés County, Gyomaendrőd)",Hungary,47.036196,20.872716,4847.0,13.0,"2916-2881 calBCE (4279±22 BP, DeA-8221)",1.49300432,656671.0,M,Pass,"[0.001,0.01]","[0.005,0.012]",0.245,R-M12149,U2e1h,
I2763.AG,Hungary_LateC_Baden,"Vörs (Somogy County, Marcali)",Hungary,46.665765,17.270774,5172.0,81.0,"3363-3101 calBCE (4528±31 BP, DeA-14662)",0.02914902,30701.0,F,Pass,n/a (female),n/a (female),0.125,n/a (female),T2,low_power
I2783.AG,Hungary_MCHA_Hunyadihalom,"Nemesnádudvar-Papföld-M9 / 7-lh (Bács-Kiskun County, Baja)",Hungary,46.334774,19.053945,6010.0,74.0,"4228-3962 calBCE (5230±40 BP, Poz-83638)",1.06678724,652803.0,M,Pass,"[0.001,0.011]","[0.004,0.01]",0.139,C-V182,T2b,
I2785.AG,Hungary_LateC_Baden,"Vámosgyörk-MHAT-telep (Heves County, Gyöngyös)",Hungary,47.684976,19.918434,5175.0,217.0,3600-2850 BCE,0.89156982,589040.0,F,Pass,n/a (female),n/a (female),0.163,n/a (female),T2c1d1,
I2787.AG,Hungary_EBA_BellBeaker,"Szigetszentmiklós-Felső-Ürge-hegyi-dűlő (Pest County, Szigetszentmiklós)",Hungary,47.383224,19.020252,4254.0,75.0,"2456-2200 calBCE (3840±35 BP, Poz-83640)",1.2257676,671016.0,M,Pass,"[0,0.014]","[0.002,0.007]",0.138,R-M12149,T2b,
I2788.AG,Hungary_LateC_Protoboleraz,"Turjános-dülö (Pest County, Cegléd)",Hungary,47.189141,20.004795,5685.0,64.0,"3910-3644 calBCE (4960±40 BP, VERA-5402)",2.05587765,818365.0,M,Pass,"[0.002,0.008]","[0.004,0.008]",0.085,G-Z6360,H,
I2789.AG,Hungary_LateC_Protoboleraz,"Turjános-dülö (Pest County, Cegléd)",Hungary,47.189141,20.004795,5650.0,58.0,3800-3600 BCE,0.84812178,570852.0,M,Pass,"[0,0.006]","[0.004,0.011]",0.173,I-L596,J1c3b,
I2799.AG,Scotland_LIA,"Howe of Howe (Scotland, Orkney)",United Kingdom,58.97927,-3.26,2002.0,45.0,"152 calBCE - 22 calCE (2052±26 BP, SUERC-68732)",1.1960867,595801.0,M,Pass,"[0.002,0.011]","[0.004,0.011]",0.072,R-L21,H1,
I2809.AG,Russia_Dagestan_EMBA,"Olelitiube (Dagestan, Levashinsky District)",Russia,42.39,47.32,4279.0,67.0,"2456-2206 calBCE (3855±25 BP, PSUAMS-6700)",0.07283866,76099.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.101,R-M269,H13a1a1,low_power
I2859.AG,Scotland_LBA,"Covesea Caves (Scotland, Moray, Covesea)",United Kingdom,57.7193,-3.3829,2810.0,31.0,"912-808 calBCE (2714±29 BP, SUERC-68714)",6.01580861,808934.0,M,Pass,"[0.004,0.008]","[0.003,0.006]",0.038,R-L21,K1a2c,
I2860.AG,Scotland_LBA,"Covesea Caves (Scotland, Moray, Covesea)",United Kingdom,57.7193,-3.3829,2824.0,35.0,"969-812 calBCE (2738±29 BP, SUERC-68715)",6.66669216,828887.0,M,Pass,"[0.001,0.004]","[0.002,0.004]",0.043,R-Z30597,H5a1,
I2861.AG,Scotland_LBA,"Covesea Caves (Scotland, Moray, Covesea)",United Kingdom,57.7193,-3.3829,2843.0,43.0,"983-826 calBCE (2757±29 BP, SUERC-68716)",5.56773671,637570.0,F,Pass,n/a (female),n/a (female),0.056,n/a (female),I2a1,
I2923.AG,Iran_TepeHissar_C,"Tepe Hissar (Semnan Province, Damghan)",Iran,36.1544444,54.3836111,4707.0,68.0,"2879-2632 calBCE (4160±25 BP, PSUAMS-1915)",1.5253394,583807.0,M,Pass,"[0,0.006]","[0.007,0.013]",0.121,L-L595,W3b,
