genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
I20517.AG,0.048007,0.016215,45753,0.040641,0.014001,2.903,72405,-0.010377,0.023713,-0.438,36954
I20518.AG,0.067173,0.028311,7180,0.053818,0.025562,2.105,11213,0.071917,0.039371,1.827,5585
I20519.AG,0.053382,0.012404,35395,0.043711,0.012555,3.482,55382,0.005845,0.018828,0.31,27978
I20521.AG,0.087433,0.022135,11932,0.089087,0.020606,4.323,18658,0.036999,0.034368,1.077,9247
I20522.AG,0.029063,0.011818,53495,0.036768,0.010727,3.428,84216,0.009294,0.016403,0.567,42571
I20523.AG,0.035176,0.038197,4146,0.030553,0.035918,0.851,6388,-0.039062,0.058139,-0.672,3162
I20525.AG,0.028128,0.014839,31928,0.031706,0.013581,2.335,50746,0.000346,0.025654,0.013,26006
I20526.AG,0.012921,0.018267,26682,0.018775,0.016744,1.121,42227,-0.001834,0.024256,-0.076,21646
I20528.AG,0.035594,0.013794,43181,0.037236,0.012728,2.926,68146,0.012282,0.018573,0.661,35383
I20547.AG,0.051152,0.018864,26245,0.026779,0.016774,1.596,41468,-0.016288,0.020842,-0.781,22125
I20549.AG,0.036157,0.010581,99985,0.038534,0.010975,3.511,158095,0.014753,0.01197,1.233,82796
I20559.AG,0.034685,0.010244,92754,0.036756,0.009776,3.76,146344,0.00537,0.012823,0.419,76314
I20570.AG,0.028489,0.009171,99459,0.029001,0.008411,3.448,156984,0.004605,0.012942,0.356,80769
I20571.AG,0.026597,0.010257,101471,0.03179,0.009161,3.47,159974,0.002866,0.011643,0.246,82104
I20572.AG,0.039912,0.010451,100305,0.038281,0.009889,3.871,158393,0.030842,0.013582,2.271,81465
I20573.AG,0.028456,0.008243,99925,0.029181,0.008374,3.485,157652,0.014512,0.011993,1.21,80974
I20574.AG,0.036733,0.00846,101450,0.031601,0.008473,3.73,160054,0.008353,0.010538,0.793,82102
I20577.AG,0.028547,0.009972,94944,0.021949,0.009614,2.283,149883,0.001686,0.012151,0.139,76883
I20582.AG,0.040005,0.009804,93253,0.038771,0.007908,4.902,147497,0.023599,0.013695,1.723,76117
I20583.AG,0.026587,0.009093,95764,0.022126,0.008416,2.629,151287,0.018238,0.011625,1.569,77813
I20584.AG,0.030062,0.009196,83825,0.029516,0.008314,3.55,132760,-0.000923,0.014985,-0.062,68415
I20585.AG,0.023143,0.010132,87613,0.027667,0.008908,3.106,138189,0.007751,0.01182,0.656,71314
I20586.AG,0.041028,0.010818,95192,0.04186,0.008523,4.911,150177,0.016185,0.012189,1.328,77249
I20587.AG,0.049687,0.00764,95898,0.054076,0.008905,6.073,151631,0.018202,0.014463,1.259,78032
I20588.AG,0.038711,0.009108,92817,0.042333,0.009324,4.54,146367,0.008473,0.012915,0.656,75215
I20589.AG,0.02438,0.011458,93789,0.032421,0.011345,2.858,148330,0.004579,0.013163,0.348,76695
I20597.AG,0.060521,0.036091,5682,0.060194,0.032638,1.844,8932,0.031867,0.045566,0.699,4463
I20601.AG,0.057449,0.032655,7178,0.067896,0.029621,2.292,11197,0.059704,0.041814,1.428,5686
I20602.AG,0.04954,0.024421,11162,0.027728,0.022137,1.253,17669,0.01083,0.035515,0.305,9043
I20603.AG,0.070955,0.04483,4636,0.062535,0.043918,1.424,7318,0.029352,0.070144,0.418,3717
I20605.AG,0.047323,0.01702,23205,0.043008,0.015135,2.842,36570,0.022664,0.027048,0.838,18815
I20607.AG,0.027286,0.019416,25442,0.020141,0.017683,1.139,40095,-0.014609,0.024369,-0.599,20745
I20608.AG,0.005637,0.020761,13918,0.018581,0.020655,0.9,21826,0.013328,0.03085,0.432,11218
I20609.AG,0.046395,0.027578,9125,0.034409,0.027248,1.263,14258,-0.02163,0.040294,-0.537,7163
I20615.AG,0.032103,0.010324,64672,0.035199,0.011194,3.144,102146,0.025268,0.015432,1.637,52647
I20616.AG,0.036374,0.009526,93682,0.040466,0.009771,4.141,148126,0.018034,0.011724,1.538,76748
I20618.AG,0.033204,0.043447,5302,0.037332,0.041131,0.908,8260,-0.026696,0.055301,-0.483,4222
I20620.AG,0.037144,0.034953,4701,0.036357,0.033704,1.079,7533,-0.023617,0.048215,-0.49,3709
I20621.AG,0.044266,0.01269,59627,0.050926,0.011469,4.44,94270,0.010071,0.018321,0.55,48461
I20622.AG,0.022321,0.010649,89125,0.03148,0.011125,2.83,140988,0.029397,0.014108,2.084,73036
I20623.AG,0.02798,0.010569,88973,0.032574,0.011219,2.903,140947,0.014491,0.014317,1.012,72812
I20624.AG,0.028022,0.016806,19235,0.048193,0.016882,2.855,30373,0.03041,0.021386,1.422,15496
I20625.AG,-0.000733,0.025526,12072,0.010534,0.022687,0.464,18968,-0.002895,0.030458,-0.095,9715
I20626.AG,0.045724,0.016679,27544,0.039026,0.016578,2.354,43523,0.016754,0.019312,0.868,22459
I20627.AG,0.037889,0.009391,54193,0.044451,0.010635,4.18,85613,0.028173,0.012355,2.28,44153
I20628.AG,0.033631,0.011289,59473,0.039286,0.010966,3.583,93992,0.021133,0.01665,1.269,48400
I20630_d.AG,0.021304,0.031114,8514,0.033769,0.029909,1.129,13391,-0.012645,0.043146,-0.293,6840
I20631.AG,0.017473,0.009746,94459,0.025146,0.008652,2.907,149514,0.026282,0.010625,2.474,77159
I20634.AG,0.050635,0.028045,7155,0.034966,0.028093,1.245,11263,0.037444,0.03957,0.946,5672
I20636.AG,0.096946,0.037646,3987,0.102188,0.036094,2.831,6332,0.024603,0.050558,0.487,3215
I20637.AG,0.040511,0.011699,56044,0.052904,0.011169,4.737,88758,0.039877,0.017246,2.312,45792
I20638.AG,0.034433,0.010796,58801,0.033048,0.010797,3.061,92200,0.005896,0.01485,0.397,46543
I20639.AG,0.03803,0.010541,60146,0.037795,0.010865,3.479,94200,0.010436,0.014408,0.724,47519
I20640.AG,0.02888,0.008347,98629,0.027684,0.008134,3.404,155663,0.013638,0.01092,1.249,80119
I20641.AG,0.047409,0.009828,84086,0.043133,0.009859,4.375,132626,0.01456,0.014549,1.001,68590
I20642.AG,0.032424,0.022642,10743,0.033937,0.022739,1.492,16885,0.061727,0.035369,1.745,8668
I20643.AG,0.023883,0.016734,39101,0.021261,0.015472,1.374,61820,0.00565,0.018466,0.306,31689
I20644.AG,0.017839,0.010642,103200,0.019191,0.009765,1.965,162960,-0.000917,0.013047,-0.07,83938
I20645.AG,0.035783,0.014967,32487,0.044718,0.014483,3.088,51196,0.015383,0.021106,0.729,26284
I20646.AG,0.046183,0.008924,83868,0.050222,0.009277,5.413,132766,0.035365,0.011496,3.076,68967
I20649.AG,0.032044,0.009963,74668,0.031948,0.009175,3.482,117699,0.003737,0.015061,0.248,60867
I20650.AG,0.028004,0.009986,87748,0.030577,0.009349,3.271,138255,0.034112,0.013345,2.556,71084
I20652.AG,0.036445,0.009736,106086,0.037852,0.008462,4.473,167468,0.023859,0.011473,2.08,86090
I20653.AG,0.041765,0.011684,60804,0.047849,0.010591,4.518,95825,0.026404,0.015377,1.717,49328
I20654.AG,0.030312,0.008653,101846,0.030179,0.008457,3.568,160703,0.008375,0.011695,0.716,82883
I20655.AG,0.037156,0.010312,89480,0.042392,0.010039,4.223,141299,0.017475,0.012067,1.448,72957
I20656.AG,0.049356,0.008616,94043,0.054229,0.007991,6.786,148286,0.022272,0.013939,1.598,75968
I20658.AG,0.040527,0.01063,96360,0.046512,0.010372,4.484,152143,0.022737,0.012602,1.804,78319
I20659.AG,0.037086,0.009063,93843,0.042649,0.009416,4.529,147963,0.008707,0.011299,0.771,76157
I20660.AG,0.033112,0.00946,93889,0.036017,0.008174,4.406,148036,0.00614,0.01296,0.474,76055
I20661.AG,0.034513,0.010583,91588,0.03337,0.01023,3.262,144840,0.003037,0.013549,0.224,75231
I20666.AG,0.064847,0.018241,18312,0.038195,0.018115,2.108,28976,0.026762,0.021684,1.234,14894
I20667.AG,0.031581,0.016418,39413,0.041587,0.014889,2.793,61464,0.018559,0.021051,0.882,30635
I20668.AG,0.034782,0.009825,96228,0.043514,0.010169,4.279,151809,0.016606,0.01228,1.352,78059
I20669.AG,0.032777,0.016322,29139,0.046004,0.014694,3.131,46003,0.017341,0.021641,0.801,23774
I20670.AG,0.034689,0.010282,92998,0.032314,0.010693,3.022,146509,0.008173,0.009977,0.819,74898
I20671.AG,0.035797,0.009443,98657,0.040066,0.009199,4.355,155697,0.002735,0.013508,0.202,79975
I20672.AG,-0.002528,0.019572,18444,0.018675,0.017284,1.08,28987,-0.003676,0.025117,-0.146,14809
I20673.AG,0.029766,0.010506,71383,0.036878,0.010035,3.675,112090,0.010994,0.014722,0.747,57126
I20674.AG,0.02502,0.009155,86251,0.031983,0.009795,3.265,135809,0.025947,0.011547,2.247,69606
I20676.AG,0.034236,0.013266,39433,0.036185,0.0121,2.991,62231,-0.014551,0.020131,-0.723,31867
I20677.AG,0.027953,0.009632,101549,0.032604,0.00901,3.619,160366,0.007317,0.01116,0.656,82759
I20678.AG,0.039697,0.009575,84465,0.032896,0.008972,3.666,133242,0.004777,0.012876,0.371,68841
I20679.AG,0.039035,0.010066,100694,0.03627,0.009972,3.637,158691,0.01107,0.012853,0.861,81325
I20680.AG,0.047818,0.008004,97378,0.049423,0.00874,5.655,153308,0.036264,0.012852,2.822,78317
I20691.AG,0.043722,0.01993,15153,0.040365,0.015071,2.678,23886,0.060998,0.029649,2.057,12361
I20692.AG,0.026844,0.01276,57067,0.034701,0.013253,2.618,89307,0.020647,0.01558,1.325,46365
I20693.AG,0.029075,0.017178,24760,0.037435,0.015994,2.341,38453,-0.010766,0.028484,-0.378,19812
I20694.AG,0.044792,0.010104,68739,0.041163,0.009723,4.233,107880,0.032676,0.01408,2.321,55946
I20695.AG,0.006562,0.017348,17317,0.002334,0.018288,0.128,27230,-0.012892,0.032953,-0.391,14239
I20696.AG,0.032518,0.012688,56634,0.03121,0.012351,2.527,88869,0.007124,0.018265,0.39,46594
I20697.AG,0.040826,0.013123,34152,0.049389,0.010542,4.685,53348,0.022397,0.019799,1.131,27846
I20698.AG,0.019562,0.016086,31825,0.022709,0.013239,1.715,49564,-0.007154,0.022617,-0.316,25591
I20699.AG,0.034188,0.025942,10335,0.030558,0.026835,1.139,16123,0.025815,0.038855,0.664,8249
I20700.AG,0.013256,0.021225,17387,0.009631,0.020461,0.471,27287,-0.014525,0.031277,-0.464,14463
I20701.AG,0.032255,0.012843,43014,0.035938,0.012394,2.9,67383,0.002975,0.017638,0.169,35038
I20702.AG,0.037436,0.013858,38573,0.031172,0.013515,2.306,60009,0.027867,0.020962,1.329,30840
I20703.AG,0.036719,0.010014,76988,0.041573,0.009799,4.243,121230,0.018148,0.011442,1.586,63482
I20704.AG,0.045747,0.011696,62250,0.042856,0.010473,4.092,97866,0.013107,0.017111,0.766,51476
I20705.AG,0.02902,0.010026,99589,0.028928,0.009365,3.089,157080,-0.001099,0.012106,-0.091,82207
I20706.AG,0.043393,0.020415,14320,0.044807,0.020795,2.155,22243,-0.044673,0.029484,-1.515,11709
I20707.AG,0.014754,0.011455,50324,0.014417,0.011018,1.309,78732,-0.024253,0.014873,-1.631,40929
I20708.AG,0.03081,0.010809,54174,0.023143,0.010409,2.223,84792,0.00559,0.017904,0.312,43889
I20709.AG,0.026234,0.02066,17978,0.01934,0.01843,1.049,28003,-0.000209,0.026927,-0.008,14672
I20710.AG,0.04555,0.01744,19735,0.052651,0.016256,3.239,30783,0.021859,0.023414,0.934,16017
I20721.AG,0.076492,0.038693,4299,0.057194,0.037026,1.545,6749,0.074455,0.050903,1.463,3560
I20723.AG,0.025386,0.021928,10792,0.025581,0.019774,1.294,16658,0.011413,0.033416,0.342,8679
I20736.AG,0.022666,0.024523,11631,0.020054,0.025231,0.795,18268,-0.025214,0.032421,-0.778,9090
I20740.AG,0.048406,0.01728,26516,0.043615,0.016673,2.616,41872,0.040319,0.026208,1.538,21378
I20798.AG,0.038885,0.008928,99641,0.039164,0.008962,4.37,157442,0.015808,0.012968,1.219,80966
I20799.AG,0.044138,0.008456,99353,0.044976,0.00847,5.31,156637,0.011713,0.012708,0.922,80301
I20800.AG,0.028676,0.008143,100896,0.036528,0.008338,4.381,159224,0.026614,0.010799,2.464,81808
I20801.AG,0.022649,0.010176,93868,0.029628,0.009047,3.275,148485,0.006948,0.010592,0.656,76631
I20802.AG,0.038793,0.007938,100384,0.038855,0.008306,4.678,158450,0.024976,0.01171,2.133,81345
I20806.AG,0.04453,0.008968,102876,0.038561,0.00856,4.505,162268,0.03519,0.012394,2.839,83100
I20809.AG,0.039284,0.010555,103213,0.037784,0.010029,3.767,162634,0.007366,0.010824,0.681,82717
I20810.AG,0.021926,0.009256,99395,0.030077,0.008636,3.483,156893,0.023398,0.013162,1.778,80761
I20812.AG,-0.035704,0.042495,3716,-0.062983,0.036171,-1.741,5840,-0.049305,0.065558,-0.752,2899
I20813.AG,0.080332,0.039077,4003,0.061194,0.037682,1.624,6225,0.084568,0.047783,1.77,3176
I20815.AG,0.035949,0.012159,49485,0.034329,0.012277,2.796,77938,0.026228,0.015497,1.692,39320
I20817.AG,0.031597,0.008691,94477,0.037567,0.009728,3.862,149077,0.006022,0.012506,0.482,76778
I20827.AG,0.044069,0.012827,57138,0.048183,0.012971,3.715,91037,0.013642,0.017463,0.781,48897
I20831.AG,0.000779,0.009819,62604,0.013698,0.009883,1.386,98841,0.005132,0.016268,0.315,52385
I20832.AG,0.033186,0.011028,92076,0.036497,0.008822,4.137,145563,0.01571,0.0128,1.227,77004
I20834.AG,0.022238,0.010278,89518,0.029532,0.010977,2.69,141414,0.01714,0.014244,1.203,74424
I20835.AG,0.032052,0.008738,83037,0.036655,0.0091,4.028,131508,0.036501,0.014683,2.486,69659
I20836.AG,0.033953,0.010666,85910,0.033788,0.010125,3.337,136099,0.014471,0.013713,1.055,72265
I20837.AG,0.028527,0.009428,78159,0.025323,0.009111,2.779,123670,0.014939,0.013803,1.082,65602
I20838.AG,0.028378,0.008676,92395,0.032747,0.009791,3.345,146298,0.028958,0.01181,2.452,77733
I20868.AG,0.049275,0.010429,92962,0.052678,0.010253,5.138,147196,0.034306,0.011743,2.921,78057
I20869.AG,0.044852,0.00912,93174,0.040539,0.009898,4.096,147702,0.014461,0.012429,1.163,78488
I20871.AG,0.039406,0.019586,22050,0.048914,0.020357,2.403,34830,0.0184,0.023603,0.78,18257
I20975.AG,0.039165,0.010666,101462,0.044647,0.009596,4.653,160263,0.003122,0.014738,0.212,84485
I20982.AG,0.035983,0.010186,84082,0.037643,0.009354,4.024,133325,0.010162,0.01189,0.855,70691
I20983.AG,0.021552,0.010134,76178,0.024846,0.00903,2.752,120398,0.022282,0.013253,1.681,63664
I20984.AG,0.04182,0.01136,85299,0.046377,0.01017,4.56,135077,0.028367,0.012039,2.356,71627
I20985.AG,0.036403,0.010022,72376,0.036225,0.009737,3.72,114312,0.011006,0.013653,0.806,60733
I20986.AG,0.018244,0.00847,81228,0.025979,0.009302,2.793,128450,0.007789,0.013057,0.597,68107
I20987.AG,0.032136,0.013027,51748,0.043332,0.011928,3.633,81606,0.022778,0.018008,1.265,42980
I20988.AG,0.035798,0.009696,86049,0.048643,0.009081,5.356,136028,0.029744,0.011042,2.694,72206
I20989.AG,0.034453,0.008682,89234,0.039679,0.008657,4.583,141208,0.027974,0.012434,2.25,74541
I20990.AG,0.041091,0.010044,67484,0.04457,0.009882,4.51,106370,0.02959,0.01121,2.64,56334
I20997.AG,0.029379,0.010285,73264,0.033088,0.008666,3.818,116047,0.004974,0.013746,0.362,61417
I21058.AG,0.042636,0.01169,80629,0.055567,0.010451,5.317,127739,0.019343,0.013796,1.402,65646
I21059.AG,0.031131,0.010215,91005,0.035738,0.009447,3.783,143862,0.001876,0.011271,0.166,74119
I21107.AG,0.022751,0.02257,18669,0.006804,0.020988,0.324,29342,-0.030201,0.027108,-1.114,15726
I21108.AG,0.033649,0.009038,74066,0.025887,0.009614,2.693,117495,0.025013,0.013319,1.878,63147
I21113.AG,0.054138,0.025259,12134,0.062451,0.022348,2.795,19260,0.053276,0.029674,1.795,10313
I21114.AG,0.042171,0.02577,14471,0.04218,0.024645,1.712,22766,-0.02201,0.036122,-0.609,12237
I21115.AG,0.037757,0.014069,33614,0.023615,0.013394,1.763,52612,0.042001,0.021393,1.963,28003
I21116.AG,0.013518,0.013628,42373,0.021663,0.012505,1.732,66573,0.018423,0.018598,0.991,35540
I21117.AG,0.020648,0.011988,43447,0.023987,0.012018,1.996,68589,0.026684,0.017249,1.547,36763
I21118.AG,0.026756,0.015021,34241,0.036666,0.014536,2.522,53799,-0.000217,0.0213,-0.01,28836
I21178.AG,0.040645,0.010199,100731,0.046703,0.010293,4.537,159190,0.02428,0.010646,2.281,83552
I21179.AG,0.05371,0.008673,100356,0.050609,0.008304,6.095,158612,0.016468,0.009576,1.72,83450
I21180.AG,0.038796,0.009578,102734,0.041378,0.010157,4.074,162198,0.008066,0.01398,0.577,85177
I21181.AG,0.030317,0.009238,102470,0.030924,0.009015,3.43,161842,0.012226,0.009188,1.331,84740
I21182.AG,0.033038,0.009969,100850,0.03914,0.010431,3.752,159235,0.016002,0.011657,1.373,83609
I21194.AG,0.031597,0.011661,39422,0.027738,0.011274,2.46,61617,-0.018257,0.016847,-1.084,32314
I21195.AG,0.024569,0.010763,77036,0.031644,0.010288,3.076,121407,-0.010154,0.012559,-0.809,63945
I21197.AG,0.026713,0.011342,75993,0.034915,0.009966,3.503,119867,0.007483,0.012898,0.58,63165
I21271.AG,0.038531,0.008015,105033,0.0355,0.008701,4.08,165730,0.002944,0.010367,0.284,86107
I21272.AG,0.04749,0.008894,91905,0.04772,0.008367,5.703,144351,0.005355,0.013891,0.385,75389
I21274.AG,0.039302,0.009531,102712,0.046068,0.009635,4.782,162177,0.042725,0.011836,3.61,84461
I21277.AG,0.040204,0.010538,99609,0.053426,0.010125,5.276,156982,0.028491,0.012521,2.275,81532
I21293.AG,0.044445,0.013932,70641,0.045982,0.013356,3.443,111504,0.035483,0.015774,2.249,58670
I21302.AG,0.0399,0.01037,88217,0.037765,0.010173,3.712,139433,0.024906,0.015348,1.623,73785
I21303.AG,0.032647,0.011811,55496,0.039865,0.012416,3.211,87273,0.020653,0.017027,1.213,45990
I21305.AG,0.026511,0.016704,30479,0.033489,0.015161,2.209,47662,0.034177,0.021055,1.623,25288
I21306.AG,0.042957,0.012085,57550,0.039126,0.010998,3.558,91077,0.018133,0.013661,1.327,48261
I21307.AG,0.041984,0.014263,42787,0.046788,0.015356,3.047,67399,0.033319,0.020857,1.597,35690
I21308.AG,0.022903,0.012926,45397,0.0367,0.010651,3.446,71606,-0.000503,0.019953,-0.025,37996
I21309.AG,0.021366,0.009521,97073,0.027964,0.009739,2.871,153475,0.029463,0.011227,2.624,81069
I21310.AG,0.034085,0.009603,94455,0.037798,0.008797,4.297,149477,0.017277,0.013121,1.317,79087
I21311.AG,0.023069,0.008929,94553,0.031413,0.008209,3.826,149649,0.004424,0.0081,0.546,79077
I21312.AG,0.035346,0.010027,90415,0.035967,0.00979,3.674,143107,0.012985,0.011672,1.112,75532
I21313.AG,0.037917,0.009554,93267,0.042334,0.009057,4.674,147571,0.021804,0.013304,1.639,78390
I21314.AG,0.04823,0.010652,93655,0.049279,0.009223,5.343,148238,0.021011,0.012078,1.74,78399
I21315.AG,0.043428,0.025546,10126,0.056257,0.0227,2.478,15985,0.01385,0.035582,0.389,8433
I21390.AG,0.031191,0.010872,97647,0.033698,0.011273,2.989,154525,0.01441,0.012066,1.194,81273
I21399.AG,0.04399,0.009316,84849,0.042198,0.008503,4.963,133153,0.027773,0.013909,1.997,68944
I21402.AG,0.029032,0.01039,98134,0.037639,0.008832,4.261,155268,0.019142,0.013548,1.413,81823
I21403.AG,0.01773,0.016104,28163,0.040391,0.012448,3.245,44563,0.031498,0.019958,1.578,23679
I21570.AG,0.028333,0.018228,18922,0.04042,0.018698,2.162,30119,0.018031,0.027354,0.659,15383
I21711.AG,0.023636,0.00943,79084,0.039206,0.009198,4.262,125114,0.029055,0.012849,2.261,66346
I21712.AG,0.037536,0.010259,98261,0.041547,0.009565,4.344,155296,0.001865,0.010792,0.173,81793
I21713.AG,0.037467,0.008945,101866,0.037638,0.008908,4.225,160923,0.018492,0.012051,1.535,84521
I21714.AG,0.028334,0.008811,104197,0.033314,0.009426,3.534,164625,-0.003431,0.01213,-0.283,86015
I21763.AG,0.033419,0.010938,77140,0.042084,0.011224,3.749,122055,0.003477,0.014827,0.235,64960
I21764.AG,0.034268,0.017649,19854,0.030573,0.0171,1.788,31088,0.001976,0.030272,0.065,16491
I21765.AG,0.022999,0.014913,37422,0.026239,0.013236,1.982,58897,0.011815,0.019292,0.612,31157
I21766.AG,0.002871,0.026266,9496,0.032503,0.024082,1.35,14947,0.048269,0.039561,1.22,7866
I21767.AG,0.002288,0.010697,54912,0.02075,0.011659,1.78,86401,-0.007958,0.014947,-0.532,45878
I21768.AG,0.026227,0.015172,38207,0.047729,0.010604,4.501,59972,0.004955,0.015581,0.318,31662
I21769.AG,0.037814,0.014481,47451,0.052063,0.012227,4.258,74752,0.017887,0.017288,1.035,39663
I21770.AG,0.027264,0.02038,14592,0.045405,0.02032,2.235,22680,0.009622,0.030302,0.318,11950
I21771.AG,0.045785,0.02634,10718,0.034524,0.022971,1.503,16874,-0.022225,0.031541,-0.705,9050
I21821.AG,0.011964,0.029075,7782,-0.002372,0.02956,-0.08,12160,-0.016569,0.045142,-0.367,6358
I21822.AG,0.043994,0.010892,68170,0.046103,0.010579,4.358,107766,0.015845,0.014502,1.093,57206
I21823.AG,0.037885,0.010199,85510,0.033995,0.010148,3.35,134865,0.002884,0.011191,0.258,71482
I21824.AG,0.011933,0.00983,43451,0.020239,0.009245,2.189,68397,0.01407,0.017261,0.815,36535
I21825.AG,0.029248,0.010442,84164,0.032121,0.010932,2.938,132880,-0.001972,0.012237,-0.161,70215
I21826.AG,0.032963,0.010116,91626,0.033505,0.010136,3.305,144750,0.008583,0.013274,0.647,76705
I21827.AG,0.026473,0.009181,86447,0.032191,0.009276,3.47,136248,0.009712,0.012865,0.755,71584
I21828.AG,0.044842,0.010088,78266,0.045555,0.009533,4.778,123480,0.019065,0.014307,1.332,65366
I21829.AG,0.021337,0.010282,83539,0.028526,0.009296,3.068,131672,0.02625,0.011632,2.257,69319
I21830.AG,0.040349,0.008129,82349,0.035686,0.008914,4.004,130132,0.029174,0.011662,2.502,68453
I21833.AG,0.020885,0.031384,5522,0.061397,0.029739,2.064,8652,0.002425,0.048436,0.05,4482
I21840.AG,0.035976,0.010014,84821,0.043879,0.009299,4.719,133839,0.01869,0.012165,1.536,70676
I21841.AG,0.043074,0.009754,93318,0.049322,0.009981,4.942,147285,-0.004043,0.012873,-0.314,77837
I21842.AG,0.033738,0.009843,96664,0.036653,0.010261,3.572,152568,0.024535,0.012768,1.922,80275
I21843.AG,0.032247,0.009337,103965,0.036668,0.009374,3.912,164092,0.009445,0.011224,0.842,85821
I21844.AG,0.038818,0.010835,79293,0.040474,0.010515,3.849,125950,0.003629,0.011351,0.32,66634
I21846.AG,0.033444,0.010262,76194,0.044454,0.009943,4.471,120120,0.002646,0.014663,0.18,63479
I21847.AG,0.032463,0.008536,97746,0.033546,0.008652,3.877,154235,0.009051,0.01173,0.772,80990
I21848.AG,0.030074,0.009685,91033,0.033357,0.009166,3.639,143733,0.020144,0.009669,2.083,75489
I21849.AG,0.032447,0.009488,99344,0.040534,0.009396,4.314,156770,-0.001096,0.011337,-0.097,82140
I21850.AG,0.035096,0.010366,90073,0.03592,0.008719,4.12,142560,0.019738,0.011311,1.745,75875
I21851.AG,0.015202,0.010348,86791,0.020898,0.010197,2.049,137628,0.01413,0.013423,1.053,73372
I21853.AG,0.043347,0.010442,88894,0.04224,0.009078,4.653,140625,0.003083,0.012312,0.25,74685
I21855.AG,0.041127,0.010329,88963,0.044075,0.009078,4.855,140662,0.013637,0.01337,1.02,74678
I21856.AG,0.029241,0.011153,68455,0.033144,0.010275,3.226,108871,0.005973,0.014693,0.406,58308
I21857.AG,0.029166,0.009627,84703,0.026671,0.008711,3.062,134372,-0.000535,0.013289,-0.04,72027
I21858.AG,0.034744,0.009691,90626,0.035572,0.009219,3.859,143586,0.008436,0.012336,0.684,76167
I21859.AG,0.053388,0.008594,93345,0.045173,0.009354,4.829,147837,0.029431,0.011153,2.639,78515
I21895.AG,0.03136,0.009238,100453,0.038422,0.009296,4.133,158321,0.009459,0.011242,0.841,81215
I21896.AG,0.044493,0.00875,104462,0.046266,0.008651,5.348,164873,0.00952,0.010248,0.929,84301
I21897.AG,0.038298,0.007701,106440,0.034615,0.007592,4.559,167692,0.012524,0.010892,1.15,85597
I21898.AG,0.033704,0.008718,108810,0.033204,0.008681,3.825,171552,0.00301,0.01118,0.269,87766
I21899.AG,0.030906,0.009071,100610,0.03067,0.009406,3.261,158587,0.001961,0.013058,0.15,81443
I21901.AG,0.042335,0.010184,86878,0.043439,0.009431,4.606,136967,0.017837,0.012296,1.451,70009
I21902.AG,0.031135,0.00909,100768,0.03863,0.00878,4.4,159329,0.0056,0.010898,0.514,82027
I21906_d.AG,0.026799,0.012323,45834,0.027264,0.01211,2.251,72615,-0.027488,0.019343,-1.421,37396
I21910.AG,0.032218,0.009485,93101,0.031949,0.008501,3.758,146623,-0.002027,0.013292,-0.152,74312
I21931.AG,0.03113,0.015084,36337,0.027282,0.013666,1.996,56767,-0.024817,0.020232,-1.227,28367
I21966.AG,0.018874,0.012976,59126,0.030093,0.01209,2.489,93956,-0.012275,0.014718,-0.834,50077
I21967.AG,-0.003693,0.046062,4327,0.022019,0.039043,0.564,6863,0.011231,0.058626,0.192,3626
I21970.AG,0.020773,0.01837,19621,0.033176,0.017589,1.886,31024,-0.025858,0.033481,-0.772,16333
I21971.AG,0.031331,0.030097,9047,0.064051,0.026796,2.39,14199,-0.01191,0.037606,-0.317,7469
I21984.AG,0.003137,0.017453,25401,0.011686,0.016763,0.697,40119,0.029749,0.024722,1.203,21032
I21987.AG,0.053082,0.041819,5680,0.055423,0.041384,1.339,8912,-0.033703,0.053806,-0.626,4701
I22000.AG,0.040331,0.008541,94045,0.035883,0.008009,4.481,148578,0.029996,0.010964,2.736,78542
I22001.AG,0.033564,0.008716,86309,0.030489,0.007351,4.147,137060,0.015023,0.012882,1.166,72967
I22052.AG,0.030937,0.008635,93045,0.035441,0.009092,3.898,147474,0.018446,0.012479,1.478,78106
I22055.AG,0.036703,0.011635,92862,0.040455,0.011644,3.474,147009,0.020117,0.013327,1.509,77774
I22056.AG,0.022233,0.009272,90936,0.023578,0.008787,2.683,143995,0.001625,0.013498,0.12,76408
I22057.AG,0.031153,0.010787,91285,0.044215,0.010157,4.353,144435,0.014377,0.011953,1.203,76628
I22060.AG,0.014728,0.009856,96508,0.019427,0.009388,2.069,152672,0.011977,0.013642,0.878,80461
I22062.AG,0.032731,0.008793,92086,0.035835,0.00894,4.008,145796,0.005725,0.011785,0.486,76844
I22064.AG,0.04366,0.010278,89325,0.040295,0.010321,3.904,141570,0.00644,0.014036,0.459,75215
I22065.AG,0.023453,0.009066,94313,0.035195,0.007865,4.475,149367,0.010804,0.009951,1.086,79130
I22088.AG,0.05338,0.013438,38280,0.062373,0.012155,5.132,60816,0.023224,0.019382,1.198,32265
I22090.AG,-0.082427,0.031556,5647,-0.033467,0.029104,-1.15,8893,-0.022269,0.050583,-0.44,4628
I22091.AG,0.010257,0.018466,19429,0.00955,0.017038,0.561,30856,0.003322,0.024155,0.138,16186
I22093.AG,0.035977,0.027454,7195,0.03624,0.024812,1.461,11281,-0.017393,0.040855,-0.426,5999
