genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
I6796.AG,0.039192,0.00902,95306,0.039127,0.009093,4.303,150000,0.006882,0.014875,0.463,77688
I6797.AG,0.046477,0.011239,101775,0.046909,0.010678,4.393,160314,0.024002,0.010135,2.368,82630
I6799.AG,0.047573,0.009141,103074,0.041569,0.00914,4.548,162357,0.030416,0.012286,2.476,83655
I6800.AG,0.035385,0.009468,85388,0.044377,0.008876,5.0,133897,0.028769,0.014692,1.958,69042
I6826.AG,0.043593,0.010075,92874,0.04436,0.009225,4.809,145207,0.015755,0.011489,1.371,74190
I6827.AG,0.049449,0.008625,97234,0.051978,0.009023,5.761,152296,0.029826,0.013504,2.209,77436
I6828.AG,0.049407,0.009414,108394,0.052671,0.008386,6.281,170324,0.00618,0.013393,0.461,87250
I6829.AG,0.033155,0.009968,71743,0.037115,0.008776,4.229,111193,0.017062,0.017094,0.998,56340
I6830.AG,0.032523,0.012315,75054,0.040702,0.012124,3.357,117567,0.011985,0.015893,0.754,60341
I6831.AG,0.035751,0.010192,105897,0.035626,0.009866,3.611,166360,0.004813,0.01347,0.357,85223
I6833.AG,0.020988,0.013396,33962,0.030243,0.013452,2.248,52575,0.045374,0.015919,2.85,26908
I6834.AG,0.029237,0.018941,25663,0.042159,0.015399,2.738,39677,0.037122,0.028378,1.308,20115
I6835.AG,0.031256,0.021211,17534,0.033989,0.017772,1.912,27196,-0.020392,0.024026,-0.849,13626
I6837.AG,0.055836,0.026243,10511,0.055733,0.026174,2.129,16410,0.007138,0.035576,0.201,8305
I6839.AG,0.027071,0.010673,80212,0.034353,0.011215,3.063,125733,0.012929,0.01417,0.912,64647
I6846.AG,0.040477,0.020988,18808,0.048243,0.019572,2.465,29109,0.022111,0.032597,0.678,14879
I6847.AG,0.060454,0.010747,57742,0.05636,0.01062,5.307,90139,0.0235,0.014548,1.615,45935
I6848.AG,0.037885,0.014702,38690,0.043822,0.01336,3.28,59884,-0.006055,0.020742,-0.292,30567
I6888.AG,0.039485,0.010673,83116,0.041087,0.010059,4.084,129963,0.013026,0.014638,0.89,66722
I6889.AG,0.037296,0.009151,103958,0.037202,0.00966,3.851,163702,-0.00073,0.012861,-0.057,84233
I6890.AG,0.038829,0.008298,96049,0.032392,0.006943,4.666,151009,0.006848,0.012563,0.545,78159
I6891.AG,0.040537,0.007329,101248,0.040657,0.007688,5.289,159230,0.002331,0.012443,0.187,81931
I6893.AG,0.019698,0.011346,72812,0.017001,0.011106,1.531,113951,0.034972,0.013415,2.607,58415
I6894.AG,0.040039,0.009145,110709,0.041824,0.009048,4.622,173982,0.016928,0.011121,1.522,89354
I6896.AG,0.044781,0.010641,94437,0.043221,0.009808,4.407,148055,0.02743,0.013031,2.105,75960
I6897.AG,0.034245,0.008891,85785,0.042631,0.009039,4.716,134647,0.012049,0.013753,0.876,68968
I6899.AG,0.03206,0.009921,97402,0.029992,0.009423,3.183,153128,0.015305,0.011255,1.36,78705
I6900.AG,0.049821,0.009517,89624,0.050994,0.008906,5.726,140558,0.028407,0.01091,2.604,71995
I6901.AG,0.045504,0.010577,85507,0.041059,0.010331,3.974,134202,0.004323,0.013845,0.312,69170
I6905.AG,0.044031,0.016533,24033,0.038583,0.014947,2.581,36792,0.013504,0.025999,0.519,18203
I6916.AG,0.037694,0.009905,102199,0.040584,0.009546,4.252,160591,0.029521,0.01428,2.067,82807
I6918.AG,0.035179,0.008235,101007,0.032947,0.007089,4.648,158964,0.015262,0.012182,1.253,82036
I6919.AG,0.048912,0.009157,101150,0.049053,0.008047,6.096,159042,0.026681,0.010488,2.544,81969
I6920.AG,0.05698,0.041178,4646,0.06034,0.039061,1.545,7139,-0.019461,0.065873,-0.295,3625
I6923.AG,0.03024,0.024506,12139,0.046421,0.023039,2.015,18880,-0.006556,0.031886,-0.206,9596
I6934.AG,0.051511,0.009233,60838,0.046835,0.010565,4.433,96194,0.014401,0.014431,0.998,51062
I6935.AG,0.028982,0.011087,64814,0.034143,0.010791,3.164,100994,-0.005299,0.016807,-0.315,51263
I6936.AG,0.036907,0.01088,85196,0.036596,0.009246,3.958,133917,0.014241,0.011671,1.22,68915
I6937.AG,0.022955,0.009631,70385,0.028546,0.008554,3.337,110398,0.020886,0.015313,1.364,56612
I6938.AG,0.040284,0.01306,48227,0.040697,0.011168,3.644,75989,0.016511,0.016666,0.991,39428
I6939.AG,0.036378,0.011519,55669,0.040574,0.012048,3.368,88005,0.021583,0.016565,1.303,45572
I6940.AG,0.05064,0.013314,49398,0.057893,0.011568,5.005,77710,0.035004,0.017872,1.959,39918
I6941.AG,0.023685,0.012378,52951,0.032945,0.010176,3.238,83310,0.012825,0.012393,1.035,43228
I6942.AG,0.021107,0.011943,55111,0.027255,0.010307,2.644,86617,0.0133,0.015861,0.839,44743
I6943.AG,0.029827,0.019853,17326,0.048236,0.019413,2.485,27113,0.036584,0.028542,1.282,13934
I6944.AG,0.044618,0.01352,37685,0.039973,0.014476,2.761,59141,0.037698,0.022753,1.657,30726
I6945.AG,0.047415,0.037627,5015,0.026855,0.0314,0.855,7906,0.042794,0.056764,0.754,4089
I6946.AG,0.025401,0.013171,38565,0.028287,0.012685,2.23,60592,0.003528,0.017714,0.199,31440
I6947.AG,0.063919,0.045879,3910,0.03391,0.042866,0.791,5992,0.004067,0.060282,0.067,2955
I6951.AG,0.058381,0.012112,37078,0.05871,0.011413,5.144,57806,0.042315,0.0192,2.204,29893
I6958.AG,0.0359,0.009926,101525,0.045134,0.009522,4.74,159960,0.028661,0.011865,2.416,82962
I6959.AG,0.034621,0.011282,67631,0.031011,0.010485,2.958,105889,0.008848,0.015912,0.556,54275
I6962.AG,0.027595,0.010194,105612,0.036987,0.009481,3.901,166106,0.025683,0.011938,2.151,85797
I6963.AG,0.041053,0.008753,104819,0.043251,0.008849,4.887,164871,0.020017,0.012222,1.638,85333
I6964.AG,0.034609,0.012417,41117,0.042179,0.012953,3.256,64416,0.014441,0.019263,0.75,33563
I6999.AG,0.045256,0.009754,104588,0.047374,0.00962,4.924,164825,0.024521,0.012898,1.901,85380
I7003.AG,0.004792,0.02044,16137,0.014276,0.017465,0.817,24775,0.007425,0.029236,0.254,12692
I7012.AG,0.04074,0.034379,6233,0.063388,0.030106,2.105,9757,0.065083,0.051749,1.258,4963
I7014.AG,0.031638,0.016875,36510,0.037635,0.015409,2.442,57476,0.014259,0.020447,0.697,29386
I7015.AG,0.042932,0.014673,57789,0.042739,0.013177,3.243,90649,0.013525,0.018303,0.739,46861
I7021.AG,0.037858,0.01026,101017,0.041968,0.009512,4.412,158916,0.015391,0.011719,1.313,82256
I7022.AG,0.040718,0.009022,105029,0.047896,0.008723,5.491,165213,0.026167,0.009387,2.788,85186
I7023.AG,0.043311,0.008693,95269,0.040432,0.008022,5.04,149349,0.016368,0.012234,1.338,76310
I7024.AG,0.039191,0.009313,102929,0.046963,0.008731,5.379,161854,0.016976,0.012194,1.392,83437
I7028.AG,0.023723,0.040652,4138,0.044156,0.034108,1.295,6366,0.058069,0.05957,0.975,3246
CHN003.AG,0.038773,0.010155,87090,0.042287,0.009513,4.445,137140,0.034096,0.013729,2.484,70646
I7030.AG,0.036679,0.00922,100539,0.028716,0.007999,3.59,158252,-0.005824,0.01268,-0.459,81585
I7032.AG,0.02798,0.009571,103909,0.028727,0.00975,2.946,163674,-0.005356,0.012258,-0.437,84335
I7033.AG,0.035176,0.010261,102595,0.032677,0.010353,3.156,161413,0.003301,0.011999,0.275,83725
I7035.AG,0.022844,0.013353,53671,0.024157,0.011394,2.12,84296,0.000886,0.01472,0.06,43464
I7036.AG,0.050816,0.015944,40718,0.044498,0.015025,2.962,63691,-0.007236,0.016105,-0.449,32747
I7039.AG,0.039931,0.008144,105757,0.035215,0.007771,4.532,166585,-0.00197,0.011395,-0.173,85686
I7040.AG,0.013701,0.021926,16836,0.029043,0.020293,1.431,26529,-0.013015,0.032616,-0.399,13704
I7041.AG,0.027215,0.011598,44244,0.039832,0.011633,3.424,69636,0.009454,0.017374,0.544,35982
I7042.AG,0.021415,0.010662,89913,0.037428,0.009631,3.886,142194,0.0203,0.012035,1.687,74409
I7043.AG,0.042314,0.00932,91880,0.051726,0.009041,5.721,145335,0.030164,0.013339,2.261,75673
I7044.AG,0.028678,0.009081,90244,0.040869,0.009565,4.273,142578,0.013243,0.012357,1.072,74273
I7045.AG,0.037812,0.008826,88273,0.04363,0.007636,5.713,139598,0.002098,0.010886,0.193,73166
I7046.AG,0.046103,0.009083,102830,0.050762,0.00968,5.244,161843,0.01146,0.012023,0.953,84222
I7048.AG,0.040033,0.008427,103555,0.039507,0.007866,5.023,163094,0.022461,0.009694,2.317,84632
I7049.AG,0.047343,0.009977,105551,0.047194,0.008596,5.49,166049,0.020806,0.010495,1.982,85233
I7051.AG,0.03032,0.009836,79722,0.038354,0.009678,3.963,126149,0.01578,0.01278,1.235,65955
I7060.AG,0.052729,0.010127,78819,0.044794,0.008835,5.07,124127,0.018094,0.014757,1.226,64291
I7126.AG,0.032172,0.008665,102414,0.031367,0.008471,3.703,161279,0.017603,0.01317,1.337,84030
I7127.AG,0.037182,0.008904,105671,0.037847,0.00877,4.316,165923,0.006226,0.010773,0.578,85238
I7128.AG,0.046729,0.009208,98104,0.051679,0.008502,6.078,154504,0.012488,0.013254,0.942,80231
I7129.AG,0.036698,0.009558,98112,0.037054,0.00912,4.063,154371,0.013262,0.012026,1.103,79760
I7130.AG,0.038875,0.010358,106668,0.036575,0.009329,3.921,167733,0.018179,0.011898,1.528,86390
I7131.AG,0.032967,0.010112,90554,0.028422,0.009659,2.943,142244,0.017843,0.011654,1.531,73429
I7132.AG,0.025527,0.008724,101105,0.026325,0.008018,3.283,159167,0.002718,0.010489,0.259,81965
I7133.AG,0.032796,0.009349,106494,0.031194,0.010072,3.097,167665,-0.004846,0.011337,-0.427,86393
I7134.AG,0.042775,0.007984,105761,0.043725,0.008849,4.941,166386,0.026829,0.011131,2.41,85846
I7135.AG,0.037747,0.009982,104704,0.045322,0.009248,4.901,164791,0.014566,0.013061,1.115,85019
I7136.AG,0.043744,0.010897,106555,0.043681,0.009504,4.596,167770,0.015146,0.015262,0.992,86624
I7137.AG,0.041569,0.008288,104194,0.043639,0.00819,5.328,163866,0.021015,0.012598,1.668,84646
I7152.AG,0.024577,0.018378,20335,0.021345,0.016907,1.262,31714,0.044549,0.02828,1.575,16172
I7182.AG,0.043599,0.030458,7513,0.054926,0.026689,2.058,11443,0.000689,0.041766,0.016,5771
I7186.AG,0.036341,0.010191,102992,0.04031,0.008763,4.6,162083,0.020152,0.014046,1.435,83882
I7187.AG,0.04359,0.008487,101110,0.052153,0.008996,5.797,159039,0.024588,0.010599,2.32,82311
I7188.AG,0.046143,0.009824,102619,0.042808,0.009371,4.568,161428,0.013489,0.012302,1.097,83384
I7189.AG,0.049857,0.01021,101339,0.04625,0.010036,4.608,159678,0.012135,0.013552,0.895,82730
I7191.AG,0.047147,0.010425,103933,0.057741,0.009232,6.254,163497,0.03953,0.010024,3.944,84200
I7192.AG,0.038795,0.009883,102644,0.040448,0.010808,3.742,161791,0.022126,0.010083,2.194,83717
I7193.AG,0.042544,0.009912,99874,0.042861,0.01068,4.013,157423,0.015237,0.013043,1.168,81466
I7194.AG,0.040088,0.009791,101609,0.038812,0.009251,4.195,159915,0.022464,0.01134,1.981,82801
I7195.AG,0.03015,0.009786,80089,0.039877,0.010561,3.776,126685,0.026783,0.011855,2.259,65984
I7196.AG,0.039766,0.01049,82590,0.036838,0.010223,3.603,130531,0.009459,0.011552,0.819,67972
I7197.AG,0.034764,0.009059,84722,0.047249,0.009555,4.945,133986,0.012297,0.012507,0.983,69861
I7198.AG,0.027334,0.009915,89861,0.029867,0.009572,3.12,141937,0.006294,0.012287,0.512,74096
I7199.AG,0.016359,0.009799,90536,0.020099,0.010549,1.905,143076,0.001043,0.01246,0.084,74646
I7200.AG,0.039152,0.009546,86019,0.04392,0.009865,4.452,136080,0.0079,0.015297,0.516,71308
I7201.AG,0.020282,0.01047,81022,0.023309,0.009192,2.536,127967,0.014521,0.012236,1.187,66433
I7202.AG,0.030418,0.009672,63715,0.032204,0.010661,3.021,100330,0.00266,0.017055,0.156,52050
I7203.AG,0.028773,0.032102,8547,-0.006616,0.024193,-0.273,13586,-0.018149,0.033114,-0.548,7033
I7205.AG,0.04854,0.008368,88535,0.054432,0.007808,6.971,140070,0.018294,0.0121,1.512,73015
I7207.AG,0.057793,0.008618,92235,0.052839,0.008209,6.436,145059,0.021766,0.012482,1.744,74628
I7208.AG,0.032449,0.00969,94988,0.038759,0.009248,4.191,149153,0.005581,0.012464,0.448,76435
I7209.AG,0.045936,0.009706,100664,0.046783,0.008935,5.236,158566,0.020141,0.010575,1.905,82409
I7210.AG,0.02862,0.009544,85679,0.033592,0.009054,3.71,135188,0.018473,0.013578,1.361,70993
I7211.AG,0.037016,0.010173,88047,0.042358,0.009002,4.705,139250,0.007719,0.012964,0.595,73059
I7212.AG,0.030577,0.009965,85415,0.033371,0.009941,3.357,135104,0.020444,0.012942,1.58,70702
I7213.AG,0.020873,0.009008,86123,0.029712,0.009272,3.205,136231,0.005549,0.012055,0.46,71382
I7214.AG,0.037688,0.010638,87831,0.048209,0.010576,4.558,138808,0.024588,0.011923,2.062,72894
I7217.AG,0.038135,0.012643,81990,0.038601,0.012466,3.096,128973,0.025174,0.016299,1.544,66965
I7218.AG,0.038573,0.008385,90242,0.043628,0.007915,5.512,141761,0.00848,0.01059,0.801,73311
I7219.AG,0.032963,0.008824,95901,0.036362,0.008984,4.047,150958,0.007012,0.012433,0.564,78246
I7221.AG,0.031656,0.0097,99875,0.034053,0.008634,3.944,157036,0.018616,0.012005,1.551,80959
I7223.AG,0.029169,0.009201,97614,0.037147,0.009755,3.808,153457,0.02058,0.013585,1.515,79116
I7224.AG,0.034488,0.009063,98666,0.027586,0.008748,3.153,155060,-0.014479,0.011864,-1.22,79749
I7225.AG,0.041992,0.010506,97378,0.043959,0.008858,4.962,153300,0.018675,0.013225,1.412,79101
I7231.AG,0.039594,0.008634,99589,0.041375,0.008764,4.721,156698,0.018605,0.009792,1.9,80875
I7233.AG,0.027137,0.01009,101938,0.029699,0.009717,3.056,160312,0.02062,0.012161,1.696,82605
I7249.AG,0.02124,0.010253,89223,0.024935,0.009144,2.727,141195,0.001291,0.01391,0.093,73896
I7250.AG,0.008521,0.019003,18635,-0.00562,0.020639,-0.272,29294,-0.007527,0.029298,-0.257,15291
I7251.AG,0.036406,0.009789,86556,0.038916,0.008791,4.427,137027,0.022097,0.014886,1.484,71463
I7261.AG,0.043441,0.013261,48790,0.047267,0.011426,4.137,76180,0.020476,0.015814,1.295,39072
I7263.AG,0.039201,0.019763,16811,0.053531,0.021034,2.545,26140,0.026591,0.030507,0.872,13505
I7265.AG,0.021147,0.010614,51848,0.040318,0.011026,3.657,81655,0.02154,0.014525,1.483,42480
I7269.AG,0.028915,0.008989,80986,0.035617,0.00887,4.016,127913,0.024219,0.012168,1.99,66438
I7270.AG,0.039356,0.038971,4870,0.017857,0.038516,0.464,7670,-0.04098,0.059295,-0.691,3969
I7271.AG,0.082936,0.017695,22227,0.08143,0.01702,4.784,35287,0.060986,0.024203,2.52,18151
I7272.AG,0.041303,0.010113,88543,0.037574,0.010184,3.69,140101,0.01356,0.010938,1.24,73047
I7275.AG,0.041822,0.010464,81184,0.045594,0.010045,4.539,128372,0.031108,0.015407,2.019,66977
I7276.AG,0.036456,0.00956,87703,0.035596,0.009809,3.629,138770,0.028236,0.012602,2.241,72583
I7278.AG,0.046618,0.007379,91388,0.04692,0.008428,5.567,144577,0.021934,0.009606,2.283,75146
I7279.AG,0.032895,0.00964,74184,0.031881,0.009749,3.27,116926,0.017685,0.012987,1.362,60539
I7280.AG,0.040632,0.011409,89942,0.037668,0.011698,3.22,142067,0.019695,0.012771,1.542,74080
I7281.AG,0.039573,0.010045,87080,0.040828,0.010465,3.901,137816,0.015019,0.012217,1.229,72085
I7282.AG,0.026272,0.010271,90414,0.027496,0.009047,3.039,142753,0.028241,0.012323,2.292,74110
I7283.AG,0.02849,0.008601,86819,0.030324,0.009489,3.196,137334,0.00401,0.012669,0.317,71686
I7286.AG,0.037089,0.011745,92045,0.04444,0.008787,5.058,145329,0.023513,0.012184,1.93,75913
I7287.AG,0.046597,0.011738,73870,0.042219,0.010737,3.932,116444,0.009156,0.012445,0.736,60149
I7288.AG,0.032552,0.019158,10757,0.033961,0.019994,1.699,16796,0.011403,0.036402,0.313,8736
I7289.AG,0.042447,0.010779,88258,0.04849,0.010084,4.809,139453,0.013909,0.012936,1.075,72704
I7290.AG,0.045309,0.011348,93623,0.044889,0.009825,4.569,147640,0.026089,0.012315,2.119,76492
I7335.AG,0.029717,0.008722,83986,0.033652,0.008635,3.897,132155,0.008027,0.013987,0.574,68213
NIK007.AG,0.042084,0.012585,73008,0.043351,0.010376,4.178,114635,0.01166,0.013117,0.889,58504
TIM008.AG,0.046395,0.010184,76351,0.048209,0.01039,4.64,119897,0.044272,0.014511,3.051,60999
TIM005.AG,0.033494,0.010495,70479,0.036872,0.010693,3.448,111250,0.030814,0.012622,2.441,57795
I7399.AG,0.047526,0.007162,94188,0.048124,0.008062,5.969,148341,0.028469,0.012028,2.367,77104
I7411.AG,0.024427,0.010491,87471,0.024751,0.01077,2.298,136209,-0.003723,0.013891,-0.268,69604
I7412.AG,0.036412,0.008474,80208,0.038143,0.009845,3.874,124751,0.033624,0.014348,2.344,62439
I7414.AG,0.042385,0.007929,109825,0.037917,0.008397,4.516,172168,0.016987,0.010562,1.608,87241
I7416.AG,0.039092,0.009724,107380,0.038581,0.009336,4.133,168092,0.021695,0.012762,1.7,84980
I7419.AG,0.038694,0.009724,103512,0.044394,0.009457,4.695,161803,0.017222,0.013349,1.29,81659
I7420.AG,0.030597,0.009448,106504,0.044293,0.00885,5.005,166719,0.009288,0.013962,0.665,84454
I7421.AG,0.033181,0.009625,103356,0.029993,0.008703,3.446,161329,0.011915,0.012267,0.971,81450
I7423.AG,0.050464,0.025844,12126,0.070936,0.023748,2.987,19083,0.019334,0.038197,0.506,9814
I7424.AG,0.024027,0.013171,63977,0.021631,0.012093,1.789,101125,0.031785,0.01761,1.805,52770
I7425.AG,0.048082,0.010097,83880,0.03398,0.010451,3.251,132424,0.024619,0.013666,1.801,68462
I7454.AG,0.056219,0.015904,19025,0.055162,0.015424,3.576,29976,0.018268,0.022288,0.82,15653
I7457.AG,0.036286,0.011544,59097,0.044349,0.0108,4.106,93012,0.0367,0.015924,2.305,47786
I7479.AG,0.029658,0.009678,99806,0.035965,0.009113,3.947,157031,0.016747,0.014143,1.184,81617
I7480.AG,0.032747,0.009473,101793,0.035636,0.009991,3.567,160260,0.013338,0.012359,1.079,82930
I7483.AG,0.040513,0.007915,100715,0.038666,0.008655,4.468,158346,0.01286,0.012655,1.016,82064
I7484.AG,0.02867,0.010107,98493,0.037265,0.0092,4.051,155174,0.027385,0.011238,2.437,80795
I7486.AG,0.032782,0.010298,97579,0.035377,0.009518,3.717,153637,0.008361,0.013884,0.602,79578
I7487.AG,0.03265,0.009255,95505,0.037234,0.008599,4.33,150533,0.030018,0.011697,2.566,78991
I7488.AG,0.051171,0.009418,100952,0.050678,0.008818,5.747,159069,0.013348,0.014082,0.948,82469
I7489.AG,0.044333,0.009647,79290,0.05359,0.009947,5.388,124220,0.03292,0.011976,2.749,63435
I7490.AG,0.041901,0.009902,97324,0.041389,0.00957,4.325,153281,0.022135,0.012297,1.8,80026
I7492.AG,0.028297,0.010207,107532,0.026307,0.00973,2.704,168123,0.012368,0.013516,0.915,85432
I7493.AG,0.009138,0.014508,41507,0.022123,0.013117,1.687,64031,-0.001991,0.019338,-0.103,32305
I7494.AG,0.05009,0.008939,89094,0.038709,0.008398,4.609,138435,0.016105,0.013551,1.189,69617
I7495.AG,0.02295,0.008654,98648,0.024887,0.008525,2.919,153885,0.015265,0.012296,1.241,77703
I7497.AG,0.028044,0.022924,13096,0.048191,0.019577,2.462,20340,0.023847,0.033583,0.71,10500
I7498.AG,0.036371,0.011573,87787,0.033613,0.010081,3.334,138095,0.038169,0.014637,2.608,70936
I7499.AG,0.036002,0.009404,100571,0.037827,0.008597,4.4,158258,0.007136,0.014398,0.496,81494
I7500.AG,0.066065,0.034082,8645,0.068194,0.03257,2.094,13292,0.093746,0.039951,2.346,6549
I7526.AG,0.027211,0.025225,12458,0.028004,0.021164,1.323,19500,0.015979,0.027491,0.581,9790
I7542.AG,0.035686,0.012752,58683,0.036527,0.013424,2.721,90824,0.045133,0.017357,2.6,45859
I7547.AG,0.007247,0.031063,8100,0.016567,0.027069,0.612,12336,-0.052164,0.045049,-1.158,6263
I7549.AG,0.050612,0.016042,32275,0.053293,0.016018,3.327,49910,0.05049,0.021628,2.334,25395
I7550.AG,0.016203,0.009892,76916,0.014,0.009105,1.538,120427,-0.012044,0.015302,-0.787,61616
I7554.AG,0.038204,0.010117,90879,0.03818,0.010573,3.611,143669,-0.005806,0.011579,-0.501,75011
I7568.AG,0.032512,0.010621,90201,0.034898,0.010376,3.363,142502,0.004635,0.013002,0.356,74745
I7569.AG,0.001561,0.035198,6676,0.042165,0.033308,1.266,10331,0.058386,0.048198,1.211,5261
I7570.AG,0.023231,0.010993,89551,0.029116,0.010292,2.829,141430,0.010737,0.012227,0.878,73522
I7571.AG,0.037116,0.011718,88516,0.046176,0.010883,4.243,140042,0.024183,0.014934,1.619,73239
I7572.AG,0.023708,0.011225,75611,0.031041,0.00975,3.184,119430,-0.015875,0.012805,-1.24,62043
I7573.AG,0.03316,0.008184,83041,0.037063,0.008639,4.29,131237,0.016925,0.013364,1.266,68571
I7574.AG,0.043402,0.010081,92643,0.046176,0.009465,4.878,146194,0.012666,0.011315,1.119,76342
I7575.AG,0.040049,0.008041,92663,0.041226,0.008905,4.63,146229,0.01226,0.010898,1.125,76086
I7576.AG,0.042377,0.010076,90096,0.044352,0.010758,4.123,142243,0.016193,0.011441,1.415,73947
I7577.AG,0.033305,0.009822,89828,0.032401,0.010218,3.171,141766,0.006411,0.013532,0.474,73459
I7578.AG,0.039147,0.010327,90843,0.036041,0.009971,3.615,143658,0.016284,0.01206,1.35,74863
I7579.AG,0.035102,0.009159,89926,0.041971,0.009512,4.413,142009,0.023641,0.011822,2.0,73947
I7580.AG,0.038247,0.009077,90595,0.039346,0.00858,4.586,143037,0.019931,0.013536,1.472,74745
I7584.AG,0.080179,0.028019,6505,0.070666,0.029896,2.364,10131,0.004615,0.036961,0.125,5185
I7585.AG,0.018953,0.027065,9458,0.049229,0.026189,1.88,14798,-0.007852,0.03722,-0.211,7707
I7587.AG,0.037484,0.031095,6432,0.041164,0.026442,1.557,10135,0.033674,0.041139,0.819,5214
I7594.AG,0.026478,0.016501,21760,0.032543,0.017243,1.887,33748,-0.0043,0.021009,-0.205,16910
I7598.AG,0.053346,0.013999,46014,0.049933,0.012663,3.943,71999,0.068027,0.017329,3.926,37759
I7600.AG,0.025433,0.01344,39239,0.033746,0.013184,2.56,61551,0.020222,0.022988,0.88,31530
I7601.AG,0.000542,0.016547,21211,0.01639,0.017056,0.961,33283,-0.002526,0.019711,-0.128,17079
I7602.AG,0.035942,0.010349,74556,0.034263,0.010826,3.165,116086,0.004989,0.015902,0.314,58694
I7603.AG,0.044821,0.012383,66125,0.035005,0.011198,3.126,103819,0.000855,0.017104,0.05,53695
I7604.AG,0.036053,0.01109,82885,0.048089,0.011372,4.229,129902,0.02915,0.013093,2.226,66170
I7605.AG,0.037667,0.012876,44993,0.030449,0.013393,2.274,70678,0.012905,0.015469,0.834,36298
I7606.AG,0.035615,0.009261,96021,0.044538,0.009963,4.47,151591,0.015391,0.01341,1.148,79681
I7615.AG,0.01944,0.026921,9441,0.018344,0.02728,0.672,14778,0.015097,0.042342,0.357,7616
I7626.AG,0.051829,0.00921,90190,0.057669,0.008917,6.467,142554,0.019188,0.012244,1.567,73952
I7627.AG,0.040728,0.009106,91383,0.049875,0.009422,5.293,144508,0.030937,0.013495,2.292,75842
I7628.AG,0.038619,0.0138,47668,0.037757,0.012019,3.141,74772,0.022778,0.020662,1.102,38715
I7635.AG,0.027124,0.012806,57559,0.033641,0.010997,3.059,90447,0.015511,0.013971,1.11,47013
I7638.AG,0.045553,0.010463,70424,0.044072,0.010666,4.132,110572,0.007426,0.013721,0.541,57113
I7639.AG,0.049276,0.03078,6965,0.050432,0.028738,1.755,11007,0.034509,0.046791,0.738,5738
I7640.AG,0.037142,0.009939,92018,0.035422,0.009131,3.879,145378,0.003745,0.011175,0.335,75710
I7642.AG,0.05287,0.011396,73382,0.045512,0.011352,4.009,115483,0.03762,0.016003,2.351,59108
I7643.AG,0.034537,0.018841,18611,0.033836,0.018485,1.83,29269,0.02115,0.026451,0.8,14872
I7644.AG,-0.002986,0.013776,41698,0.009143,0.012299,0.743,65108,-0.034417,0.018408,-1.87,32816
I7645.AG,-0.051627,0.03257,4190,-0.047153,0.035982,-1.31,6467,0.012276,0.049959,0.246,3205
I7646.AG,0.054432,0.019438,16772,0.052245,0.020699,2.524,26325,0.020164,0.030578,0.659,13551
I7650.AG,0.085499,0.028719,8278,0.075222,0.02277,3.304,13132,0.020164,0.038598,0.522,6721
I7670.AG,0.03693,0.011407,58799,0.044759,0.011058,4.048,92675,0.021857,0.019488,1.122,47716
I7671.AG,0.03154,0.010052,89159,0.043582,0.009257,4.708,139586,0.01906,0.013858,1.375,71904
I7672.AG,0.025708,0.034008,6887,0.053344,0.032173,1.658,10881,-0.062914,0.041173,-1.528,5577
I7673.AG,0.010931,0.017042,35803,0.021774,0.013595,1.602,56412,0.012143,0.018071,0.672,29050
I7675.AG,0.026931,0.019598,14685,0.034232,0.019739,1.734,23264,0.000366,0.030241,0.012,12021
I7676.AG,0.060025,0.0321,8496,0.061636,0.029856,2.064,13397,-0.046472,0.038965,-1.193,6974
I7677.AG,0.04049,0.009334,97184,0.039968,0.008885,4.498,153188,0.017546,0.0125,1.404,79276
I7679.AG,0.002345,0.046839,4405,0.038128,0.041198,0.925,6802,-0.036976,0.064902,-0.57,3403
I7691.AG,0.085848,0.021526,10248,0.072633,0.020537,3.537,15858,0.027609,0.038441,0.718,8068
I7692.AG,0.013979,0.028968,7357,0.008828,0.029452,0.3,11331,-0.004906,0.052916,-0.093,5771
I7714.AG,0.026281,0.011733,82591,0.032996,0.010244,3.221,129532,0.013119,0.012913,1.016,66292
I7715.AG,0.039003,0.008061,106345,0.035855,0.007901,4.538,167288,-0.001673,0.010892,-0.154,86088
I7716.AG,0.039987,0.010379,104318,0.03535,0.009318,3.794,164263,0.027779,0.012116,2.293,84525
I7717.AG,0.048069,0.008798,102231,0.041668,0.009066,4.596,160649,0.028376,0.011089,2.559,82783
I7718.AG,0.032623,0.01054,91814,0.031643,0.009832,3.218,144046,0.02521,0.012289,2.051,73750
I7719.AG,0.04023,0.007797,98661,0.040558,0.007117,5.699,154757,0.020141,0.011848,1.7,79048
I7720.AG,0.027706,0.009113,95191,0.03431,0.009998,3.432,149485,0.004704,0.012536,0.375,76539
I7721.AG,0.044536,0.008186,104724,0.040535,0.008475,4.783,164361,0.010116,0.012347,0.819,84099
I7722.AG,0.017148,0.009908,101358,0.022277,0.009887,2.253,159239,0.01213,0.012425,0.976,81722
I7723.AG,0.041791,0.009172,102827,0.042543,0.008734,4.871,161583,0.007208,0.012723,0.567,82807
I7759.AG,0.052813,0.009559,81293,0.057379,0.009917,5.786,128054,0.023497,0.014444,1.627,66648
I7762.AG,0.045873,0.013813,42793,0.04079,0.012711,3.209,67389,-0.022363,0.017732,-1.261,35436
