genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
I12438.AG.TW,0.021242,0.005475,391096,0.013083,0.004897,2.671,853700,0.000574,0.007033,0.082,465246
I21385.TW,0.031,0.005911,442751,0.021295,0.004645,4.584,959930,-0.001192,0.004777,-0.249,510503
I21385.AG,0.028884,0.005516,405027,0.018969,0.004592,4.131,886095,-0.007835,0.005682,-1.379,481007
I21385.AG.TW,0.027316,0.005493,477340,0.01799,0.004625,3.89,1037357,-0.00749,0.005166,-1.45,546397
I21387.AG,0.013746,0.012772,60784,0.015962,0.008504,1.877,132089,0.011977,0.010367,1.155,71746
I21388.TW,0.016405,0.005353,477324,0.01633,0.004651,3.511,1035912,-0.004379,0.006278,-0.697,545475
I21388.AG,0.012897,0.011288,52972,0.009783,0.008352,1.171,114972,-0.007346,0.015717,-0.467,63085
I21388.AG.TW,0.016277,0.004959,478363,0.014815,0.004852,3.054,1038279,-0.010489,0.006846,-1.532,546356
I21389.TW,0.01863,0.005468,357925,0.015547,0.004049,3.839,778250,-0.000313,0.006123,-0.051,426094
I21389.AG,0.020273,0.011708,81993,0.017614,0.00738,2.387,179491,-0.003501,0.012364,-0.283,98895
I21389.AG.TW,0.020064,0.005716,375227,0.016203,0.004751,3.411,816357,-0.003014,0.006222,-0.484,445071
I21391.TW,0.033987,0.010988,66808,0.013132,0.009184,1.43,145969,0.000903,0.011656,0.077,82682
I21391.AG.TW,0.033274,0.009761,76767,0.018003,0.009165,1.964,167645,-0.002396,0.011375,-0.211,94316
I21393.TW,0.025269,0.005255,446697,0.020659,0.004525,4.566,969312,-0.002186,0.006349,-0.344,517931
I21393.AG,0.016553,0.007222,147678,0.010496,0.005635,1.863,322263,0.004837,0.008686,0.557,175296
I21393.AG.TW,0.022181,0.004663,455995,0.018718,0.004374,4.279,990026,4.8e-05,0.006089,0.008,526948
I21395.TW,0.017026,0.006302,332573,0.015679,0.005541,2.829,722876,0.003913,0.005738,0.682,396037
I21395.AG,0.00404,0.009015,69459,0.006831,0.007973,0.857,153651,-0.011113,0.01136,-0.978,84358
I21395.AG.TW,0.015252,0.005995,349395,0.013347,0.005283,2.527,760388,-0.002855,0.005434,-0.525,415315
I18202.TW,0.006192,0.022382,13593,0.007673,0.019043,0.403,29063,-0.026734,0.024304,-1.1,16005
I18202.AG,0.012487,0.014689,31883,0.010035,0.010709,0.937,68046,-0.009401,0.019815,-0.474,36534
I18202.AG.TW,0.010311,0.013232,44371,0.010826,0.010528,1.028,94814,-0.010609,0.016586,-0.64,51269
I20072.TW,0.066078,0.020487,14027,0.040054,0.018481,2.167,30407,0.025288,0.024819,1.019,17057
I20072.AG.TW,0.044555,0.018846,19236,0.032369,0.019126,1.692,41742,0.001198,0.021055,0.057,23077
I21387.TW,0.016891,0.007422,220982,0.013737,0.005903,2.327,478426,-0.00775,0.007083,-1.094,258862
I21387.AG.TW,0.018476,0.007244,252935,0.016262,0.005704,2.851,548025,-0.006075,0.005979,-1.016,296094
I5894.TW,0.003037,0.018662,21735,0.018978,0.016705,1.136,47489,-0.025303,0.021731,-1.164,27274
I5894.AG.TW,0.024762,0.015914,29001,0.019233,0.01321,1.456,63111,-0.01438,0.017944,-0.801,35428
I11048.TW,0.025662,0.004824,483298,0.019718,0.004711,4.186,1048352,-0.001337,0.005996,-0.223,550598
I11048.AG,0.015589,0.006687,163741,0.013657,0.006551,2.085,357369,-0.011766,0.009556,-1.231,190836
I11048.AG.TW,0.023154,0.004837,484979,0.018427,0.005016,3.673,1052328,-0.001177,0.006441,-0.183,551890
I28388.TW,0.018242,0.00608,480341,0.018337,0.004936,3.715,1041686,0.007517,0.005866,1.281,548580
I28388.AG.TW,0.019656,0.006178,485230,0.017116,0.004984,3.434,1053495,0.00433,0.005527,0.784,552871
I19020.AG.TW,0.016431,0.019682,22705,-0.003788,0.012978,-0.292,49280,-0.042979,0.02276,-1.888,26482
I11049.TW,0.017023,0.006697,220636,0.012101,0.004919,2.46,478575,-0.003283,0.008049,-0.408,257316
I11049.AG,0.020907,0.012384,46196,0.030042,0.008824,3.405,100962,0.031962,0.014198,2.251,52933
I11049.AG.TW,0.01669,0.00602,244660,0.014198,0.00468,3.033,531187,0.002307,0.007617,0.303,284479
I28394.TW,0.017372,0.013599,40370,0.012487,0.010342,1.207,87538,-0.0222,0.014179,-1.566,47475
I28394.AG.TW,0.023898,0.005921,374159,0.016174,0.005246,3.083,820643,-0.000882,0.00544,-0.162,450610
I10208.AG,-0.005316,0.009694,126744,0.002659,0.006756,0.394,272898,-0.011733,0.009339,-1.256,145988
I10208.AG.TW,0.014802,0.005429,431337,0.012132,0.00485,2.501,929475,0.002709,0.005657,0.479,500066
I11850.TW,0.031047,0.019162,21474,0.012093,0.012632,0.957,46248,-0.013226,0.021307,-0.621,25635
I11850.AG.TW,0.053998,0.017778,25761,0.02294,0.011708,1.959,55552,-0.001215,0.019393,-0.063,30692
I1671.TW,0.01276,0.0066,272889,0.005076,0.005207,0.975,584214,0.006721,0.006921,0.971,312768
I1671.AG.TW,0.011317,0.006399,371640,0.002574,0.004918,0.523,802234,0.000773,0.006184,0.125,426680
I12168.TW,0.020385,0.004737,470882,0.015838,0.004259,3.719,1019443,0.006252,0.00562,1.112,534671
I12168.AG,0.017102,0.006423,226368,0.017009,0.005569,3.054,494495,0.005607,0.008076,0.694,262151
I12168.AG.TW,0.026763,0.004655,479784,0.018699,0.003763,4.969,1039952,0.007122,0.005408,1.317,543797
I2448.TW,0.029138,0.007193,212412,0.022953,0.005447,4.214,456363,-0.005064,0.008689,-0.583,251972
I2448.AG.TW,0.025804,0.005881,332972,0.019964,0.004722,4.228,721395,-0.002219,0.00679,-0.327,390190
I2110.TW,0.019268,0.00661,259452,0.01742,0.005565,3.13,558092,0.003545,0.006894,0.514,305346
I2110.AG.TW,0.019564,0.006517,290066,0.018351,0.005465,3.358,625900,0.003581,0.006878,0.521,341030
I24277.TW,0.019388,0.004666,488944,0.013921,0.004212,3.305,1060076,-0.002172,0.005434,-0.4,554256
I24277.AG,0.020319,0.006131,302987,0.01473,0.00517,2.849,664302,-0.001674,0.006618,-0.253,363125
I24277.AG.TW,0.017804,0.005112,491315,0.013032,0.004214,3.093,1066205,-0.003254,0.004879,-0.667,556212
I6559.TW,0.015464,0.008497,182118,0.015697,0.006586,2.383,389513,-0.010295,0.007918,-1.3,216240
I6559.AG,0.012229,0.016099,34266,0.003202,0.01262,0.254,72724,-0.042248,0.017684,-2.389,37962
I6559.AG.TW,0.016546,0.008011,201042,0.012637,0.005932,2.13,430137,-0.011786,0.007979,-1.477,236945
I1423.TW,0.017856,0.006404,236768,0.013943,0.006404,2.177,508553,0.003916,0.006398,0.612,281013
I1423.AG,0.018081,0.009243,91669,0.016362,0.008118,2.015,200872,-0.013823,0.010664,-1.296,108199
I1423.AG.TW,0.01845,0.006517,277413,0.013142,0.006469,2.032,598725,-0.00406,0.005271,-0.77,328198
I24280.TW,0.015159,0.005375,470146,0.010929,0.004487,2.436,1019557,-0.006427,0.006592,-0.975,536017
I24280.AG,0.009578,0.005772,316916,0.008844,0.004717,1.875,696629,-0.011496,0.007239,-1.588,382129
I24280.AG.TW,0.017638,0.00544,481699,0.011573,0.004791,2.416,1045961,-0.006886,0.00698,-0.987,548089
I3719.TW,0.018441,0.005098,424757,0.006105,0.004752,1.285,917533,-0.003565,0.006154,-0.579,487888
I3719.AG,0.014584,0.006799,181926,0.006351,0.006206,1.023,396629,-0.001205,0.007253,-0.166,211981
I3719.AG.TW,0.018121,0.005659,445517,0.006799,0.004938,1.377,964482,-0.002165,0.005887,-0.368,510970
I8554.TW,0.013366,0.008079,83740,0.012361,0.007082,1.745,179152,-0.025313,0.010839,-2.335,100047
I8554.AG.TW,0.015132,0.007636,88371,0.012985,0.006831,1.901,188935,-0.02056,0.011257,-1.826,105137
I0726.TW,0.024294,0.005718,306892,0.009279,0.004538,2.045,659715,-0.00693,0.006726,-1.03,345788
I0726.AG.TW,0.019967,0.005643,339626,0.005906,0.004239,1.393,731635,-0.013294,0.006489,-2.049,382169
I1424.TW,0.011782,0.019987,24465,0.026395,0.01383,1.909,52621,0.027809,0.017961,1.548,29864
I17432.TW,0.020195,0.005004,264324,0.016668,0.004264,3.909,573652,-0.000858,0.005193,-0.165,322836
I17432.AG,0.032494,0.013349,56499,0.017793,0.010081,1.765,121677,0.020426,0.014963,1.365,63750
I17432.AG.TW,0.020521,0.005284,285224,0.017264,0.004524,3.816,618532,0.000218,0.006574,0.033,344579
I3141.TW,0.021273,0.006994,131617,0.012795,0.006388,2.003,278284,-7.1e-05,0.008309,-0.008,149534
I3141.AG.TW,0.019522,0.007034,168317,0.012704,0.00625,2.033,357934,0.001491,0.007675,0.194,191077
I24276.TW,0.022571,0.004871,467118,0.01689,0.004042,4.178,1011526,0.003447,0.004818,0.715,533797
I24276.AG,0.026964,0.006004,296189,0.020661,0.004978,4.151,650951,-0.00262,0.005482,-0.478,357816
I24276.AG.TW,0.027143,0.005072,478977,0.019954,0.004336,4.602,1039479,0.001254,0.004927,0.254,546798
I10597.TW,0.02084,0.006086,361019,0.014785,0.005352,2.763,773313,-0.005588,0.006325,-0.884,410533
I10597.AG,0.019778,0.006613,224548,0.007132,0.005617,1.27,485542,-0.012212,0.007485,-1.632,253022
I10597.AG.TW,0.02189,0.005736,415639,0.010839,0.004975,2.179,895833,-0.009908,0.005991,-1.654,471815
I10630.TW,0.017393,0.00596,407350,0.01423,0.005615,2.534,879917,-0.001221,0.005365,-0.228,461987
I10630.AG,0.017264,0.006849,252929,0.014689,0.006292,2.335,551295,-0.012046,0.007538,-1.598,290373
I10630.AG.TW,0.014107,0.005543,450049,0.010509,0.005333,1.971,975045,-0.006642,0.005316,-1.249,510058
I11999.TW,0.016779,0.007384,314336,0.01754,0.005364,3.27,676627,0.000132,0.005573,0.024,361622
I11999.AG,0.011482,0.00722,171679,0.010603,0.006179,1.716,375874,-0.016944,0.007225,-2.345,197503
I11999.AG.TW,0.015619,0.006406,372913,0.016455,0.005216,3.155,806439,-0.000754,0.004869,-0.155,427819
I12493.TW,0.035318,0.024522,18111,0.015893,0.015592,1.019,38190,0.015581,0.020591,0.757,22163
I12493.AG.TW,0.027369,0.021113,21494,0.007205,0.013826,0.521,45730,0.001882,0.018557,0.101,26226
I12617.TW,0.011639,0.01542,26042,0.010521,0.011008,0.956,55568,-0.014406,0.016036,-0.898,30962
I12617.AG.TW,0.023385,0.014166,35719,0.020183,0.009854,2.048,76348,-0.005856,0.012085,-0.485,42232
I13863.TW,0.022,0.006442,184547,0.013336,0.005286,2.523,398972,-0.013647,0.006819,-2.001,217442
I13863.AG.TW,0.017524,0.005531,254617,0.013003,0.004845,2.684,553986,-0.016536,0.0063,-2.625,301834
I17744.TW,0.021291,0.008353,151678,0.009086,0.006115,1.486,323821,0.003056,0.008467,0.361,181441
I17744.AG,0.013718,0.010077,67165,0.015279,0.0068,2.247,144243,0.015428,0.010145,1.521,78615
I17744.AG.TW,0.017974,0.007351,192080,0.00962,0.005763,1.669,411041,0.005507,0.007636,0.721,228031
I18819.TW,0.014088,0.013316,38073,0.015768,0.011561,1.364,80411,0.018403,0.016069,1.145,44287
I18819.AG,0.024463,0.009848,68064,0.021343,0.009123,2.34,146103,-0.004649,0.014775,-0.315,75616
I18819.AG.TW,0.020772,0.008862,99067,0.019562,0.007949,2.461,211741,0.005409,0.011974,0.452,112063
I20089.TW,0.022069,0.005644,482773,0.016568,0.005225,3.171,1046551,0.002192,0.006444,0.34,546198
I20089.AG,0.022368,0.012629,49197,0.024875,0.010637,2.339,106826,0.000638,0.018682,0.034,57959
I20089.AG.TW,0.023429,0.005143,483834,0.017972,0.004777,3.762,1049145,-0.001369,0.00622,-0.22,547268
I4429.TW,0.016136,0.00568,218340,0.006068,0.005465,1.11,465888,-0.003421,0.007497,-0.456,243248
I4429.AG,0.015932,0.006927,269598,0.016531,0.005799,2.851,587126,0.0042,0.006337,0.663,314092
I4429.AG.TW,0.01859,0.00564,368204,0.013789,0.005216,2.643,796330,0.003982,0.005864,0.679,419382
I5886.TW,0.026721,0.007885,204240,0.016288,0.006618,2.461,435844,0.002915,0.008395,0.347,235255
I5886.AG,0.016536,0.008455,155965,0.007371,0.006781,1.087,337545,-0.007198,0.009338,-0.771,176968
I5886.AG.TW,0.023323,0.007065,290080,0.01199,0.005996,2.0,624105,-0.000921,0.007273,-0.127,332573
I6705.TW,0.021281,0.005399,375958,0.013324,0.004901,2.719,805938,-0.003971,0.006235,-0.637,430405
I6705.AG,0.018833,0.006297,269160,0.017675,0.005388,3.281,581818,0.001282,0.006809,0.188,311662
I6705.AG.TW,0.018811,0.004925,431046,0.013292,0.004766,2.789,929870,-0.000166,0.006202,-0.027,493167
I6884.TW,0.01786,0.005861,222134,0.010862,0.005293,2.052,468137,0.001494,0.006918,0.216,255704
I6884.AG,0.019856,0.010972,83917,0.017843,0.00844,2.114,176739,0.001922,0.01284,0.15,93206
I6884.AG.TW,0.018557,0.005539,260487,0.013271,0.00467,2.842,550880,-0.002689,0.006993,-0.384,297966
I6885.TW,0.019603,0.008225,198116,0.017728,0.006769,2.619,424958,-0.013542,0.007961,-1.701,230049
I6885.AG,0.015033,0.007962,217103,0.014698,0.006282,2.34,467910,0.000126,0.00885,0.014,249887
I6885.AG.TW,0.017518,0.006874,324326,0.016666,0.006069,2.746,699294,-0.005081,0.007204,-0.705,373523
I6905.TW,0.017685,0.006319,325577,0.017087,0.006108,2.798,694230,-0.001223,0.007304,-0.167,371738
I6905.AG.TW,0.014474,0.006132,350388,0.01451,0.005868,2.473,748529,0.000528,0.006964,0.076,398811
I7857.AG,0.05037,0.020009,19894,0.037399,0.014008,2.67,41287,0.004271,0.01606,0.266,21702
I7857.AG.TW,0.047992,0.015954,28429,0.02689,0.011474,2.344,59071,-0.011079,0.014254,-0.777,31555
I8451.TW,0.023556,0.00587,246526,0.019576,0.005187,3.774,531795,0.002565,0.005643,0.455,290396
I8451.AG,0.028605,0.00969,140516,0.025727,0.00718,3.583,306775,0.006637,0.009601,0.691,164352
I8451.AG.TW,0.024734,0.005956,311242,0.022101,0.005338,4.141,674113,0.001927,0.006207,0.31,364394
I8742.TW,0.029569,0.006256,192769,0.021003,0.005516,3.807,413793,0.004574,0.007221,0.633,222489
I8742.AG,0.011678,0.010495,76688,0.020997,0.008937,2.349,166167,-0.002846,0.010254,-0.278,89699
I8742.AG.TW,0.02376,0.006251,237691,0.020854,0.00563,3.704,511844,-0.001328,0.006452,-0.206,274935
I10034.TW,0.024023,0.006839,252297,0.016144,0.004993,3.234,540981,-0.007838,0.006918,-1.133,290013
I10034.AG,0.025086,0.009089,129958,0.018683,0.006545,2.854,283728,-0.001329,0.008802,-0.151,152821
I10034.AG.TW,0.022402,0.006393,312540,0.017544,0.004485,3.912,674285,-0.001788,0.006441,-0.278,360346
I10627.TW,0.024055,0.006532,236276,0.024613,0.005452,4.515,508440,0.007588,0.008106,0.936,268451
I10627.AG,0.01892,0.006852,142041,0.023544,0.005689,4.138,309931,0.00736,0.009935,0.741,165387
I10627.AG.TW,0.023041,0.005818,309105,0.022635,0.004937,4.585,668599,0.008742,0.007219,1.211,352972
I10714.TW,0.024383,0.006063,330491,0.0124,0.005393,2.299,713624,-0.017549,0.006472,-2.712,377844
I10714.AG,0.020804,0.008252,190147,0.015364,0.006814,2.255,415162,-0.005922,0.009655,-0.613,220553
I10714.AG.TW,0.02338,0.006374,390642,0.015684,0.005568,2.817,846309,-0.009467,0.006985,-1.355,446600
I12498.TW,0.024333,0.006376,369466,0.018986,0.005013,3.787,803098,0.007055,0.006883,1.025,443455
I12498.AG.TW,0.026548,0.006748,400220,0.022027,0.005222,4.218,871570,0.005029,0.006315,0.796,477478
I14897.TW,0.01332,0.007241,177089,0.008283,0.004674,1.772,383850,-0.015099,0.008389,-1.8,209418
I14897.AG.TW,0.016773,0.005922,239784,0.01259,0.004274,2.946,521664,-0.016084,0.006669,-2.412,284864
I18820.TW,0.016073,0.007735,145013,0.01518,0.006408,2.369,310716,-0.00626,0.0094,-0.666,171198
I18820.AG,0.011299,0.006541,249252,0.006778,0.005623,1.205,543965,-0.006139,0.008046,-0.763,288682
I18820.AG.TW,0.011789,0.006274,311578,0.010496,0.004932,2.128,676489,-0.005992,0.007369,-0.813,362660
I20101.TW,0.027735,0.005461,353439,0.018648,0.005108,3.651,766441,-0.008724,0.005526,-1.579,408207
I20101.AG,0.019173,0.009518,89008,0.01056,0.00763,1.384,194205,-0.008844,0.010823,-0.817,105457
I20101.AG.TW,0.025414,0.005431,376763,0.01576,0.004953,3.182,817925,-0.00706,0.005705,-1.238,434945
I20541.TW,0.025345,0.011999,79302,0.019404,0.009502,2.042,171268,-0.007688,0.013107,-0.587,95673
I20541.AG,0.021617,0.008742,115814,0.012186,0.007772,1.568,255704,-0.008026,0.010097,-0.795,140660
I20541.AG.TW,0.02416,0.008063,173560,0.016851,0.0068,2.478,379441,-0.009107,0.008454,-1.077,209508
I27282.TW,0.027093,0.007229,187500,0.014349,0.006301,2.277,403501,-0.000662,0.008424,-0.079,224754
I27282.AG,0.003456,0.009496,93224,-0.002112,0.007988,-0.264,203501,-0.027676,0.009626,-2.875,110262
I27282.AG.TW,0.022792,0.006096,237695,0.011833,0.005701,2.075,514000,-0.007024,0.006938,-1.013,283688
I27930.TW,0.031676,0.022803,17964,0.030508,0.01664,1.833,38853,-0.008606,0.024063,-0.358,21941
I27930.AG,0.01566,0.022777,14182,0.000345,0.018194,0.019,31309,-0.015825,0.029645,-0.534,17143
I27930.AG.TW,0.02741,0.017778,31399,0.020297,0.013808,1.47,68511,-0.009245,0.018931,-0.488,38138
I27983.TW,0.019378,0.011231,60648,0.021743,0.010479,2.075,131764,-9e-05,0.01158,-0.008,70872
I27983.AG,0.023109,0.011827,70659,0.021665,0.008556,2.532,155856,-0.017439,0.011191,-1.558,85898
I27983.AG.TW,0.022112,0.008632,122152,0.022867,0.007207,3.173,267487,-0.009482,0.008611,-1.101,145585
I5120.TW,0.016543,0.006824,314496,0.010429,0.006019,1.733,678798,0.002548,0.007171,0.355,369082
I5120.AG.TW,0.018565,0.00631,342333,0.011561,0.005302,2.181,740478,0.002866,0.006792,0.422,401093
I5888.TW,0.018269,0.007293,224763,0.01421,0.00587,2.421,477172,-0.001448,0.007223,-0.201,253353
I5888.AG,0.031192,0.008009,170084,0.022096,0.005873,3.762,366993,0.004526,0.008625,0.525,190545
I5888.AG.TW,0.022911,0.007056,313134,0.018089,0.005418,3.339,671710,0.002469,0.006727,0.367,353238
I6297.TW,0.018933,0.005809,247634,0.018859,0.004964,3.799,527469,-0.002397,0.006687,-0.358,282615
I6297.AG,0.019529,0.006667,127110,0.014338,0.006254,2.292,271945,0.002289,0.011523,0.199,142839
I6297.AG.TW,0.016163,0.004774,306237,0.014882,0.004102,3.628,655067,-0.001433,0.006965,-0.206,348096
I6904.TW,0.021509,0.006302,406745,0.018821,0.004727,3.981,878742,-0.00208,0.004936,-0.421,468680
I6904.AG.TW,0.026142,0.006138,429736,0.021041,0.004645,4.529,930152,-0.00085,0.005533,-0.154,493159
NEO182.TW,0.027469,0.005199,476664,0.019878,0.004638,4.286,1032916,-0.003307,0.006137,-0.539,541705
NEO182.AG.TW,0.026548,0.005517,476888,0.020417,0.004721,4.325,1033473,-0.003708,0.005816,-0.638,541967
NEO183.TW,0.027312,0.007643,271442,0.020838,0.006566,3.174,583481,-0.001317,0.00816,-0.161,316957
NEO183.AG.TW,0.02423,0.006471,343529,0.020293,0.005738,3.537,742335,0.004026,0.006683,0.602,399538
I8744.TW,0.023168,0.00787,195090,0.022076,0.006258,3.528,419616,0.003655,0.007705,0.474,226189
I8744.AG,0.018077,0.010637,63606,0.021651,0.00753,2.875,138845,0.001801,0.013036,0.138,74518
I8744.AG.TW,0.024214,0.006501,231843,0.023311,0.005378,4.335,500650,0.006224,0.006932,0.898,269032
I8950.TW,0.021421,0.007082,197700,0.01077,0.006043,1.782,418658,-0.000153,0.00844,-0.018,226561
I8950.AG,0.015685,0.014236,51437,0.008802,0.008243,1.068,110537,-0.012982,0.01501,-0.865,59085
I8950.AG.TW,0.023996,0.006557,226050,0.010229,0.005057,2.023,480832,-0.004245,0.007771,-0.546,259230
I8951.TW,0.023477,0.005086,437532,0.019667,0.00452,4.351,947611,-0.003226,0.005471,-0.59,502924
I8951.AG,0.0266,0.006578,237458,0.020691,0.005392,3.837,524658,0.008877,0.007182,1.236,287324
I8951.AG.TW,0.025344,0.004793,457833,0.022405,0.004004,5.596,993195,0.001628,0.005181,0.314,525763
I10498.TW,0.027275,0.007455,225370,0.021313,0.006288,3.39,481764,-0.00162,0.006533,-0.248,266203
I10498.AG,0.027355,0.006689,206356,0.020584,0.00534,3.855,450073,0.005002,0.007314,0.684,235635
I10498.AG.TW,0.024284,0.006492,324910,0.017826,0.0051,3.495,702296,-0.00146,0.006296,-0.232,377942
I10628.TW,0.025415,0.005521,371846,0.017869,0.0046,3.885,802388,0.002208,0.007056,0.313,420603
I10628.AG,0.024029,0.006952,221621,0.019503,0.005269,3.702,482841,-0.002287,0.008414,-0.272,254230
I10628.AG.TW,0.022154,0.005085,425950,0.017553,0.004252,4.128,922234,0.000819,0.006495,0.126,481930
I11831.TW,-0.000901,0.00791,122538,0.004893,0.005776,0.847,263361,-0.010186,0.010442,-0.976,146871
I11831.AG,0.012995,0.010139,79159,0.010674,0.008576,1.245,173334,0.012328,0.01245,0.99,91184
I11831.AG.TW,0.005685,0.007411,176416,0.007546,0.006117,1.234,381713,-0.000919,0.009155,-0.1,208440
I12823.TW,0.01336,0.007034,263624,0.010008,0.005116,1.956,560166,-0.002997,0.006646,-0.451,299451
I12823.AG,0.003667,0.012028,58836,0.00966,0.009995,0.967,125598,-0.000606,0.015297,-0.04,65847
I12823.AG.TW,0.013342,0.006917,287881,0.010078,0.005291,1.905,613126,-0.004835,0.007171,-0.674,326804
I14741.TW,0.025996,0.006579,247329,0.020647,0.005698,3.624,535793,0.00316,0.006221,0.508,296314
I14741.AG.TW,0.028474,0.006377,271381,0.022477,0.005432,4.138,588300,-0.001011,0.006414,-0.158,323081
I14852.TW,0.030211,0.005348,289541,0.01881,0.004745,3.964,627755,0.005128,0.006711,0.764,349843
I14852.AG.TW,0.02568,0.005222,328644,0.014286,0.004619,3.093,713500,-8.6e-05,0.006203,-0.014,392911
ukr104.TW,0.020655,0.019302,17788,0.02052,0.014543,1.411,38473,-0.001844,0.024904,-0.074,21202
ukr104.AG.TW,0.011913,0.015384,27396,0.00881,0.011402,0.773,59482,-0.010137,0.017425,-0.582,32704
I5881.TW,0.024286,0.006571,199789,0.01397,0.006439,2.17,424490,-0.000111,0.007736,-0.014,225109
I5881.AG,0.032905,0.008402,115691,0.014934,0.007664,1.949,250439,-0.009513,0.010536,-0.903,130661
I5881.AG.TW,0.022279,0.005984,266419,0.012719,0.005463,2.328,571095,-0.005163,0.006906,-0.748,301175
I6300.TW,0.020086,0.006425,201879,0.016364,0.005957,2.747,432484,-0.003271,0.006999,-0.467,234762
I6300.AG.TW,0.019107,0.005861,273746,0.014326,0.0051,2.809,589607,-0.004158,0.007095,-0.586,315938
I6301.TW,0.024695,0.006444,270912,0.018126,0.00512,3.54,582133,0.000793,0.007551,0.105,320178
I6301.AG.TW,0.01975,0.006167,303195,0.015539,0.005166,3.008,653148,-0.003289,0.00693,-0.475,356572
I6907.TW,0.015725,0.007221,200204,0.008535,0.005975,1.428,422269,-0.009402,0.00843,-1.115,225100
I6907.AG,0.018706,0.005139,220171,0.014661,0.004503,3.256,471540,0.001958,0.00771,0.254,254440
I6907.AG.TW,0.020297,0.005097,321805,0.012209,0.004662,2.619,688154,-0.001445,0.006569,-0.22,366985
NEO184.TW,0.022046,0.005704,338071,0.022147,0.005091,4.35,728239,0.005982,0.005958,1.004,394969
NEO184.AG.TW,0.025357,0.0052,394056,0.024359,0.004769,5.108,852236,0.012975,0.005701,2.276,459070
I8740.TW,0.019921,0.007457,162998,0.017854,0.00517,3.453,348710,0.002207,0.007214,0.306,185203
I8740.AG,0.028344,0.008741,87347,0.021061,0.00729,2.889,188195,0.009158,0.011605,0.789,101297
I8740.AG.TW,0.022032,0.006067,218276,0.019456,0.004917,3.957,468607,0.006102,0.007464,0.817,249368
I8952.TW,0.025505,0.005255,435306,0.017693,0.005238,3.378,941541,0.002985,0.006922,0.431,498666
I8952.AG,0.024198,0.006024,252952,0.020907,0.005537,3.776,556105,0.002552,0.007181,0.355,303902
I8952.AG.TW,0.023284,0.004803,459361,0.016769,0.004923,3.406,996228,0.001625,0.006853,0.237,526415
I16326.TW,0.023595,0.010259,100185,0.009174,0.00734,1.25,214044,0.001169,0.011005,0.106,115400
I16326.AG.TW,0.021976,0.007153,268249,0.012765,0.005522,2.312,588748,-0.001898,0.00816,-0.233,317273
I10891.TW,0.023175,0.007136,190958,0.019102,0.006636,2.878,409397,0.002842,0.007799,0.364,217683
I10891.AG,0.025623,0.01114,68296,0.013574,0.009881,1.374,148209,0.00112,0.010893,0.103,78104
I10891.AG.TW,0.022599,0.006881,232116,0.019063,0.005832,3.269,499258,0.004012,0.006095,0.658,264607
I4112.TW,0.027799,0.011583,60128,0.024608,0.010581,2.326,128509,-0.015117,0.013329,-1.134,70890
I4112.AG,0.030547,0.008704,73921,0.01859,0.00786,2.365,158251,-0.010594,0.011398,-0.929,83468
I4112.AG.TW,0.030113,0.008439,123811,0.021147,0.007258,2.913,265195,-0.014124,0.010168,-1.389,142610
NEO183_d.TW,0.045176,0.022588,16469,0.02608,0.017283,1.509,35467,0.022864,0.027062,0.845,19808
NEO183_d.AG.TW,0.040597,0.019938,25856,0.023082,0.013918,1.658,55939,0.025928,0.020207,1.283,30843
Gordinesti.SG,0.017094,0.005292,393485,0.005533,0.005205,1.063,851675,-0.012454,0.006364,-1.957,447744
Pocrovca1.SG,0.035732,0.014637,34756,0.015077,0.010771,1.4,75042,0.013408,0.014086,0.952,40436
Pocrovca2.SG,0.015495,0.005925,477878,0.009433,0.004907,1.922,1036097,-0.002183,0.005507,-0.396,537177
MA1863.SG,0.026621,0.006988,190151,0.020909,0.005692,3.673,399858,0.000684,0.007911,0.086,210399
MA1864.SG,0.068146,0.015209,40944,0.036962,0.011779,3.138,84662,0.028157,0.015612,1.804,43991
BAJ020.AG,0.022402,0.017461,22389,0.023403,0.014984,1.562,45854,0.024511,0.020434,1.2,23813
BAJ022.AG,0.01887,0.006865,154022,0.01276,0.006413,1.99,316811,-0.015154,0.006538,-2.318,163560
NEV009.AG,0.022948,0.006838,227360,0.015135,0.005488,2.758,474212,-0.005687,0.007289,-0.78,247655
NEV020.AG,0.013849,0.006025,386418,0.011384,0.005064,2.248,830112,-0.007009,0.006205,-1.129,439425
NEV021.AG,0.022059,0.005211,323266,0.018485,0.004534,4.077,691266,0.002671,0.006486,0.412,366519
NEV030.AG,0.024852,0.006237,252505,0.014616,0.005467,2.673,531093,-0.010841,0.006709,-1.616,281132
NEO310.SG,0.021617,0.006874,360309,0.012324,0.005431,2.269,762327,-0.003569,0.005938,-0.601,395745
NEO33.SG,0.06554,0.020428,22949,0.053736,0.012667,4.242,49054,0.031426,0.023234,1.353,27375
NEO36.SG,0.024862,0.005327,465033,0.015823,0.004888,3.237,1004757,0.000492,0.00604,0.082,527804
NEO38.SG,0.045365,0.009833,54409,0.023879,0.010255,2.328,116280,0.010519,0.01238,0.85,65195
NEO39.SG,0.018217,0.010333,88342,0.00502,0.008415,0.597,190649,-0.030291,0.012528,-2.418,105055
