genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
MIB024.AG,0.005953,0.009539,96972,0.007135,0.007096,1.005,213261,-0.006143,0.011174,-0.55,115949
MIB028.AG,0.018589,0.005113,349400,0.013002,0.004547,2.86,761639,0.001431,0.007708,0.186,412684
MIB034.AG,0.016994,0.005425,362457,0.012149,0.004844,2.508,789886,-0.000283,0.005842,-0.048,426849
MIG010.AG,0.018991,0.008384,139717,0.008548,0.006823,1.253,304392,-0.013343,0.008797,-1.517,163149
MIG011.AG,0.018131,0.007752,197538,0.017111,0.006668,2.566,433168,0.002121,0.008119,0.261,235553
MIS001.AG,0.027485,0.005358,381211,0.020883,0.00499,4.185,831710,0.004431,0.006266,0.707,440400
MIS002.AG,0.021728,0.006024,378991,0.014632,0.005269,2.777,826218,-0.00392,0.006289,-0.623,435993
MIS004.AG,0.015055,0.008447,123700,0.010741,0.006843,1.57,270936,-0.012265,0.009453,-1.297,147147
MIS006.AG,0.017083,0.011851,53349,0.009965,0.009211,1.082,119561,-0.012131,0.013659,-0.888,64875
NER001.AG,0.028205,0.00551,260737,0.018645,0.00445,4.19,564405,4.5e-05,0.007474,0.006,294425
OBR001.AG,0.016212,0.009459,78775,0.005836,0.008738,0.668,171680,-0.004376,0.01092,-0.401,87984
OBR002.AG,0.021164,0.01582,40610,0.017567,0.012115,1.45,89291,0.028937,0.017759,1.629,45431
OBR003.AG,0.024136,0.007294,190057,0.016241,0.005725,2.837,412866,0.005867,0.007194,0.816,219047
OBR004.AG,0.025788,0.005966,186081,0.015266,0.004881,3.128,407777,-0.000662,0.008634,-0.077,215929
OHR002.AG,0.015373,0.005071,342576,0.01346,0.00451,2.984,746557,-0.000682,0.005892,-0.116,403817
PDA001.AG,0.013669,0.007399,250292,0.012026,0.006893,1.745,550678,-0.011167,0.005921,-1.886,293956
PDA002.AG,0.019845,0.006502,313821,0.012598,0.005707,2.208,686149,-0.00262,0.006848,-0.383,364880
PDA003.AG,0.014609,0.006607,263573,0.009903,0.005791,1.71,579043,-0.013653,0.007508,-1.819,308993
PDA004.AG,0.011729,0.006193,280611,0.008614,0.004457,1.933,614316,-0.012236,0.005907,-2.071,327614
PDA005.AG,0.021996,0.005998,290300,0.017728,0.005245,3.38,637828,-0.009106,0.007092,-1.284,343703
PMI001.AG,0.015722,0.006087,304386,0.014557,0.005033,2.892,667067,0.000431,0.005982,0.072,355256
PMI002.AG,-0.004694,0.016681,30691,0.00424,0.01174,0.361,68035,-0.025153,0.016136,-1.559,36475
PMI003.AG,0.022073,0.006124,176613,0.019767,0.006656,2.97,386577,-0.005663,0.007144,-0.793,206758
PMI004.AG,0.020451,0.007441,203478,0.018953,0.005977,3.171,446036,-0.000917,0.007739,-0.118,239520
PMI006.AG,0.021856,0.007709,160061,0.01682,0.006583,2.555,351781,0.006076,0.007695,0.79,184706
PMI009.AG,0.030911,0.010837,63236,0.023206,0.007732,3.001,138742,0.003107,0.01243,0.25,72653
PMI010.AG,0.021576,0.007693,197135,0.019633,0.005777,3.399,434670,0.001932,0.007506,0.257,236706
PMI012.AG,0.021314,0.008804,139683,0.011422,0.007213,1.584,306141,-0.01035,0.008284,-1.249,164560
PNL001.AG,0.019227,0.006655,275067,0.018342,0.005082,3.609,601639,-0.00238,0.007076,-0.336,326461
PNL002.AG,0.021346,0.006118,370513,0.0169,0.005005,3.376,805242,0.007063,0.006928,1.02,420940
PRE001.AG,0.013933,0.005896,353012,0.010115,0.004964,2.038,770216,-0.014979,0.00538,-2.784,417342
PRU001.AG,0.02556,0.006777,223460,0.016088,0.005965,2.697,493041,0.00071,0.007647,0.093,262772
PRU002.AG,0.024234,0.006802,285687,0.015671,0.005876,2.667,628971,-0.003345,0.005912,-0.566,338078
PRU003.AG,0.024293,0.006861,260077,0.021698,0.00555,3.909,569862,-0.00273,0.008048,-0.339,304871
PRU004.AG,0.010867,0.006771,260914,0.009939,0.005225,1.902,576443,-0.010809,0.007332,-1.474,312108
PRU005.AG,0.015411,0.006779,148693,0.013329,0.00682,1.954,330299,-0.002545,0.010475,-0.243,175627
RDV001.AG,0.02188,0.00576,345850,0.013406,0.004814,2.785,753296,-0.002654,0.005788,-0.459,398594
ROU001.AG,0.011821,0.007103,275447,0.004127,0.005678,0.727,600249,-0.019046,0.00647,-2.944,322134
ROU002.AG,0.022399,0.006497,188430,0.010294,0.005717,1.801,410485,0.003487,0.006911,0.505,219551
ROU003.AG,0.020414,0.007223,224771,0.008574,0.006423,1.335,491517,-0.00283,0.008114,-0.349,264621
ROU004.AG,0.015821,0.005418,258592,0.005544,0.004568,1.214,565391,0.002721,0.006654,0.409,304820
ROU005.AG,0.01691,0.007514,194169,0.008194,0.006351,1.29,425063,-0.009916,0.007678,-1.291,228059
ROU006.AG,0.012598,0.006295,285429,0.010538,0.004885,2.157,624282,-0.008397,0.00586,-1.433,339008
ROU007.AG,0.026038,0.006536,282681,0.018992,0.005751,3.302,616578,0.000661,0.005974,0.111,339437
STD001.AG,0.01169,0.006863,269220,0.008846,0.004994,1.771,587621,-0.003354,0.007511,-0.447,309545
STD002.AG,0.02338,0.006339,290035,0.012875,0.006106,2.109,634283,-0.009788,0.007317,-1.338,335156
STD003.AG,0.020328,0.006635,164512,0.015666,0.005779,2.711,357720,-0.004761,0.008677,-0.549,186948
TIS001.AG,0.022245,0.015558,36639,-0.000846,0.01169,-0.072,79510,-0.008599,0.018243,-0.471,41070
TIS002.AG,0.022466,0.005332,356957,0.015267,0.004757,3.209,780918,-0.0084,0.005603,-1.499,417941
TOU001.AG,0.015868,0.005529,355892,0.013117,0.00387,3.389,777892,-0.001648,0.006384,-0.258,423827
TRM001.AG,0.00494,0.020198,21493,0.001296,0.015275,0.085,46048,-0.027469,0.020582,-1.335,23405
TRM003.AG,0.022823,0.005577,349731,0.013989,0.00474,2.951,761529,0.00097,0.00683,0.142,404045
TRM006.AG,0.017016,0.005716,367287,0.011104,0.004638,2.394,799955,-0.006716,0.007244,-0.927,422747
TUC001.AG,0.01581,0.005935,232046,0.017429,0.005719,3.048,513206,0.00138,0.006614,0.209,279135
TUC002.AG,0.026316,0.007005,232117,0.022503,0.006245,3.603,511605,0.004918,0.008291,0.593,273379
TUC003.AG,0.017861,0.006836,239230,0.015487,0.00567,2.731,527121,-0.008579,0.00675,-1.271,282532
TUC004.AG,0.024893,0.005905,252012,0.020103,0.004995,4.025,556069,0.00477,0.006462,0.738,299598
TUC005.AG,0.014609,0.006613,228449,0.009814,0.005239,1.873,507238,-0.009032,0.007604,-1.188,277529
TUC006.AG,0.023326,0.00712,239123,0.01725,0.006018,2.867,528585,0.002119,0.007467,0.284,288905
TUC007.AG,0.01526,0.005539,361423,0.012183,0.005054,2.41,788141,-0.004583,0.005604,-0.818,427291
VLI004.AG,0.029,0.005554,293650,0.01688,0.005026,3.359,644213,0.008254,0.005373,1.536,344228
VLI006.AG,0.029526,0.014732,35950,0.018401,0.010549,1.744,77464,-0.006899,0.01427,-0.483,40614
VLI007.AG,0.025948,0.006516,360896,0.019593,0.005681,3.449,788628,-7.5e-05,0.006568,-0.011,421810
VLI008.AG,0.020716,0.004543,330102,0.015873,0.004514,3.516,722490,-0.006921,0.006225,-1.112,387964
VLI009.AG,0.024855,0.008443,200742,0.017527,0.006777,2.586,436978,-0.000383,0.007361,-0.052,232245
VLI010.AG,0.022002,0.005983,282853,0.014691,0.00587,2.503,622206,-0.013416,0.006049,-2.218,334982
VLI011.AG,0.023922,0.004921,299518,0.013734,0.00462,2.973,657054,0.001803,0.006094,0.296,351407
VLI015.AG,0.023371,0.014034,40522,0.011264,0.012277,0.918,88180,0.003575,0.015891,0.225,45787
VLI016.AG,0.020345,0.005435,300609,0.018335,0.004985,3.678,659920,-0.000476,0.006926,-0.069,353167
VLI017.AG,0.012723,0.006634,300560,0.010471,0.005075,2.063,659539,-0.011449,0.006942,-1.649,353959
VLI019.AG,0.011923,0.006928,193703,0.00641,0.006655,0.963,424944,-0.006694,0.007857,-0.852,222815
VLI020.AG,0.014853,0.006041,280788,0.011856,0.006185,1.917,617666,-0.010791,0.006309,-1.71,332031
VLI022.AG,0.018583,0.008745,119406,0.014676,0.007688,1.909,262022,-0.003175,0.009633,-0.33,136439
VLI024.AG,0.024883,0.006505,291608,0.016575,0.006183,2.681,638229,0.006972,0.00752,0.927,338716
VLI025.AG,0.030508,0.017134,35589,0.034491,0.011022,3.129,77357,-0.010772,0.015101,-0.713,41171
VLI026.AG,0.024006,0.006724,261347,0.016453,0.005903,2.787,574342,-0.005734,0.006538,-0.877,305069
VLI028.AG,0.022586,0.01404,40493,0.014592,0.011037,1.322,88790,0.020902,0.014461,1.445,45720
VLI029.AG,0.017832,0.005394,305458,0.017034,0.004856,3.508,670625,0.001077,0.005749,0.187,358832
VLI030.AG,0.008096,0.011045,77633,0.006657,0.009571,0.696,170322,-0.009692,0.014304,-0.678,87696
VLI031.AG,0.024734,0.008389,167619,0.018929,0.006579,2.877,367391,-0.002371,0.007422,-0.319,191758
VLI032.AG,0.01814,0.006127,144825,0.008363,0.005408,1.546,318067,0.005298,0.009591,0.552,166823
VLI033.AG,-0.00524,0.011966,55442,-0.00232,0.010375,-0.224,122477,-0.023944,0.015543,-1.54,63619
VLI039.AG,0.022592,0.005924,288865,0.01874,0.005414,3.461,633373,0.00512,0.005748,0.891,338317
VLI042.AG,0.009942,0.010058,98057,0.013637,0.007726,1.765,215077,-0.007817,0.011285,-0.693,112352
VLI045.AG,0.013849,0.006253,284060,0.009273,0.005547,1.672,623513,-0.010978,0.007991,-1.374,332935
VLI046.AG,0.022262,0.012343,52743,0.016747,0.008857,1.891,116610,-0.010488,0.013872,-0.756,61131
VLI047.AG,0.026112,0.008293,220660,0.022244,0.006411,3.47,483976,-0.006261,0.006577,-0.952,256837
VLI050.AG,0.015313,0.005902,308514,0.007189,0.00553,1.3,675918,-0.006505,0.006367,-1.022,360939
VLI051.AG,0.017897,0.006521,199742,0.009544,0.006365,1.5,439964,-0.014045,0.008517,-1.649,233338
VLI053.AG,-0.031469,0.023692,15076,-0.03627,0.019143,-1.895,32833,0.016136,0.026537,0.608,17085
VLI058.AG,0.017443,0.00736,205131,0.005557,0.005119,1.086,448662,-0.008624,0.007593,-1.136,237223
VLI060.AG,0.02594,0.007943,191371,0.019043,0.006106,3.119,421651,-0.004068,0.00745,-0.546,223467
VLI061.AG,0.015336,0.006406,304854,0.01253,0.005308,2.361,669747,-0.004871,0.006463,-0.754,359522
VLI064.AG,0.028081,0.009139,141901,0.025269,0.007846,3.221,310057,0.0002,0.00972,0.021,162384
VLI065.AG,0.023672,0.007741,172239,0.021943,0.006613,3.318,378506,0.003581,0.007796,0.459,197994
VLI067.AG,0.019103,0.005963,313970,0.013903,0.004741,2.932,688033,0.0027,0.005815,0.464,376113
VLI070.AG,0.027451,0.00694,144128,0.018355,0.006602,2.78,316649,-0.010223,0.009449,-1.082,172665
VLI071.AG,0.023429,0.005524,344941,0.018242,0.00465,3.923,753170,-0.009659,0.007026,-1.375,397631
VLI075.AG,0.033767,0.02212,19296,0.003342,0.014491,0.231,41347,-0.034567,0.028618,-1.208,21054
VLI076.AG,0.01806,0.006498,330668,0.014379,0.005248,2.74,720442,-0.000518,0.006705,-0.077,380458
VLI079.AG,0.014356,0.006031,245903,0.016379,0.006037,2.713,536344,-0.000207,0.006984,-0.03,281229
VLI081.AG,0.017835,0.010843,63080,0.008894,0.00908,0.98,137917,-0.001163,0.011194,-0.104,70863
VLI085.AG,0.010369,0.007836,155937,0.005472,0.007233,0.756,339791,-0.009358,0.009429,-0.992,175688
VLI088.AG,0.029871,0.01073,109118,0.011688,0.009307,1.256,235213,0.007504,0.01321,0.568,120782
VLI090.AG,0.025329,0.007181,158637,0.017993,0.005561,3.236,343636,1.4e-05,0.007404,0.002,178557
VLI092.AG,0.022098,0.005241,336270,0.016044,0.004616,3.476,730799,-0.002573,0.006092,-0.422,387553
VPR001.AG,0.019924,0.005236,323933,0.012218,0.005641,2.166,708592,0.001713,0.006759,0.253,386539
ZEL001.AG,0.019864,0.008794,156567,0.011655,0.006569,1.774,341373,0.004915,0.008961,0.549,185373
I3068.AG.SG,0.0262,0.005903,264091,0.014376,0.004807,2.991,578878,-0.008434,0.008608,-0.98,311990
I5357.AG.SG,0.010017,0.01074,50538,0.001336,0.009547,0.14,111052,-0.006806,0.013219,-0.515,59929
I5358.AG.SG,0.010031,0.008411,111584,0.010399,0.007332,1.418,243426,0.010959,0.009317,1.176,130562
I5359.AG.SG,0.023594,0.006531,238915,0.020817,0.00534,3.898,524114,-0.007441,0.006061,-1.228,282843
I6770.AG.SG,0.021398,0.010393,72646,0.015586,0.009113,1.71,159292,0.010117,0.012474,0.811,86434
I5366.AG.SG,0.019733,0.006968,260801,0.020138,0.005932,3.395,571774,0.000378,0.007049,0.054,307933
I3025.AG.SG,0.026409,0.014045,47577,0.023497,0.008615,2.728,102467,0.011486,0.013377,0.859,54067
I3033.AG.SG,0.019475,0.010668,51515,0.014712,0.009904,1.485,112038,-0.005435,0.014274,-0.381,60282
I3039.AG.SG,0.016955,0.011651,59558,0.010477,0.00864,1.213,130515,-0.014106,0.012453,-1.133,70576
I3040.AG.SG,0.013827,0.010596,82082,0.017702,0.00764,2.317,179842,-0.001133,0.012534,-0.09,97134
I3041.AG.SG,0.020022,0.006332,295737,0.012683,0.005187,2.445,649032,-0.007768,0.006493,-1.196,353216
I3067.AG.SG,0.020007,0.006516,175294,0.010744,0.005773,1.861,383499,-0.01072,0.008281,-1.294,206308
I3010.AG.SG,0.019979,0.00572,409350,0.01672,0.004725,3.539,887880,-4.4e-05,0.005729,-0.008,466107
I3013.AG.SG,0.01827,0.005372,505617,0.013476,0.003796,3.55,1097816,-0.003463,0.004902,-0.707,560915
I3024.AG.SG,0.022104,0.008035,209748,0.016257,0.006856,2.371,458967,0.002621,0.008681,0.302,246637
I3074.AG.SG,0.018219,0.004832,428444,0.019245,0.004311,4.464,929647,-0.001693,0.005552,-0.305,487193
I3057.AG.SG,0.021106,0.005454,411569,0.012875,0.004703,2.738,894480,-0.005437,0.00517,-1.052,472339
I3059.AG.SG,0.017855,0.007573,225639,0.015706,0.006484,2.422,492886,0.003425,0.008078,0.424,265307
I3036.AG.SG,0.02217,0.005667,374442,0.014269,0.005583,2.556,819022,-0.002114,0.006648,-0.318,441250
I3060.AG.SG,0.023463,0.005211,357376,0.01779,0.004648,3.828,781287,-0.002435,0.006066,-0.401,421955
I6760.AG.SG,0.027496,0.006267,334461,0.021579,0.005267,4.097,727179,0.000939,0.005553,0.169,388444
I3038.AG.SG,0.012012,0.006078,246421,0.009573,0.005593,1.712,541889,-0.010003,0.007962,-1.256,293696
I3064.AG.SG,0.02491,0.006247,280073,0.012919,0.005678,2.275,612286,-0.002268,0.006707,-0.338,329294
I6764.AG.SG,0.031392,0.007855,157712,0.020885,0.006317,3.306,343021,-0.00161,0.01017,-0.158,184250
I6766.AG.SG,0.018943,0.006548,334792,0.009652,0.005422,1.78,731466,-0.00404,0.005534,-0.73,390622
I3016.AG.SG,0.02854,0.005772,487529,0.020813,0.005504,3.781,1057872,0.000145,0.006753,0.021,545632
SB604.SG,0.030012,0.006162,468954,0.021264,0.005624,3.781,1014138,-0.01508,0.005693,-2.649,519930
SB605.SG,0.043917,0.006098,434197,0.031472,0.006506,4.838,937724,-0.008515,0.006988,-1.218,486036
SB606.SG,0.029022,0.010446,58369,0.017325,0.009182,1.887,124786,-0.007954,0.014511,-0.548,65312
SB671.SG,0.028538,0.009932,69874,0.028524,0.008106,3.519,147214,-0.006215,0.013278,-0.468,78028
SB676.SG,0.041014,0.006521,422388,0.032127,0.006097,5.269,920698,-0.019678,0.006558,-3.001,474360
SB696.SG,0.022707,0.011038,100801,0.01053,0.008854,1.189,210361,-0.035558,0.009687,-3.671,110699
ATT26.SG,0.018951,0.011838,61714,0.004779,0.008274,0.578,134065,-0.007349,0.013205,-0.556,75508
BERG02-2.SG,0.02243,0.007884,166243,0.020284,0.00637,3.184,357600,0.007543,0.008952,0.843,189942
BERG157-2.SG,0.016099,0.007141,167034,0.015062,0.00603,2.498,361872,-0.00302,0.007521,-0.402,193196
BERG157-7.SG,0.021343,0.007127,134596,0.012165,0.005469,2.225,288429,-0.015294,0.007911,-1.933,152210
BES1248.SG,0.039985,0.010265,74875,0.023615,0.008579,2.753,161196,0.012232,0.011651,1.05,88840
BFM265.SG,0.028705,0.009046,100259,0.021273,0.007928,2.683,216468,0.005406,0.011458,0.472,119122
BIS130.SG,0.025169,0.008243,71637,0.015546,0.007158,2.172,157520,0.011017,0.008973,1.228,90860
BIS385.SG,0.026532,0.009696,92770,0.014875,0.006961,2.137,199738,0.012954,0.010276,1.261,110983
BLP10.SG,0.012713,0.00755,99769,0.010111,0.006768,1.494,213071,0.001298,0.011286,0.115,115761
BUCH2.SG,0.0195,0.007096,174512,0.014488,0.006272,2.31,373330,-0.000733,0.007076,-0.104,196948
CBV95.SG,0.036203,0.010404,81959,0.030778,0.008328,3.696,177089,-0.000943,0.010294,-0.092,99382
COL11.SG,0.031069,0.010769,65698,0.025431,0.009493,2.679,142698,0.021333,0.013144,1.623,79963
COL153A.SG,0.03277,0.011138,70547,0.024988,0.00758,3.297,152996,-0.00106,0.01291,-0.082,85822
COL153i.SG,0.020859,0.011987,50142,0.008215,0.009139,0.899,110572,-0.023583,0.012827,-1.839,63660
CRE20D.SG,0.026843,0.007907,131422,0.016444,0.006836,2.405,279700,-0.017274,0.010947,-1.578,148225
ERS1164.SG,0.015757,0.009497,93822,0.010933,0.007352,1.487,202108,-0.019086,0.011191,-1.705,111727
ERS86.SG,0.023182,0.011163,87638,0.026246,0.008764,2.995,189764,0.009341,0.011072,0.844,106724
ERS88.SG,0.025186,0.01058,62497,0.017949,0.009385,1.913,136461,-0.007981,0.009973,-0.8,76765
Es97-1.SG,0.024605,0.008253,145228,0.017518,0.006929,2.528,313405,-0.008074,0.010119,-0.798,167596
EUG11.SG,0.023668,0.010797,81623,0.015535,0.00859,1.808,175133,-0.007836,0.011532,-0.679,91957
Jeb8.SG,0.013507,0.011674,63949,0.010278,0.010122,1.015,139642,-0.015678,0.012447,-1.26,79072
MDV248.SG,0.014645,0.011672,70279,0.008486,0.00821,1.034,152500,-0.011655,0.011251,-1.036,84849
Mor6.SG,0.018892,0.011591,85912,0.01876,0.009154,2.049,184777,-0.002433,0.013027,-0.187,98524
NIED.SG,0.03107,0.010438,64004,0.017695,0.009199,1.924,139807,0.009063,0.01366,0.663,79396
NOR2B6.SG,0.03611,0.009372,101247,0.025904,0.006948,3.728,222008,0.014083,0.008517,1.653,126637
NOR3-15.SG,0.022885,0.012206,58951,0.018497,0.008023,2.305,129889,-0.003254,0.014364,-0.227,74614
NOR3-6.SG,0.022202,0.009982,77871,0.026422,0.007559,3.496,169659,-0.000451,0.01358,-0.033,95545
NOR4.SG,0.024604,0.011773,54988,0.019507,0.01049,1.86,119808,0.010087,0.013417,0.752,67374
OBE3626-1.SG,0.018773,0.009634,133718,0.011166,0.006592,1.694,288860,0.011161,0.008405,1.328,156477
OBE3722.SG,0.030818,0.008761,94064,0.030302,0.006769,4.476,204253,0.005816,0.010595,0.549,113747
PECH5.SG,0.042375,0.017189,28093,0.027414,0.011501,2.384,61618,0.013879,0.019843,0.699,35395
PECH8.SG,0.01044,0.012125,74784,0.018132,0.008777,2.066,163551,0.000538,0.009545,0.056,92844
PEI10.SG,0.027151,0.014437,28176,0.016935,0.012852,1.318,61139,0.015745,0.020078,0.784,34273
PEI2.SG,0.02098,0.009728,126140,0.019959,0.007394,2.7,262457,0.006765,0.010068,0.672,119562
PER503.SG,0.018925,0.008083,156877,0.018807,0.007231,2.601,340640,-0.005648,0.009569,-0.59,189009
PER3023.SG,0.024604,0.00832,88034,0.02729,0.008355,3.266,190266,-0.000796,0.010865,-0.073,103946
PER3123.SG,0.008667,0.011902,72827,0.020672,0.009917,2.085,158469,-0.001846,0.012423,-0.149,88908
PEY163.SG,0.015403,0.012031,63495,0.015655,0.008797,1.78,135992,0.011858,0.013121,0.904,74197
PEY53.SG,0.015936,0.011362,70328,0.014829,0.009337,1.588,151223,0.016495,0.010488,1.573,84038
PIR3037AB.SG,0.007717,0.013192,30868,0.000729,0.011252,0.065,66804,-0.015171,0.014267,-1.063,37704
PIR3116B.SG,0.013814,0.012572,53568,0.012568,0.009255,1.358,116089,-0.007383,0.015522,-0.476,65153
Pir4.SG,0.015517,0.012701,41558,0.018289,0.009582,1.909,87032,0.025758,0.015631,1.648,45196
Pir6.SG,0.023717,0.014026,39179,0.025622,0.011639,2.201,83201,0.004982,0.013707,0.363,45038
PSS4170.SG,0.025754,0.007917,190829,0.013998,0.006098,2.295,411205,-0.013336,0.007214,-1.849,218130
PSS4693.SG,0.015717,0.006157,290825,0.014107,0.005048,2.795,626968,-0.004711,0.005998,-0.785,331922
PT2.SG,0.024712,0.010876,62536,0.013619,0.008928,1.525,136643,-0.010951,0.013307,-0.823,76556
QUIN234.SG,0.029412,0.011897,69182,0.012109,0.009169,1.321,148337,-0.021379,0.012577,-1.7,81612
QUIN58.SG,0.039192,0.012025,59191,0.020545,0.010718,1.917,128122,-0.000827,0.012181,-0.068,71727
RIX15.SG,0.019395,0.01086,87487,0.005474,0.00847,0.646,188953,-0.005603,0.013018,-0.43,102398
RIX2.SG,0.032728,0.010391,95298,0.026152,0.008296,3.152,206139,0.003714,0.009366,0.397,114938
RIX4.SG,0.021456,0.008627,102817,0.023049,0.007341,3.14,223352,0.00041,0.010114,0.041,125829
ROS102.SG,0.002631,0.007759,84068,0.004562,0.00714,0.639,180805,-0.030833,0.012698,-2.428,98589
ROS45.SG,0.019262,0.008286,136361,0.019982,0.0065,3.074,294673,0.007219,0.009488,0.761,158879
ROS78.SG,0.021466,0.007315,203926,0.019037,0.005834,3.263,440986,-0.00488,0.006673,-0.731,237036
ROS82.SG,0.006099,0.011192,54247,0.002533,0.008992,0.282,115641,-0.011051,0.015132,-0.73,61628
Schw72-15.SG,0.007128,0.008231,120527,0.008625,0.005965,1.446,258888,-0.013179,0.009935,-1.327,138008
Schw432.SG,0.027869,0.009843,81546,0.019456,0.007561,2.573,174484,0.005389,0.011298,0.477,94280
WET370.SG,0.037413,0.007942,91659,0.022754,0.00587,3.876,201142,-0.0001,0.010553,-0.009,114111
WEZ15.SG,0.024449,0.009259,90879,0.010275,0.006607,1.555,194380,-0.004656,0.011908,-0.391,100757
WEZ24.SG,-0.000449,0.023192,18195,0.006479,0.016418,0.395,39568,-0.009617,0.02041,-0.471,20534
WEZ35.SG,0.00692,0.013071,31342,0.014384,0.01047,1.374,68315,-0.038804,0.017917,-2.166,35491
WEZ39.SG,0.080713,0.020645,16233,0.033313,0.017068,1.952,35434,0.017381,0.025591,0.679,18690
WEZ40.SG,0.019233,0.014491,34369,0.023525,0.010468,2.247,73946,-0.014416,0.015652,-0.921,38512
WEZ51.SG,0.033801,0.014275,23471,0.014261,0.013169,1.083,51513,0.000377,0.017344,0.022,27441
WEZ53.SG,0.019202,0.020197,25412,0.020527,0.011757,1.746,54179,0.007344,0.023384,0.314,28286
WEZ54.SG,0.023082,0.014953,29021,0.020198,0.013796,1.464,62593,0.024279,0.017207,1.411,32543
WEZ56.SG,0.031227,0.013384,42810,0.015837,0.010752,1.473,93000,0.001392,0.014185,0.098,48801
WEZ57.SG,0.015031,0.016029,25064,0.023722,0.012489,1.899,54614,-0.002865,0.018287,-0.157,29148
WEZ58.SG,0.01856,0.020063,25418,0.013668,0.013864,0.986,55474,-0.01933,0.020527,-0.942,29206
WEZ59.SG,0.017128,0.011216,43042,0.004202,0.009352,0.449,92725,-0.001777,0.016831,-0.106,47324
WEZ61.SG,0.03163,0.011813,43862,0.027853,0.009035,3.083,94912,0.02009,0.014205,1.414,50548
WEZ64.SG,0.040407,0.011402,49202,0.029959,0.008344,3.59,105908,-0.022225,0.014866,-1.495,55950
WEZ71.SG,0.034879,0.019871,16395,0.011723,0.013395,0.875,35810,0.01922,0.024584,0.782,19204
WEZ83.SG,0.026789,0.019903,22877,0.017809,0.015105,1.179,48788,0.010522,0.017962,0.586,24838
ANN1.SG,0.020981,0.006444,393927,0.015247,0.004933,3.091,851863,0.003001,0.005065,0.593,444477
ANN2.SG,0.026988,0.008009,200188,0.021752,0.006026,3.61,428746,0.002898,0.007676,0.378,217342
ARD2.SG,0.026471,0.006161,450714,0.021321,0.005553,3.84,975095,0.001232,0.005583,0.221,501867
ASH1.SG,0.018373,0.006461,327335,0.01809,0.004976,3.636,706668,0.000741,0.006743,0.11,370572
ASH3.SG,0.021204,0.005925,404890,0.015257,0.005183,2.944,874502,-0.005426,0.005412,-1.003,453885
BG72.SG,0.021544,0.00518,402795,0.01488,0.004443,3.349,868947,-0.000711,0.005396,-0.132,451780
CAK530.SG,0.015143,0.006606,354022,0.012432,0.004659,2.668,762718,0.003321,0.006067,0.547,391354
CAK531.SG,0.023881,0.005838,334341,0.017993,0.005513,3.264,719505,-0.001732,0.005908,-0.293,368952
CAK532.SG,0.017476,0.005675,462902,0.011082,0.005078,2.182,1002326,-0.002024,0.006,-0.337,517890
CAK533.SG,0.019147,0.005703,434864,0.01302,0.004689,2.777,940512,0.001085,0.005223,0.208,486478
CAK534.SG,0.029886,0.017206,21676,0.009484,0.015286,0.62,45259,-0.001748,0.021341,-0.082,23180
CAK68.SG,0.029205,0.00577,426084,0.021789,0.005105,4.268,921336,-0.00142,0.00643,-0.221,477865
CH448.SG,0.014981,0.00604,408126,0.011938,0.004882,2.445,882360,-0.001794,0.006324,-0.284,459395
GNM1007.SG,0.027839,0.00583,314743,0.02043,0.004617,4.425,674664,0.002707,0.006056,0.447,342540
GNM1076.SG,0.017865,0.005558,363683,0.013749,0.004883,2.815,780709,-0.006927,0.00627,-1.105,395949
KGH6.SG,0.022058,0.005335,359017,0.016852,0.005319,3.169,775638,-0.000846,0.005298,-0.16,398268
MB6.SG,0.022669,0.006332,379406,0.015502,0.005564,2.786,819312,0.000658,0.006458,0.102,427139
NG10.SG,0.017233,0.004788,505801,0.013993,0.004386,3.191,1098404,-0.003658,0.005377,-0.68,560964
NGZ1.SG,0.017404,0.00715,243867,0.014387,0.006079,2.367,522754,-0.008642,0.00736,-1.174,273503
PB1327.SG,0.021298,0.005397,304920,0.01553,0.005203,2.985,655832,-0.008095,0.007663,-1.056,336878
PB1794.SG,0.018366,0.007598,246981,0.012941,0.006556,1.974,530336,0.006974,0.008313,0.839,272146
PB186.SG,0.022172,0.004709,445853,0.019887,0.004009,4.961,963157,-0.000853,0.005491,-0.155,493053
PB2031.SG,0.018483,0.005377,361993,0.010847,0.00451,2.405,775532,0.00179,0.006805,0.263,395827
PB357.SG,0.020589,0.005548,460920,0.014432,0.004468,3.23,995208,-0.003066,0.006637,-0.462,506183
PB443.SG,0.022413,0.004845,471480,0.01796,0.004478,4.011,1021057,-0.000737,0.005173,-0.143,523788
PB581.SG,0.012985,0.004645,444654,0.008392,0.004247,1.976,962060,-0.012747,0.00616,-2.069,495037
PB672.SG,0.027671,0.005548,471476,0.016845,0.005256,3.205,1020248,-0.003002,0.005545,-0.541,521774
PB675.SG,0.018726,0.00628,505809,0.013748,0.005485,2.506,1098421,-0.001941,0.006451,-0.301,560969
PB754.SG,0.02183,0.0067,223645,0.015243,0.005641,2.702,476731,-0.008562,0.008735,-0.98,241102
PB768.SG,0.023059,0.006178,364794,0.01612,0.005932,2.718,786175,-0.001477,0.00625,-0.236,405762
PN02.SG,0.015729,0.00661,389465,0.01099,0.00568,1.935,840125,-0.009315,0.007141,-1.304,434434
