genetic_id,group_id,locality,country,lat,lon,continent,is_modern,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP,high_conf,over
I8085.AG,USA_Maryland_Historic_AfricanAmerican,Cemetery for Enslaved at Catoctin Furnace (Maryland),USA,39.581,-77.434,Americas,False,125.0,14.0,1800-1850 CE,1.147,517028.0,M,Pass,..,..,,E-Y210465,..,,0.000517,0.005049,222936,-0.001859,0.003984,-0.467,493110,0.007758,0.007101,1.093,273622,True,False
I5070.AG,Austria_N_LBK,"Asparn Schletz (Niederösterreich, Mistelbach)",Austria,48.579752,16.46931,Eurasia,False,7048.0,68.0,"5209-4998 calBCE (6140±25 BP, PSUAMS-4224)",3.7947,862169.0,M,Pass,..,..,,C-FT59486,..,,0.018389,0.005094,378518,0.014224,0.004092,3.476,823560,-0.00269,0.005731,-0.469,439664,True,False
I17312.AG,Czechia_IA_Hallstatt,"Lovosice (Ústecký Region, Litoměřice District)",Czechia,50.515,14.051111,Eurasia,False,2625.0,72.0,800-550 BCE,0.2067,182485.0,M,Pass,..,..,,R-M12149,..,low_power,0.020984,0.008448,77310,0.01023,0.006152,1.663,172889,-0.011064,0.012057,-0.918,91504,False,False
I20675.AG,England_EarlyMedieval_Saxon,"West Heslerton (England, North Yorkshire, Vale of Pickering)",United Kingdom,54.170989,-0.605739,Eurasia,False,1450.0,58.0,400-600 CE,0.4999,404892.0,M,Pass,..,..,,I-L38,..,,0.020575,0.007663,177322,0.013877,0.006151,2.256,385427,0.008093,0.008261,0.98,203328,False,False
I15478.AG,USA_California_4900BP,"Clark Estate (California, Santa Barbara)",USA,34.417603,-119.659916,Americas,False,4948.0,57.0,"3092-2917 calBCE (4390±25 BP, PSUAMS-7617)",1.3414,626948.0,M,Pass,..,..,,Q-M3,..,,0.023589,0.006182,271965,0.023276,0.005896,3.948,596966,0.001085,0.008379,0.129,321105,True,False
I20830.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,Eurasia,False,5900.0,260.0,4400-3500 BCE,2.2696,750801.0,M,Pass,..,..,,J-L26,..,,0.027352,0.005811,325350,0.018485,0.004353,4.246,715965,-0.002514,0.007087,-0.355,394999,True,False
I0122.AG,Russia_Saratov_Eneolithic_Khvalynsk,"Khvalynsk-2 (Saratov Oblast, Khvalynsky District, Khvalynsk Town)",Russia,52.3533695,48.0783667,Eurasia,False,6788.0,44.0,"4936-4730 calBCE (5960±25 BP, PSUAMS-4031)",0.7696,570161.0,M,Pass,..,..,,R-V1636,..,,0.02831,0.006355,251811,0.023134,0.004719,4.903,545009,0.001316,0.007103,0.185,292263,True,False
I19265.AG,Russia_Bashkortostan_Roman_Mazunino,"Birsk 2 (Bashkortostan Republic of, Birsky District, Birsk Municipality)",Russia,55.369098,55.531154,Eurasia,False,1450.0,173.0,200-800 CE,1.7518,697774.0,M,Pass,..,..,,N-Z1936,..,,0.018428,0.005292,301774,0.015895,0.004793,3.316,664873,0.001042,0.006039,0.173,359183,True,False
I1685.AG,Israel_Natufian,Raqefet Cave (Haifa District),Israel,32.65,35.067,Eurasia,False,12700.0,722.0,12000-9500 BCE,0.1111,115355.0,M,Pass,..,..,,E-M35,..,low_power,0.022053,0.013584,52176,0.006916,0.011083,0.624,110143,-0.013594,0.01418,-0.959,58236,False,False
I1560.AG,Germany_ErwitteSchmerlecke_MN,"Erwitte-Schmerlecke (North Rhine-Westphalia, Arnsberg, Kreis Soest)",Germany,51.6,8.25,Eurasia,False,5350.0,231.0,3800-3000 BCE,0.1608,160655.0,M,Pass,..,..,,I,..,low_power,0.010991,0.011826,71736,0.00803,0.009657,0.832,153756,-0.007026,0.012269,-0.573,79641,False,False
I33867.TW,Russia_Kalmykia_EBA_Yamnaya,"Vostochny-Manych-3 (Kalmykia Republic of, Iki-Burulsky District, Chogray Water Reservoir)",Russia,45.518101,44.619,Eurasia,False,4850.0,231.0,3300-2500 BCE,0.3691,335847.0,U,Pass,n/a (unknown sex),n/a (unknown sex),,n/a (sex unknown),..,,0.013729,0.007716,148416,0.009683,0.005238,1.849,320466,-0.011478,0.008627,-1.33,181016,False,False
I19266.AG,Russia_Bashkortostan_Roman_Mazunino,"Birsk 2 (Bashkortostan Republic of, Birsky District, Birsk Municipality)",Russia,55.369098,55.531154,Eurasia,False,1450.0,173.0,200-800 CE,1.8034,663864.0,M,Pass,..,..,,N-Z1936,..,,0.019229,0.005741,286222,0.011226,0.003801,2.953,632230,0.004685,0.005968,0.785,342047,True,False
I10208.TW,Moldova_EBA_Yamnaya,Crihana-Veche (Cahul District),Moldova,45.845833,28.194722,Eurasia,False,4650.0,115.0,2900-2500 BCE,3.0424,972294.0,M,Pass,"[0.005,0.01]","[0.012,0.017]",0.259,R-M12149,H47,,0.011448,0.006137,431356,0.008783,0.005377,1.633,929520,-0.00141,0.006674,-0.211,500078,True,False
I3320.AG,Spain_IA,"Els Estrets de la Rata (Valencian Community, Castellón, Vilafamés)",Spain,40.138,-0.07,Eurasia,False,2150.0,58.0,300-100 BCE,3.5534,937086.0,M,Pass,"[0.014,0.021]","[0.014,0.019]",0.1555,R-L151,I1,,0.020883,0.005784,412055,0.016161,0.004613,3.503,894768,-0.000835,0.005253,-0.159,475103,True,False
I24898.AG,Austria_N_LBK,"Asparn Schletz (Niederösterreich, Mistelbach)",Austria,48.579752,16.46931,Eurasia,False,7100.0,87.0,5300-5000 BCE,4.3232,866758.0,M,Questionable,"[0.015,0.021]","[0.017,0.022]",0.117,C-FT59486,J1c2,questionable,0.020612,0.006252,377520,0.015113,0.005163,2.927,827251,-0.01074,0.005808,-1.849,452201,False,False
I5737.AG,Turkey_MBA,"Yassıtepe (İzmir, Konak)",Turkey,38.42,27.14,Eurasia,False,3931.0,38.0,"2035-1900 calBCE (3620±20 BP, PSUAMS-2803)",2.1439,538328.0,M,Questionable,"[0.001,0.015]","[0.011,0.018]",0.171,I-P78,K1a4a1,questionable,0.022117,0.007955,230516,0.011372,0.006262,1.816,511544,-0.01801,0.007798,-2.31,277452,False,False
I4274.AG,Iran_DinkhaTepe_BA_IA1-1,"Dinkha Tepe (West Azerbaijan, Ashnavieh)",Iran,37.00786335,45.16575874,Eurasia,False,3771.0,40.0,"1890-1749 calBCE (3505±20 BP, PSUAMS-3119)",6.7212,935631.0,M,Questionable,"[0.018,0.032]","[0.02,0.025]",,J-FGC16096,N1b1a5,questionable,0.024302,0.004992,409922,0.016959,0.00488,3.475,893615,-0.000955,0.005091,-0.188,480849,False,False
I3121.AG,Turkey_N,"Ilıpınar (Bursa, Orhangazi)",Turkey,40.48,29.296,Eurasia,False,7925.0,101.0,6150-5800 BCE,2.7969,762567.0,M,Questionable,"[0.006,0.021]","[0.011,0.017]",,G-Z36525,N1a1a1,questionable,0.018007,0.006172,334706,0.010033,0.005728,1.751,727431,-0.008638,0.005852,-1.476,392763,False,False
I6230.AG,Mongolia_EIA_Sagly-4,"Ulaangom (Uvs Province, Ulaangom District, Chandman Uul)",Mongolia,49.999824,92.033372,Eurasia,False,2131.0,75.0,"346-57 calBCE (2140±20 BP, PSUAMS-7396)",2.8808,799010.0,M,Questionable,"[0.013,0.03]","[0.023,0.029]",0.059,Q-YP4547,U2e1h,questionable,0.022889,0.005312,348565,0.017152,0.004831,3.55,762514,0.004997,0.006852,0.729,412470,False,False
I4355.AG,Iran_Hasanlu_IA,"Hasanlu (West Azerbaijan Province, Naqadeh County)",Iran,37.004949,45.459021,Eurasia,False,2898.0,33.0,"1011-860 calBCE (2795±20 BP, PSUAMS-2772)",1.2284,575556.0,M,Questionable,"[0.002,0.019]","[0.011,0.022]",,R-M12149,J2b1,questionable,0.014479,0.007008,252008,0.007934,0.00603,1.316,548376,-0.012806,0.007845,-1.632,297110,False,False
I6441.AG.BY,Iraq_LBA,"Nemrik 9 (Iraqi Kurdistan Region, Duhok Governorate, Simele District)",Iraq,36.719653,42.852449,Eurasia,False,3300.0,87.0,1500-1200 BCE,3.7804,980127.0,M,Pass,"[0.011,0.017]","[0.018,0.023]",0.211,J-Y2919,HV1a'b'c,,0.013567,0.005344,432673,0.00826,0.00503,1.642,936522,-0.000443,0.005957,-0.074,502966,True,False
NEO193.AG.TW,Russia_Eneolithic_Volosovo-Dup,"Sakhtysh-2a (Ivanovo Oblast, Teykovsky District, Sakhtysh Village)",Russia,56.784,40.44866,Eurasia,False,5811.0,58.0,"3948-3768 calBCE (5035±21 BP) [R_Combine: (5060±25 BP, PSUAMS-9086), (4981±37 BP, UBA-40004)]",4.4233,1088005.0,M,Pass,"[0.012,0.017]","[0.014,0.017]",0.077,R-Y13204,U2e1e,,0.024375,0.005288,479880,0.015771,0.005157,3.058,1040026,0.006005,0.006302,0.953,546475,True,False
NEO193.TW,Russia_Eneolithic_Volosovo-Dup,"Sakhtysh-2a (Ivanovo Oblast, Teykovsky District, Sakhtysh Village)",Russia,56.784,40.44866,Eurasia,False,5811.0,58.0,"3948-3768 calBCE (5035±21 BP) [R_Combine: (5060±25 BP, PSUAMS-9086), (4981±37 BP, UBA-40004)]",4.0423,1083220.0,M,Pass,"[0.012,0.017]","[0.014,0.017]",0.077,R-Y13204,U2e1e,,0.025657,0.005137,477914,0.018057,0.004891,3.692,1035524,0.004205,0.005819,0.723,544429,True,False
I1710.AG.TW,Jordan_PPNB,"'Ain Ghazal (Amman, Sahab)",Jordan,31.988,35.976,Eurasia,False,9565.0,63.0,"7741-7522 calBCE (8580±60 BP, Poz-81098)",2.4393,619403.0,M,Questionable,"[0.005,0.011]","[0.013,0.018]",0.209,E-M78,T1a2,questionable,0.015581,0.005983,273931,0.005608,0.005071,1.106,591458,-0.014002,0.006947,-2.016,326159,False,False
I1710.TW,Jordan_PPNB,"'Ain Ghazal (Amman, Sahab)",Jordan,31.988,35.976,Eurasia,False,9565.0,63.0,"7741-7522 calBCE (8580±60 BP, Poz-81098)",2.3106,569200.0,M,Questionable,"[0.005,0.011]","[0.013,0.018]",0.209,E-M78,T1a2,questionable,0.016877,0.006442,252172,0.006539,0.00498,1.313,543628,-0.009917,0.006856,-1.446,301247,False,False
I1103.AG.TW,Turkey_N,"Barcın-Höyük (Bursa, Yenişehir)",Turkey,40.3037,29.6085,Eurasia,False,8300.0,87.0,6500-6200 BCE,9.311,988504.0,M,Pass,"[0.006,0.01]","[0.012,0.014]",0.224,G-Z6484,K1b1b1,,0.026951,0.004755,435380,0.015646,0.004289,3.648,944482,-0.000793,0.005844,-0.136,512102,True,False
I1103.TW,Turkey_N,"Barcın-Höyük (Bursa, Yenişehir)",Turkey,40.3037,29.6085,Eurasia,False,8300.0,87.0,6500-6200 BCE,8.0641,937350.0,M,Pass,"[0.006,0.01]","[0.012,0.014]",0.224,G-Z6484,K1b1b1,,0.024942,0.005235,413714,0.015595,0.004353,3.582,895758,-0.001272,0.006294,-0.202,490468,True,False
UZZ061.AG,Italy_Sicily_MN,"Grotta dell'Uzzo (Sicily, Trapani, San Vito Lo Capo)",Italy,38.1101,12.7866,Eurasia,False,6739.0,40.0,4879-4719 calBCE (5923±25 BP),3.3395,885980.0,M,Questionable,..,"[0.019,0.025]",0.28644046,C-F16270,K1a2,questionable,0.015137,0.005843,388607,0.009571,0.004911,1.949,846651,-0.008367,0.006633,-1.261,452041,False,False
XAN051.AG,Greece_Crete_LBA,Chania (Crete),Greece,35.5172563,24.0149291,Eurasia,False,3300.0,29.0,1400-1300 BCE,0.2597,243780.0,M,Questionable,..,"[0.019,0.043]",,G-Y216605,..,questionable,0.022444,0.01017,113369,0.006709,0.007275,0.922,232669,0.00027,0.010711,0.025,120535,False,False
XAN041.AG,Greece_Crete_LBA,Chania (Crete),Greece,35.5172563,24.0149291,Eurasia,False,3300.0,29.0,1400-1300 BCE,1.5794,772687.0,M,Questionable,..,"[0.016,0.023]",,J-PF5119,K1a+195,questionable,0.021293,0.005574,348452,0.019239,0.00478,4.024,738142,-0.004505,0.006982,-0.645,385194,False,False
XAN024.AG,Greece_Crete_LBA,Chania (Crete),Greece,35.5172563,24.0149291,Eurasia,False,3175.0,72.0,1350-1100 BCE,0.6182,465190.0,M,Questionable,..,"[0.013,0.025]",,J-MF10501,X2,questionable,0.035826,0.006839,212627,0.025324,0.006199,4.086,444198,-0.001494,0.007188,-0.208,232252,False,False
NST001.AG,Greece_NeaStyra_EBA,"Nea Styra (Thessalia-Central Greece, Stereas Elladas)",Greece,38.17975,24.207417,Eurasia,False,4421.0,62.0,"2568-2348 calBCE (3956±27 BP, MAMS-41246)",1.2069,634770.0,M,Questionable,..,"[0.014,0.023]",,J-P58,U3a1,questionable,0.018554,0.005628,284645,0.017089,0.005253,3.253,606044,0.001733,0.007358,0.235,318013,False,False
AID008.AG,Greece_Peloponnese_LBA,"Aidonia (Peloponnese, Corinthia, Phlious Valley)",Greece,37.84083,22.5832,Eurasia,False,3250.0,58.0,1400-1200 BCE,2.44,780540.0,M,Questionable,..,"[0.013,0.018]",,J-FTA39465,N1b1a2,questionable,0.024311,0.006226,347762,0.019213,0.004922,3.903,745598,-0.002009,0.006895,-0.291,393896,False,False
AID002.AG,Greece_Peloponnese_LBA,"Aidonia (Peloponnese, Corinthia, Phlious Valley)",Greece,37.84083,22.5832,Eurasia,False,3375.0,14.0,1450-1400 BCE,2.0893,710337.0,M,Questionable,..,"[0.014,0.02]",,C-Y83490,..,questionable,0.020369,0.005925,316377,0.015528,0.005412,2.869,678295,0.000912,0.007012,0.13,358285,False,False
ETM010.AG,Syria_EMBA,"Ebla / Tell Mardikh (northwestern Syria, Idlib Governorate)",Syria,35.798,36.798,Eurasia,False,4550.0,58.0,2700-2500 BCE,1.4999,700615.0,M,Questionable,"[0.008,0.024]","[0.016,0.025]",0.43,E-PF6748,J1b1b1,questionable,0.015904,0.005619,311385,0.013255,0.004508,2.94,669212,5.9e-05,0.006424,0.009,363062,False,False
GER003.AG,Spain_Gravettian,"Mollet III (Catalonia, Girona, Serinyà)",Spain,42.1686,2.7445,Eurasia,False,27203.0,80.0,"25372-25126 calBCE (22860±80 BP, ETH-66710)",0.2856,262820.0,M,Questionable,..,"[0.063,0.093]",,C,M,questionable,0.045742,0.00937,121169,0.04862,0.008259,5.887,250491,0.006732,0.010154,0.663,132421,False,False
JK2804.AG,Italy_Sardinia_N_EBA,"Cannas di Sotto (Sardinia, South Sardinia, Carbonia)",Italy,39.162855,8.532445,Eurasia,False,5198.0,91.0,"3371-3103 calBCE (4551±26 BP, MAMS-26903)",2.2997,870429.0,M,Questionable,"[0.006,0.018]","[0.018,0.025]",0.48,R-Y8451,K1b1a1,questionable,0.022004,0.005873,384502,0.018241,0.005035,3.623,831539,-0.00032,0.006302,-0.051,439949,False,False
TAF014.AG,Morocco_Iberomaurusian,"Taforalt Cave (Oriental, Cercle d'Aklim, Tafoughalt, Lotissement Riyad Al Istiyaf)",Morocco,34.81418,-2.404123,Africa,False,14500.0,375.0,13200-11900 BCE,3.7889,872214.0,M,Pass,..,"[0.022,0.028]",,E-M215,M1b,,0.00837,0.005533,388790,0.008684,0.004909,1.769,833900,-0.001524,0.004787,-0.318,469051,True,False
TAF011.AG,Morocco_Iberomaurusian,"Taforalt Cave (Oriental, Cercle d'Aklim, Tafoughalt, Lotissement Riyad Al Istiyaf)",Morocco,34.81418,-2.404123,Africa,False,14450.0,231.0,12900-12100 BCE,5.3127,936390.0,M,Questionable,..,"[0.013,0.017]",,E-M215,U6a7,questionable,0.011464,0.005502,415667,0.007677,0.004958,1.549,895208,-0.007973,0.0049,-1.627,493230,False,False
TAF010.AG,Morocco_Iberomaurusian,"Taforalt Cave (Oriental, Cercle d'Aklim, Tafoughalt, Lotissement Riyad Al Istiyaf)",Morocco,34.81418,-2.404123,Africa,False,14649.0,241.0,"13137-12252 calBCE (12470±100 BP, OxA-16663)",1.9924,708642.0,M,Questionable,..,"[0.014,0.02]",,E-M35,U6a7b,questionable,0.013874,0.00486,317305,0.010766,0.00381,2.825,677567,-6.8e-05,0.005381,-0.013,392141,False,False
TAF009.AG,Morocco_Iberomaurusian,"Taforalt Cave (Oriental, Cercle d'Aklim, Tafoughalt, Lotissement Riyad Al Istiyaf)",Morocco,34.81418,-2.404123,Africa,False,14221.0,164.0,"12849-12097 calBCE (12255±50 BP, OxA-23779)",0.3243,264753.0,M,Pass,..,"[0.151,0.205]",,E-M78,U6a6b,,0.006738,0.007854,119947,0.003437,0.007409,0.464,253640,0.005255,0.009262,0.567,155715,False,False
TSA005.AG,Mongolia_Dornod_LateMedieval,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,2.0038,868275.0,M,Questionable,..,"[0.016,0.022]",,N-Y16313,Z1a,questionable,0.023453,0.004945,380402,0.020399,0.00472,4.321,828617,0.00502,0.006846,0.733,444376,False,False
BUL002.AG,Mongolia_Sukhbaataraimag_MLBA,"Bulgiin ekh (Sükhbaatar aimag, Tuvshinshiree sum)",Mongolia,46.28406,111.768265,Eurasia,False,3300.0,375.0,2000-700 BCE,1.3762,661180.0,M,Questionable,..,"[0.012,0.017]",,Q-Y647,M10a1b,questionable,0.016252,0.00629,289062,0.012654,0.005734,2.207,630850,-0.004715,0.008503,-0.555,340637,False,False
S153_S183.AG,Nepal_Mustang_SamdzongTomb_MiddleKingdom,Samdzong Tomb (Mustang District),Nepal,29.28,84.03,Eurasia,False,1275.0,188.0,350-1000 CE,5.0775,1018872.0,M,Questionable,..,"[0.018,0.022]",0.165,O-MF10037,D4i,questionable,0.021438,0.005395,447767,0.018529,0.0057,3.251,973548,0.004779,0.005012,0.953,512985,False,False
M354.AG,Nepal_LIA_EMiddleKingdoms,Mebrak Tomb (Mustang District),Nepal,28.86,83.92,Eurasia,False,2275.0,274.0,800 BCE - 150 CE,2.3963,924942.0,M,Questionable,..,"[0.019,0.025]",0.096,O-MF10037,M9a1a1c1b1a,questionable,0.027131,0.0059,406525,0.025223,0.00598,4.218,883437,0.007289,0.005747,1.268,469053,False,False
atp12-1420.SG,Spain_C,"El Portalón Cave (Castilla y León, Burgos, Atapuerca)",Spain,42.35267,-3.51832,Eurasia,False,4868.0,35.0,"3011-2881 calBCE (4300±30 BP, Beta-368295)",2.5576,1050011.0,M,Questionable,..,"[0.014,0.019]",,I-Y34539,H3c,questionable,0.023421,0.005468,464029,0.014368,0.005002,2.872,1003426,-0.0033,0.006021,-0.548,516553,False,False
atp002.SG,Spain_C,"El Portalón Cave (Castilla y León, Burgos, Atapuerca)",Spain,42.35267,-3.51832,Eurasia,False,4746.0,64.0,"2900-2675 calBCE (4210±30 BP, Beta-386394)",6.476,1139238.0,M,Questionable,..,"[0.014,0.017]",,H-FT390833,U5b3,questionable,0.019806,0.00539,502082,0.014501,0.004907,2.955,1088322,-0.005125,0.005958,-0.86,556303,False,False
Sumidouro6.SG,Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG,"Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)",Brazil,-19.54,-43.94,Americas,False,10070.0,102.0,"8281-7956 calBCE (8990±50 BP, OxA-33337)",2.1634,993578.0,M,Questionable,..,"[0.013,0.019]",,Q-M3,D1,questionable,0.031694,0.004725,442822,0.023832,0.005009,4.758,950398,0.001555,0.006432,0.242,490210,False,False
Sumidouro5.SG,Brazil_CentralMinasGerais_EarlyHolocene_10400BP_HG,"Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)",Brazil,-19.54,-43.94,Americas,False,10372.0,79.0,"8560-8291 calBCE (9240±50 BP, OxA-X-33335)",15.8402,1149384.0,M,Questionable,..,"[0.019,0.022]",,Q-M848,D4h3a,questionable,0.02394,0.005064,505681,0.019146,0.004629,4.136,1097914,5.5e-05,0.005646,0.01,560797,False,False
Sumidouro4.SG,Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG,"Caverna do Sumidouro (Central Minas Gerais, Lagoa Santa)",Brazil,-19.54,-43.94,Americas,False,10107.0,99.0,"8290-7961 calBCE (9015±45 BP, OxA-33336)",0.8573,644391.0,M,Questionable,..,"[0.015,0.025]",,Q-L54,D1,questionable,0.023095,0.005795,292322,0.017114,0.004502,3.801,616629,-0.002342,0.007577,-0.309,318321,False,False
SZF-26.SG,Hungary_EarlyAvar,"Szeged-Fehértó-A (Csongrád-Csanád County, Szeged)",Hungary,46.33625,20.12286,Eurasia,False,1275.0,14.0,650-700 CE,2.1591,737257.0,U,Questionable,..,"[0.011,0.02]",0.223,J-Y2919,J1c10,questionable,0.016011,0.006,329298,0.013577,0.005455,2.489,704497,0.003342,0.006731,0.496,374990,False,False
VK534.SG,Italy_Sud_Medieval,"San Lorenzo (Sud, Puglia, Foggia)",Italy,41.42,15.58,Eurasia,False,766.0,50.0,"1047-1268 calCE (860±35 BP, LTL-14331A)",1.2732,820910.0,M,Questionable,..,"[0.011,0.019]",,R-FGC29992,H1,questionable,0.026376,0.00448,366293,0.015049,0.004001,3.762,784643,0.00202,0.005303,0.381,406281,False,False
VK394.SG,Norway_Viking,"Arnestad store (24/1) (Nor South, Hedmark, Åmot)",Norway,61.15,11.34,Eurasia,False,1000.0,29.0,900-1000 CE,0.7801,613252.0,M,Questionable,..,"[0.011,0.022]",,R-M417,H13a1a1a,questionable,0.029668,0.006248,275050,0.017005,0.005242,3.244,585828,0.007091,0.007341,0.966,308740,False,False
VK344.SG,Sweden_Viking,Oland,Sweden,56.8792364,16.7212765,Eurasia,False,1000.0,87.0,800-1100 CE,1.0479,739086.0,M,Questionable,..,"[0.011,0.019]",,R-M417,J1c2t,questionable,0.02034,0.004892,330948,0.018724,0.004691,3.992,706400,0.004307,0.006297,0.684,367249,False,False
VK343.SG,Sweden_Viking,Oland,Sweden,56.8792364,16.7212765,Eurasia,False,1000.0,87.0,800-1100 CE,1.3302,835592.0,M,Questionable,..,"[0.011,0.019]",,I-FTD82937,H3h,questionable,0.028171,0.006294,373199,0.016168,0.005439,2.973,798636,-0.001468,0.005745,-0.255,414187,False,False
VK264.SG,England_Viking,"Ridgeway Hill Mass Grave (England, Dorset, Weymouth)",United Kingdom,50.6710879,-2.465799,Eurasia,False,950.0,29.0,950-1050 CE,1.0525,741267.0,M,Questionable,..,"[0.013,0.022]",,R-YP1187,N1a1a1a2,questionable,0.019582,0.006693,331726,0.01451,0.005662,2.562,708318,-0.0039,0.006082,-0.641,367626,False,False
VK129.SG,Iceland_Viking,"Ingiridarstadir (Northeastern Region, Þingeyjarsveit)",Iceland,65.79,-17.34,Eurasia,False,1000.0,29.0,900-1000 CE,4.1003,1115828.0,M,Questionable,..,"[0.013,0.017]",,R-Z283,U5b1b1a,questionable,0.021354,0.005832,492353,0.014831,0.004849,3.059,1066183,0.005077,0.004831,1.051,550605,False,False
ERS1790733.SG,Lebanon_MBA,College Site (Sidon),Lebanon,33.561623,35.371184,Eurasia,False,3775.0,64.0,"1950-1692 calBCE (3505±45 BP, VERA-3890)",1.164,748353.0,M,Questionable,"[0.007,0.027]","[0.014,0.024]",,J-Z2331,N1a3a,questionable,0.020013,0.005461,337854,0.013142,0.004189,3.137,715521,-0.003767,0.006719,-0.561,374409,False,False
OC.SG,Romania_IronGates_Mesolithic,"Ostrovul-Corbului (Mehedinți County, Hinova)",Romania,44.517,22.722,Eurasia,False,8704.0,155.0,"7022-6485 calBCE (8277±34 BP, MAMS-28615)",1.5595,879203.0,M,Questionable,..,"[0.014,0.02]",,R-Y244183,K1+16362,questionable,0.026545,0.005827,391401,0.018074,0.005179,3.49,839845,-0.003147,0.005515,-0.571,432755,False,False
DA45.SG,Mongolia_Omnogovi_XiongnuPeriod,"Omnogobi (Ömnögovi Province, Nomgon District)",Mongolia,42.5258333,105.18,Eurasia,False,2046.0,45.0,"172 calBCE - 3 calCE (2083±27 BP, UBA-31155)",8.9779,1148752.0,M,Questionable,..,"[0.014,0.016]",,O-MF14338,D4b2b2b,questionable,0.021008,0.004765,505464,0.017667,0.004701,3.758,1097287,-0.006317,0.005373,-1.176,560547,False,False
DA43.SG,Mongolia_Omnogovi_XiongnuPeriod,"Omnogobi (Ömnögovi Province, Nomgon District)",Mongolia,42.5258333,105.18,Eurasia,False,2100.0,144.0,400 BCE - 100 CE,1.7007,925610.0,M,Questionable,..,"[0.019,0.027]",,O-Y323927,D4a6,questionable,0.030214,0.004967,413614,0.020207,0.004928,4.101,885158,0.005337,0.00651,0.82,455709,False,False
DA30.SG,Kazakhstan_Sarmatian,"Naurzum (Kostanay Region, Nauyrzym District)",Kazakhstan,51.555563,64.705221,Eurasia,False,1948.0,45.0,"96 calBCE - 114 calCE (2013±32 BP, UBA-31152)",1.4472,852101.0,M,Questionable,..,"[0.013,0.021]",,I-S17511,U4a2,questionable,0.02862,0.005418,380790,0.021712,0.00454,4.783,814948,-0.0018,0.006125,-0.294,428421,False,False
DA27.SG,Kazakhstan_Hun_Nomad_Sarmatian,"Halvay (Kostanay Region, Beimbet Mylin District)",Kazakhstan,52.836944,62.893611,Eurasia,False,1508.0,58.0,"265-539 calCE (1641±33 BP, UBA-31149)",2.1674,1011642.0,M,Questionable,..,"[0.011,0.016]",,R-Y195965,C4b1,questionable,0.023419,0.005562,448558,0.016226,0.004979,3.259,966961,-0.01007,0.006411,-1.571,496175,False,False
DA204.SG,Kazakhstan_EarlyMedieval_Karakhanid,"Butakty (Almaty Region, Medeu District)",Kazakhstan,43.0686,68.2489,Eurasia,False,1017.0,30.0,"886-979 calCE (1129±14 BP) [R_Combine: (1135±15 BP, PSUAMS-9325), (1089±38 BP, UBA-33607)]",1.1639,785254.0,M,Questionable,..,"[0.012,0.02]",,J-Z7706,A+152+16362+16189,questionable,0.031273,0.00559,349895,0.022324,0.005315,4.2,750746,-0.001559,0.006528,-0.239,385772,False,False
DA381.SG,Turkmenistan_C,"Geoksyur (Ahai Region, Tejen)",Turkmenistan,37.1907,61.0343,Eurasia,False,5174.0,86.0,"3367-3098 calBCE (4530±40 BP, UBA-33660)",0.8424,629142.0,M,Questionable,..,"[0.012,0.023]",,J-YSC0000253,J1+16193,questionable,0.020786,0.005684,286556,0.011775,0.005493,2.143,602000,-0.00353,0.007187,-0.491,310622,False,False
SZ5.SG,Hungary_Lombards,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Eurasia,False,1425.0,72.0,400-650 CE,6.9263,1147742.0,M,Pass,"[0,0.001]","[0.011,0.013]",0.0926,R-Y50718,J2b1,,0.024045,0.005507,505046,0.014772,0.004799,3.078,1096285,-0.008365,0.006696,-1.249,560053,True,False
I0861.AG.BY,Israel_Natufian,Raqefet Cave (Haifa District),Israel,32.65,35.067,Eurasia,False,12700.0,722.0,12000-9500 BCE,0.1164,120724.0,M,Pass,..,..,,E-M5479,..,low_power,0.001255,0.012156,54086,-0.004555,0.009801,-0.465,115274,-0.020027,0.01373,-1.459,64895,False,False
I1290.AG.BY,Iran_GanjDareh_N,"Ganj Dareh (Hamadan Province, Tuyserkan)",Iran,34.45,48.116,Eurasia,False,9806.0,129.0,"8170-7606 calBCE (8780±50 BP, Poz-81100)",2.288,856018.0,F,Pass,n/a (female),n/a (female),,n/a (female),X1'2'3,,0.007471,0.005447,376456,0.004092,0.004546,0.9,817472,-0.005854,0.008222,-0.712,438628,True,False
